uniprot_id,gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
Q06323,PSME1,0,0,20.1685860237245,NA,NA,NA,NA,Complete,TRUE,NA
P61247,RPS3A,0,0,20.277502973429566,NA,NA,NA,NA,Complete,TRUE,NA
P50990,CCT8,0,0,20.262131763099,NA,NA,NA,NA,Complete,TRUE,NA
Q04637,EIF4G1,0,0,20.286947266462686,NA,NA,NA,NA,Complete,TRUE,NA
Q9P0L0,VAPA,1,2.631578947368421,20.26080552967771,0,0,0,0,MAR,TRUE,NA
P23434,GCSH,0,0,20.150119198697283,NA,NA,NA,NA,Complete,TRUE,NA
P11171,EPB41,1,2.631578947368421,19.465776372698333,0,0,0,0,MAR,TRUE,NA
P15531,NME1,0,0,20.0134733834962,NA,NA,NA,NA,Complete,TRUE,NA
P21926,CD9,3,7.894736842105263,19.20117403049159,0,0,0,0,MAR,TRUE,NA
P52564,MAP2K6,2,5.263157894736842,20.247953842460156,0,0,0,0,MAR,TRUE,NA
P48643,CCT5,0,0,20.126278844897268,NA,NA,NA,NA,Complete,TRUE,NA
P31150,GDI1,0,0,20.2228894819153,NA,NA,NA,NA,Complete,TRUE,NA
Q8IW45,NAXD,0,0,20.20207867638798,NA,NA,NA,NA,Complete,TRUE,NA
Q13425,SNTB2,0,0,20.203575894433534,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y2Z9,COQ6,2,5.263157894736842,20.11197503363721,0,0,0,0,MAR,TRUE,NA
P25398,RPS12,0,0,20.22883604538075,NA,NA,NA,NA,Complete,TRUE,NA
A6NNS2,DHRS7C,2,5.263157894736842,20.093817739351692,0,0,0,0,MAR,TRUE,NA
P30085,CMPK1,0,0,19.91181960131785,NA,NA,NA,NA,Complete,TRUE,NA
Q15404,RSU1,0,0,19.915459580652385,NA,NA,NA,NA,Complete,TRUE,NA
P62906,RPL10A,0,0,20.10192086597527,NA,NA,NA,NA,Complete,TRUE,NA
P17655,CAPN2,0,0,20.235617713972538,NA,NA,NA,NA,Complete,TRUE,NA
P68402,PAFAH1B2,1,2.631578947368421,19.85111493751697,0,0,0,0,MAR,TRUE,NA
P67809,YBX1,0,0,20.066597147552915,NA,NA,NA,NA,Complete,TRUE,NA
P51572,BCAP31,3,7.894736842105263,19.525405598450885,0,0,0,0,MAR,TRUE,NA
Q99832,CCT7,0,0,20.185312442017455,NA,NA,NA,NA,Complete,TRUE,NA
Q15631,TSN,0,0,20.157640734961795,NA,NA,NA,NA,Complete,TRUE,NA
P49720,PSMB3,0,0,20.134621750297015,NA,NA,NA,NA,Complete,TRUE,NA
P47756,CAPZB,0,0,20.01161086584615,NA,NA,NA,NA,Complete,TRUE,NA
P00492,HPRT1,1,2.631578947368421,19.671294188123422,0,0,0,0,MAR,TRUE,NA
Q9H1R3,MYLK2,2,5.263157894736842,20.01514518995338,0,0,0,0,MAR,TRUE,NA
Q08431,MFGE8,24,63.1578947368421,18.793394807293087,1,0,0,1,MAR,FALSE,NA
O95139,NDUFB6,3,7.894736842105263,20.00243697957604,0,0,0,0,MAR,TRUE,NA
Q16181,SEPTIN7,0,0,19.889968022658092,NA,NA,NA,NA,Complete,TRUE,NA
P06748,NPM1,0,0,20.078402649905176,NA,NA,NA,NA,Complete,TRUE,NA
O43175,PHGDH,16,42.10526315789473,19.00750387051444,0,0,0,0,MAR,TRUE,NA
Q13867,BLMH,1,2.631578947368421,20.10603840400927,0,0,0,0,MAR,TRUE,NA
O95183,VAMP5,23,60.526315789473685,20.033183235865806,1,0,0,1,MAR,FALSE,NA
Q9UMS6,SYNPO2,0,0,19.839847990715885,NA,NA,NA,NA,Complete,TRUE,NA
P61956,SUMO2,1,2.631578947368421,19.76526866665419,0,0,0,0,MAR,TRUE,NA
Q9H223,EHD4,1,2.631578947368421,19.76182788535816,0,0,0,0,MAR,TRUE,NA
Q14697,GANAB,0,0,19.985078055388968,NA,NA,NA,NA,Complete,TRUE,NA
P62879,GNB2,0,0,19.963068667467432,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y305,ACOT9,1,2.631578947368421,20.127336271553702,0,0,0,0,MAR,TRUE,NA
O14957,UQCR11,1,2.631578947368421,19.972920586830067,0,0,0,0,MAR,TRUE,NA
O43399,TPD52L2,0,0,19.828336604578286,NA,NA,NA,NA,Complete,TRUE,NA
P05388,RPLP0,0,0,20.096376805185866,NA,NA,NA,NA,Complete,TRUE,NA
Q05707,COL14A1,17,44.73684210526316,19.432321255635465,0,0,0,0,MAR,TRUE,NA
P15374,UCHL3,0,0,20.048496964610916,NA,NA,NA,NA,Complete,TRUE,NA
P45954,ACADSB,1,2.631578947368421,20.007213637108052,0,0,0,0,MAR,TRUE,NA
P46782,RPS5,0,0,19.982045259064904,NA,NA,NA,NA,Complete,TRUE,NA
P02751,FN1,3,7.894736842105263,19.186651767665865,0,0,0,0,MAR,TRUE,NA
Q14204,DYNC1H1,0,0,20.10198010034122,NA,NA,NA,NA,Complete,TRUE,NA
Q14103,HNRNPD,0,0,19.976455443621294,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y6H1,CHCHD2,1,2.631578947368421,20.048408841401695,0,0,0,0,MAR,TRUE,NA
P13611,VCAN,16,42.10526315789473,18.84115699784242,1,0,0,1,MAR,TRUE,NA
Q12988,HSPB3,3,7.894736842105263,20.037224031598505,0,0,0,0,MAR,TRUE,NA
P51648,ALDH3A2,0,0,20.04282226223852,NA,NA,NA,NA,Complete,TRUE,NA
Q86VP6,CAND1,0,0,19.797228988985392,NA,NA,NA,NA,Complete,TRUE,NA
P55268,LAMB2,5,13.157894736842104,19.01986090202272,0,0,0,0,MAR,TRUE,NA
O43920,NDUFS5,0,0,19.927349505164983,NA,NA,NA,NA,Complete,TRUE,NA
Q15555,MAPRE2,3,7.894736842105263,20.06736430542489,0,0,0,0,MAR,TRUE,NA
Q9UFN0,NIPSNAP3A,3,7.894736842105263,19.920892060322913,0,0,0,0,MAR,TRUE,NA
Q13698,CACNA1S,6,15.789473684210526,20.03381260679838,0,0,0,0,MAR,TRUE,NA
Q99714,HSD17B10,0,0,20.041105829482458,NA,NA,NA,NA,Complete,TRUE,NA
Q99715,COL12A1,22,57.89473684210527,19.138117230393743,1,0,0,1,MAR,FALSE,NA
E9PAV3,NACA,0,0,20.001841019760757,NA,NA,NA,NA,Complete,TRUE,NA
O95298,NDUFC2,6,15.789473684210526,20.022193870635824,0,0,0,0,MAR,TRUE,NA
P30405,PPIF,0,0,19.818428396630157,NA,NA,NA,NA,Complete,TRUE,NA
Q15435,PPP1R7,0,0,20.05068943600038,NA,NA,NA,NA,Complete,TRUE,NA
Q13526,PIN1,2,5.263157894736842,19.86441864892425,0,0,0,0,MAR,TRUE,NA
P55290,CDH13,0,0,19.9548083007869,NA,NA,NA,NA,Complete,TRUE,NA
Q13418,ILK,0,0,19.827431083533583,NA,NA,NA,NA,Complete,TRUE,NA
O14653,GOSR2,9,23.684210526315788,19.89339590654671,0,0,0,0,MAR,TRUE,NA
P20810,CAST,0,0,19.70967158053618,NA,NA,NA,NA,Complete,TRUE,NA
O43776,NARS1,0,0,20.035188639913557,NA,NA,NA,NA,Complete,TRUE,NA
P27348,YWHAQ,0,0,19.86302393576434,NA,NA,NA,NA,Complete,TRUE,NA
P10636,MAPT,0,0,20.00082411591372,NA,NA,NA,NA,Complete,TRUE,NA
Q96L96,ALPK3,24,63.1578947368421,19.99759949282288,1,0,0,1,MAR,FALSE,NA
Q9BS26,ERP44,0,0,19.890835313858524,NA,NA,NA,NA,Complete,TRUE,NA
Q9NX14,NDUFB11,0,0,19.893556898323673,NA,NA,NA,NA,Complete,TRUE,NA
Q9UQ80,PA2G4,0,0,19.901492550720175,NA,NA,NA,NA,Complete,TRUE,NA
P46940,IQGAP1,0,0,19.6345683307196,NA,NA,NA,NA,Complete,TRUE,NA
O00629,KPNA4,0,0,19.993275631332573,NA,NA,NA,NA,Complete,TRUE,NA
P07858,CTSB,0,0,19.659728755027636,NA,NA,NA,NA,Complete,TRUE,NA
P51812,RPS6KA3,1,2.631578947368421,20.028816907928647,0,0,0,0,MAR,TRUE,NA
Q99757,TXN2,1,2.631578947368421,19.904037002215894,0,0,0,0,MAR,TRUE,NA
P25325,MPST,0,0,19.80472195540978,NA,NA,NA,NA,Complete,TRUE,NA
Q13510,ASAH1,0,0,19.400626855673973,NA,NA,NA,NA,Complete,TRUE,NA
O75822,EIF3J,1,2.631578947368421,19.92628752296562,0,0,0,0,MAR,TRUE,NA
P03886,MT-ND1,5,13.157894736842104,19.763729708503575,0,0,0,0,MAR,TRUE,NA
O75891,ALDH1L1,0,0,19.889871144238477,NA,NA,NA,NA,Complete,TRUE,NA
P51553,IDH3G,1,2.631578947368421,19.861554235160554,0,0,0,0,MAR,TRUE,NA
O43852,CALU,0,0,19.783649865452876,NA,NA,NA,NA,Complete,TRUE,NA
O00159,MYO1C,0,0,19.39165938641064,NA,NA,NA,NA,Complete,TRUE,NA
Q9NZQ9,TMOD4,11,28.947368421052634,19.38624387406955,0,0,0,0,MAR,TRUE,NA
Q9Y6E2,BZW2,1,2.631578947368421,19.75918720664126,0,0,0,0,MAR,TRUE,NA
O95747,OXSR1,0,0,19.873892912726618,NA,NA,NA,NA,Complete,TRUE,NA
O14773,TPP1,3,7.894736842105263,19.495758751700667,0,0,0,0,MAR,TRUE,NA
Q96MG2,JSRP1,2,5.263157894736842,19.872938849958715,0,0,0,0,MAR,TRUE,NA
Q16816,PHKG1,2,5.263157894736842,19.861389341752233,0,0,0,0,MAR,TRUE,NA
P14406,COX7A2,3,7.894736842105263,19.875471374065338,0,0,0,0,MAR,TRUE,NA
P03915,MT-ND5,1,2.631578947368421,19.824873762872542,0,0,0,0,MAR,TRUE,NA
P28482,MAPK1,0,0,19.942499008493883,NA,NA,NA,NA,Complete,TRUE,NA
P35270,SPR,0,0,19.777098616865498,NA,NA,NA,NA,Complete,TRUE,NA
O94826,TOMM70,1,2.631578947368421,19.8041862046157,0,0,0,0,MAR,TRUE,NA
Q08623,PUDP,2,5.263157894736842,19.76077780188066,0,0,0,0,MAR,TRUE,NA
P23142,FBLN1,0,0,19.234460846978035,NA,NA,NA,NA,Complete,TRUE,NA
O15173,PGRMC2,0,0,19.805242872748863,NA,NA,NA,NA,Complete,TRUE,NA
P53004,BLVRA,0,0,19.74836130867585,NA,NA,NA,NA,Complete,TRUE,NA
O00299,CLIC1,0,0,19.37974409380745,NA,NA,NA,NA,Complete,TRUE,NA
Q9UI09,NDUFA12,0,0,19.743534728747765,NA,NA,NA,NA,Complete,TRUE,NA
Q8WTS6,SETD7,1,2.631578947368421,19.889779003926797,0,0,0,0,MAR,TRUE,NA
Q15124,PGM5,0,0,19.866313141592254,NA,NA,NA,NA,Complete,TRUE,NA
P47755,CAPZA2,0,0,19.767877366957613,NA,NA,NA,NA,Complete,TRUE,NA
Q99807,COQ7,2,5.263157894736842,19.87999537879121,0,0,0,0,MAR,TRUE,NA
P55010,EIF5,0,0,19.86132627739534,NA,NA,NA,NA,Complete,TRUE,NA
O76070,SNCG,8,21.052631578947366,18.242184903530596,0,0,0,0,MAR,TRUE,NA
P14866,HNRNPL,2,5.263157894736842,19.66974983350997,0,0,0,0,MAR,TRUE,NA
Q9BW30,TPPP3,0,0,19.57103006468306,NA,NA,NA,NA,Complete,TRUE,NA
P48556,PSMD8,1,2.631578947368421,19.90458636668529,0,0,0,0,MAR,TRUE,NA
O43708,GSTZ1,1,2.631578947368421,19.817266518640338,0,0,0,0,MAR,TRUE,NA
Q7Z406,MYH14,4,10.526315789473683,19.79365564417636,0,0,0,0,MAR,TRUE,NA
Q01082,SPTBN1,0,0,19.109081257726086,NA,NA,NA,NA,Complete,TRUE,NA
P21397,MAOA,0,0,19.52429484283337,NA,NA,NA,NA,Complete,TRUE,NA
P10301,RRAS,0,0,19.62226629410243,NA,NA,NA,NA,Complete,TRUE,NA
P30740,SERPINB1,0,0,19.902105367011917,NA,NA,NA,NA,Complete,TRUE,NA
O60701,UGDH,17,44.73684210526316,19.290183089729894,1,0,0,1,MAR,TRUE,NA
P14868,DARS1,0,0,19.839244698528688,NA,NA,NA,NA,Complete,TRUE,NA
P61019,RAB2A,0,0,19.79030290517683,NA,NA,NA,NA,Complete,TRUE,NA
P63151,PPP2R2A,0,0,19.915079351021376,NA,NA,NA,NA,Complete,TRUE,NA
Q9NR28,DIABLO,1,2.631578947368421,19.82326699632096,0,0,0,0,MAR,TRUE,NA
Q9NZJ6,COQ3,1,2.631578947368421,19.696954192418787,0,0,0,0,MAR,TRUE,NA
Q96FV2,SCRN2,0,0,19.813771339471018,NA,NA,NA,NA,Complete,TRUE,NA
Q8IWX7,UNC45B,1,2.631578947368421,19.818755952702663,0,0,0,0,MAR,TRUE,NA
P61163,ACTR1A,0,0,19.912414387213147,NA,NA,NA,NA,Complete,TRUE,NA
P61925,PKIA,4,10.526315789473683,19.872265680938554,0,0,0,0,MAR,TRUE,NA
Q14914,PTGR1,1,2.631578947368421,19.774587407898583,0,0,0,0,MAR,TRUE,NA
Q9Y3F4,STRAP,0,0,19.87616590499044,NA,NA,NA,NA,Complete,TRUE,NA
P30837,ALDH1B1,1,2.631578947368421,19.676225473405005,0,0,0,0,MAR,TRUE,NA
P11940,PABPC1,0,0,19.848486903533864,NA,NA,NA,NA,Complete,TRUE,NA
P48506,GCLC,0,0,19.362067493934724,NA,NA,NA,NA,Complete,TRUE,NA
Q9UM22,EPDR1,0,0,19.756205288530705,NA,NA,NA,NA,Complete,TRUE,NA
P15880,RPS2,0,0,19.851583730731885,NA,NA,NA,NA,Complete,TRUE,NA
Q96KP4,CNDP2,0,0,19.67779161554198,NA,NA,NA,NA,Complete,TRUE,NA
Q5VST9,OBSCN,5,13.157894736842104,19.70228631223958,0,0,0,0,MAR,TRUE,NA
P08697,SERPINF2,0,0,19.01629922171925,NA,NA,NA,NA,Complete,TRUE,NA
Q99627,COPS8,0,0,19.79734205630162,NA,NA,NA,NA,Complete,TRUE,NA
P62753,RPS6,1,2.631578947368421,19.475987251545654,0,0,0,0,MAR,TRUE,NA
P62269,RPS18,0,0,19.81843704420912,NA,NA,NA,NA,Complete,TRUE,NA
O60493,SNX3,0,0,19.693042288575835,NA,NA,NA,NA,Complete,TRUE,NA
Q8N1G4,LRRC47,0,0,19.82049117985816,NA,NA,NA,NA,Complete,TRUE,NA
Q92629,SGCD,0,0,19.79321043049374,NA,NA,NA,NA,Complete,TRUE,NA
O75832,PSMD10,0,0,19.75926765844694,NA,NA,NA,NA,Complete,TRUE,NA
P17980,PSMC3,0,0,19.72964083395364,NA,NA,NA,NA,Complete,TRUE,NA
O95169,NDUFB8,4,10.526315789473683,19.76041242464653,0,0,0,0,MAR,TRUE,NA
Q9BSE5,AGMAT,13,34.21052631578947,19.622802263083674,0,0,0,0,MAR,TRUE,NA
Q15848,ADIPOQ,0,0,19.761882170877602,NA,NA,NA,NA,Complete,TRUE,NA
P35998,PSMC2,0,0,19.76735289469152,NA,NA,NA,NA,Complete,TRUE,NA
Q16543,CDC37,0,0,19.51773241351093,NA,NA,NA,NA,Complete,TRUE,NA
O14737,PDCD5,1,2.631578947368421,19.73337655807977,0,0,0,0,MAR,TRUE,NA
Q99436,PSMB7,0,0,19.619640582664317,NA,NA,NA,NA,Complete,TRUE,NA
P02750,LRG1,0,0,18.994228163180487,NA,NA,NA,NA,Complete,TRUE,NA
P19971,TYMP,4,10.526315789473683,18.821871549343143,0,0,0,0,MAR,TRUE,NA
Q96FW1,OTUB1,0,0,19.830126940371667,NA,NA,NA,NA,Complete,TRUE,NA
P62993,GRB2,1,2.631578947368421,19.793969807555474,0,0,0,0,MAR,TRUE,NA
Q16762,TST,0,0,19.657351681632473,NA,NA,NA,NA,Complete,TRUE,NA
P04843,RPN1,0,0,19.726434379526648,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y4W6,AFG3L2,3,7.894736842105263,19.71329704373314,0,0,0,0,MAR,TRUE,NA
Q5VYK3,ECPAS,0,0,19.741749722295,NA,NA,NA,NA,Complete,TRUE,NA
Q14847,LASP1,3,7.894736842105263,18.98309872004084,0,0,0,0,MAR,TRUE,NA
P11532,DMD,1,2.631578947368421,19.753668491691183,0,0,0,0,MAR,TRUE,NA
P03891,MT-ND2,6,15.789473684210526,19.709785730423615,0,0,0,0,MAR,TRUE,NA
Q9ULC4,MCTS1,1,2.631578947368421,19.772354277381854,0,0,0,0,MAR,TRUE,NA
P31943,HNRNPH1,0,0,19.65623066768951,NA,NA,NA,NA,Complete,TRUE,NA
O43598,DNPH1,4,10.526315789473683,19.727187453750787,0,0,0,0,MAR,TRUE,NA
P62857,RPS28,1,2.631578947368421,19.52505133273188,0,0,0,0,MAR,TRUE,NA
P81605,DCD,21,55.26315789473685,18.050906882932594,1,0,1,2,MNAR,FALSE,0.3343328335832084
P00966,ASS1,0,0,19.46539157375241,NA,NA,NA,NA,Complete,TRUE,NA
Q06278,AOX1,19,50,18.8160422168789,1,0,0,1,MAR,FALSE,NA
Q04446,GBE1,0,0,19.758716995674913,NA,NA,NA,NA,Complete,TRUE,NA
P29972,AQP1,5,13.157894736842104,19.08724607987463,0,0,0,0,MAR,TRUE,NA
P03952,KLKB1,9,23.684210526315788,19.209477139190767,0,0,0,0,MAR,TRUE,NA
Q9H9P8,L2HGDH,3,7.894736842105263,19.621155020230727,0,0,0,0,MAR,TRUE,NA
P41567,EIF1,0,0,19.675871491760983,NA,NA,NA,NA,Complete,TRUE,NA
Q15370,ELOB,0,0,19.71480561991653,NA,NA,NA,NA,Complete,TRUE,NA
P16298,PPP3CB,1,2.631578947368421,19.704984578738507,0,0,0,0,MAR,TRUE,NA
O00505,KPNA3,1,2.631578947368421,19.652932937851173,0,0,0,0,MAR,TRUE,NA
P16989,YBX3,0,0,19.671965417443676,NA,NA,NA,NA,Complete,TRUE,NA
Q15084,PDIA6,0,0,19.479983579353902,NA,NA,NA,NA,Complete,TRUE,NA
Q9HDC9,APMAP,0,0,19.104878253855244,NA,NA,NA,NA,Complete,TRUE,NA
Q07020,RPL18,0,0,19.637685417659664,NA,NA,NA,NA,Complete,TRUE,NA
P04216,THY1,7,18.421052631578945,18.69425403715445,0,0,0,0,MAR,TRUE,NA
Q6NUM9,RETSAT,20,52.63157894736842,18.574908815610033,1,0,0,1,MAR,FALSE,NA
Q15121,PEA15,4,10.526315789473683,18.798543485545085,0,0,0,0,MAR,TRUE,NA
Q9Y5L4,TIMM13,1,2.631578947368421,19.54899258639558,0,0,0,0,MAR,TRUE,NA
Q9NQR4,NIT2,0,0,19.71851635631144,NA,NA,NA,NA,Complete,TRUE,NA
Q6IAN0,DHRS7B,3,7.894736842105263,19.658747330530517,0,0,0,0,MAR,TRUE,NA
P35580,MYH10,16,42.10526315789473,19.153288216296605,0,0,0,0,MAR,TRUE,NA
O95336,PGLS,0,0,19.098594896243423,NA,NA,NA,NA,Complete,TRUE,NA
O00487,PSMD14,0,0,19.566794830003428,NA,NA,NA,NA,Complete,TRUE,NA
Q96MF6,COQ10A,3,7.894736842105263,19.519558646168658,0,0,0,0,MAR,TRUE,NA
Q15642,TRIP10,1,2.631578947368421,19.694928136721572,0,0,0,0,MAR,TRUE,NA
Q12765,SCRN1,27,71.05263157894737,19.286878132240663,1,0,0,1,MAR,FALSE,NA
Q9BXI3,NT5C1A,4,10.526315789473683,19.622313122382074,0,0,0,0,MAR,TRUE,NA
Q15366,PCBP2,0,0,19.58457189570742,NA,NA,NA,NA,Complete,TRUE,NA
Q14011,CIRBP,0,0,19.59498603597322,NA,NA,NA,NA,Complete,TRUE,NA
Q969V3,NCLN,21,55.26315789473685,19.593682075296396,1,0,0,1,MAR,FALSE,NA
Q02221,COX6A2,9,23.684210526315788,19.157500935668004,0,0,0,0,MAR,TRUE,NA
P67936,TPM4,0,0,19.00986817956688,NA,NA,NA,NA,Complete,TRUE,NA
O00217,NDUFS8,2,5.263157894736842,19.561412684040604,0,0,0,0,MAR,TRUE,NA
Q9NVS9,PNPO,1,2.631578947368421,19.60915457141685,0,0,0,0,MAR,TRUE,NA
Q9BXK5,BCL2L13,1,2.631578947368421,19.6061365983309,0,0,0,0,MAR,TRUE,NA
Q13310,PABPC4,2,5.263157894736842,19.645111353565106,0,0,0,0,MAR,TRUE,NA
P46019,PHKA2,4,10.526315789473683,19.49456360125002,0,0,0,0,MAR,TRUE,NA
P12429,ANXA3,0,0,19.592963934587573,NA,NA,NA,NA,Complete,TRUE,NA
Q8WW22,DNAJA4,1,2.631578947368421,19.556259550178897,0,0,0,0,MAR,TRUE,NA
P05165,PCCA,3,7.894736842105263,19.527664736229184,0,0,0,0,MAR,TRUE,NA
Q01105,SET,0,0,19.52774529178632,NA,NA,NA,NA,Complete,TRUE,NA
Q93100,PHKB,3,7.894736842105263,19.55996706016457,0,0,0,0,MAR,TRUE,NA
Q9BT78,COPS4,0,0,19.64784539711763,NA,NA,NA,NA,Complete,TRUE,NA
P48637,GSS,0,0,19.50240615529827,NA,NA,NA,NA,Complete,TRUE,NA
Q96C23,GALM,0,0,19.56861862203498,NA,NA,NA,NA,Complete,TRUE,NA
P62081,RPS7,0,0,19.361232310761746,NA,NA,NA,NA,Complete,TRUE,NA
Q9BVK6,TMED9,7,18.421052631578945,19.457116655003016,0,0,0,0,MAR,TRUE,NA
O15145,ARPC3,0,0,19.118878552405715,NA,NA,NA,NA,Complete,TRUE,NA
P62701,RPS4X,0,0,19.589238335877177,NA,NA,NA,NA,Complete,TRUE,NA
O00764,PDXK,0,0,19.35926088898657,NA,NA,NA,NA,Complete,TRUE,NA
Q13424,SNTA1,2,5.263157894736842,19.58929536671469,0,0,0,0,MAR,TRUE,NA
Q02952,AKAP12,0,0,18.7783398908126,NA,NA,NA,NA,Complete,TRUE,NA
P07942,LAMB1,22,57.89473684210527,18.816111658778752,1,0,0,1,MAR,FALSE,NA
Q7L5N1,COPS6,1,2.631578947368421,19.62390781340926,0,0,0,0,MAR,TRUE,NA
P08572,COL4A2,8,21.052631578947366,18.2990869966966,0,0,0,0,MAR,TRUE,NA
O95292,VAPB,0,0,19.49483463668248,NA,NA,NA,NA,Complete,TRUE,NA
Q16595,FXN,2,5.263157894736842,19.5163171829332,0,0,0,0,MAR,TRUE,NA
P62847,RPS24,1,2.631578947368421,19.523641108471292,0,0,0,0,MAR,TRUE,NA
Q9UL25,RAB21,0,0,19.519961652158468,NA,NA,NA,NA,Complete,TRUE,NA
Q15046,KARS1,1,2.631578947368421,19.585076504469782,0,0,0,0,MAR,TRUE,NA
Q8IWW8,ADHFE1,1,2.631578947368421,19.388776346936403,0,0,0,0,MAR,TRUE,NA
P17568,NDUFB7,2,5.263157894736842,19.48184588929388,0,0,0,0,MAR,TRUE,NA
Q8IVF2,AHNAK2,25,65.78947368421053,18.707784364531474,1,0,0,1,MAR,FALSE,NA
Q08495,DMTN,13,34.21052631578947,18.737187866389476,0,0,0,0,MAR,TRUE,NA
A6NCE7,MAP1LC3B2,0,0,19.480802600069186,NA,NA,NA,NA,Complete,TRUE,NA
P13473,LAMP2,0,0,19.46574733569621,NA,NA,NA,NA,Complete,TRUE,NA
Q13554,CAMK2B,3,7.894736842105263,19.53872820408068,0,0,0,0,MAR,TRUE,NA
Q9P2E9,RRBP1,21,55.26315789473685,18.777194874496487,1,0,0,1,MAR,FALSE,NA
Q99873,PRMT1,2,5.263157894736842,19.52548678557075,0,0,0,0,MAR,TRUE,NA
Q16881,TXNRD1,0,0,19.540423655840215,NA,NA,NA,NA,Complete,TRUE,NA
P15088,CPA3,1,2.631578947368421,19.26021808642124,0,0,0,0,MAR,TRUE,NA
P98160,HSPG2,0,0,19.04080606901916,NA,NA,NA,NA,Complete,TRUE,NA
Q9BXW7,HDHD5,2,5.263157894736842,19.408540336856834,0,0,0,0,MAR,TRUE,NA
Q9H2U2,PPA2,0,0,19.499357926948477,NA,NA,NA,NA,Complete,TRUE,NA
Q14956,GPNMB,14,36.84210526315789,18.536146651960603,0,0,1,1,MAR,TRUE,NA
Q9NVJ2,ARL8B,0,0,19.534748587802866,NA,NA,NA,NA,Complete,TRUE,NA
Q9H7Z7,PTGES2,1,2.631578947368421,19.422959008401044,0,0,0,0,MAR,TRUE,NA
O95573,ACSL3,1,2.631578947368421,19.50288162608714,0,0,0,0,MAR,TRUE,NA
Q9UBI6,GNG12,0,0,19.07457328395398,NA,NA,NA,NA,Complete,TRUE,NA
O60884,DNAJA2,0,0,19.45246013688969,NA,NA,NA,NA,Complete,TRUE,NA
P46776,RPL27A,0,0,19.187381766001458,NA,NA,NA,NA,Complete,TRUE,NA
O43396,TXNL1,0,0,19.456732017331632,NA,NA,NA,NA,Complete,TRUE,NA
Q9NYL2,MAP3K20,1,2.631578947368421,19.426043791527576,0,0,0,0,MAR,TRUE,NA
Q5KU26,COLEC12,30,78.94736842105263,19.04387221657612,1,0,0,1,MAR,FALSE,NA
Q04917,YWHAH,0,0,19.40429848011454,NA,NA,NA,NA,Complete,TRUE,NA
P55060,CSE1L,0,0,19.46623430225418,NA,NA,NA,NA,Complete,TRUE,NA
Q92734,TFG,0,0,19.320151069772773,NA,NA,NA,NA,Complete,TRUE,NA
O60749,SNX2,0,0,19.166451124450784,NA,NA,NA,NA,Complete,TRUE,NA
Q8WUM4,PDCD6IP,0,0,19.397284532693092,NA,NA,NA,NA,Complete,TRUE,NA
P39019,RPS19,0,0,19.34683125408564,NA,NA,NA,NA,Complete,TRUE,NA
Q15257,PTPA,0,0,19.302892100160943,NA,NA,NA,NA,Complete,TRUE,NA
P59998,ARPC4,0,0,19.30955651700068,NA,NA,NA,NA,Complete,TRUE,NA
Q13363,CTBP1,8,21.052631578947366,19.43894024145957,0,0,0,0,MAR,TRUE,NA
Q00059,TFAM,3,7.894736842105263,19.36243457689511,0,0,0,0,MAR,TRUE,NA
O00264,PGRMC1,0,0,19.08699388493372,NA,NA,NA,NA,Complete,TRUE,NA
P30050,RPL12,0,0,19.288896253413668,NA,NA,NA,NA,Complete,TRUE,NA
O75223,GGCT,0,0,19.39897881564022,NA,NA,NA,NA,Complete,TRUE,NA
P82921,MRPS21,19,50,19.361631485674828,1,0,0,1,MAR,FALSE,NA
Q9UJ70,NAGK,0,0,19.33314575126183,NA,NA,NA,NA,Complete,TRUE,NA
Q93052,LPP,1,2.631578947368421,19.019638916933257,0,0,0,0,MAR,TRUE,NA
Q15102,PAFAH1B3,0,0,19.044229260770724,NA,NA,NA,NA,Complete,TRUE,NA
A0AVT1,UBA6,22,57.89473684210527,19.034036242501045,1,0,0,1,MAR,FALSE,NA
O15511,ARPC5,7,18.421052631578945,18.67146606038995,0,0,0,0,MAR,TRUE,NA
Q9UHV9,PFDN2,0,0,19.284546694894704,NA,NA,NA,NA,Complete,TRUE,NA
P07996,THBS1,16,42.10526315789473,18.37464335646249,1,0,0,1,MAR,TRUE,NA
P62910,RPL32,26,68.42105263157895,19.42725280936452,1,0,0,1,MAR,FALSE,NA
P62829,RPL23,0,0,19.265160281588788,NA,NA,NA,NA,Complete,TRUE,NA
P42766,RPL35,5,13.157894736842104,19.019432177971918,0,0,0,0,MAR,TRUE,NA
Q96CM8,ACSF2,0,0,19.289862262476117,NA,NA,NA,NA,Complete,TRUE,NA
O95182,NDUFA7,1,2.631578947368421,19.166141025790967,0,0,0,0,MAR,TRUE,NA
Q9UHY7,ENOPH1,1,2.631578947368421,19.377571269174496,0,0,0,0,MAR,TRUE,NA
Q13200,PSMD2,0,0,19.36420454363757,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y570,PPME1,1,2.631578947368421,19.177961155636712,0,0,0,0,MAR,TRUE,NA
P14324,FDPS,0,0,19.33412167380231,NA,NA,NA,NA,Complete,TRUE,NA
