uniprot_id,gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
O75306,NDUFS2,0,0,20.5372647092906,NA,NA,NA,NA,Complete,TRUE,NA
P00746,CFD,14,36.84210526315789,19.653357946888942,0,0,0,0,MAR,TRUE,NA
O75347,TBCA,0,0,20.452514495208337,NA,NA,NA,NA,Complete,TRUE,NA
Q99733,NAP1L4,0,0,20.649852441361627,NA,NA,NA,NA,Complete,TRUE,NA
P23786,CPT2,0,0,20.608740483128265,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y623,MYH4,4,10.526315789473683,19.977170007038556,0,0,0,0,MAR,TRUE,NA
P40227,CCT6A,0,0,20.572062218109227,NA,NA,NA,NA,Complete,TRUE,NA
P46734,MAP2K3,1,2.631578947368421,20.537426709531065,0,0,0,0,MAR,TRUE,NA
Q9H0E2,TOLLIP,0,0,20.55617575072128,NA,NA,NA,NA,Complete,TRUE,NA
Q6UXV4,APOOL,1,2.631578947368421,20.525409578352388,0,0,0,0,MAR,TRUE,NA
P54284,CACNB3,2,5.263157894736842,20.557088584528604,0,0,0,0,MAR,TRUE,NA
P00390,GSR,0,0,20.56015197987382,NA,NA,NA,NA,Complete,TRUE,NA
P28070,PSMB4,0,0,20.535821842279987,NA,NA,NA,NA,Complete,TRUE,NA
P16930,FAH,0,0,20.13671291761628,NA,NA,NA,NA,Complete,TRUE,NA
