gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d
RPS28,19.610395957982604,19.587846191970478,0.5317725001606292,5,-0.022549766012126327,-0.04240491188490353
ASS1,19.53018811405758,19.527197621439836,0.8009713916139525,2.5,-0.0029904926177444224,-0.003733582308999324
AQP1,19.248326209098728,19.074288313192227,1.0427009595936116,12.5,-0.1740378959065012,-0.16691065094476537
L2HGDH,19.645674322095775,19.471241426798663,0.7194310281222394,10,-0.17443289529711237,-0.24245951102830982
PPP3CB,19.72680824769888,19.61233362694787,0.6185791010077767,5,-0.114474620751011,-0.18506060189313095
KPNA3,19.674508741275147,19.580162025814868,0.7408030938908394,5,-0.09434671546027928,-0.12735734534362203
THY1,18.79096934142056,18.422650453337546,1.650774084023693,17.5,-0.3683188880830137,-0.22311889412829392
PEA15,18.93803277452143,18.853047441192057,1.193059992158393,12.5,-0.08498533332937441,-0.07123307619730457
TIMM13,19.552629011369802,19.524453275687918,0.7545801932767329,2.5,-0.028175735681884362,-0.03733961735668201
DHRS7B,19.683715776343135,19.516840426611203,0.6375615025457084,10,-0.16687534973193152,-0.26174000322418745
C4A,18.95172894443134,18.675263425583633,1.5310815640715967,17.5,-0.27646551884770787,-0.18056877264755553
PSMD14,19.629894170472127,19.615814905090325,0.32796217816396384,2.5,-0.014079265381802486,-0.042929539804323395
COQ10A,19.550471478581407,19.294624989883363,0.8063507389471757,12.5,-0.25584648869804383,-0.31728933371115126
TRIP10,19.69206850148939,19.681391168962033,0.426188771863324,2.5,-0.010677332527357919,-0.02505305918941964
NT5C1A,19.640645893623784,19.406824864245838,0.6268748931898428,12.5,-0.23382102937794613,-0.3729947265684092
CIRBP,19.6439140664061,19.64626693314645,0.39965113246445405,2.5,0.002352866740348958,0.0058873015718483605
NDUFS8,19.52395684462519,19.421145384408145,0.842714338252375,5,-0.10281146021704402,-0.12200036898654758
PNPO,19.605879249531014,19.56031680559056,0.6222171963217482,2.5,-0.0455624439404545,-0.07322594780375402
BCL2L13,19.607984784225188,19.582151384240383,0.5927053989875184,2.5,-0.025833399984804828,-0.04358556549161592
PABPC4,19.677766064891266,19.558017408764762,0.4652833653343797,10,-0.11974865612650376,-0.2573671552612791
PHKA2,19.526648674135856,19.303640220829784,0.8356006654351469,12.5,-0.22300845330607189,-0.2668840063571971
DNAJA4,19.60413822152244,19.531721931024645,0.5309948235427305,5,-0.07241629049779519,-0.13637852439811526
PCCA,19.547339446253392,19.542539386251757,0.5614485500270597,7.5,-0.004800060001635131,-0.008549420960128557
PHKB,19.598021273703033,19.428186250291454,0.654923802233791,10,-0.1698350234115793,-0.2593202794467265
TMED9,19.525963610969395,19.469768590193976,0.4612995517682438,20,-0.05619502077541938,-0.12181893643731888
SNTA1,19.61557782317421,19.50621433499752,0.527803553230971,7.5,-0.10936348817669028,-0.2072049108180823
AKAP12,18.898809050603543,18.901207709137537,1.183245950854654,2.5,0.002398658533994791,0.002027185077001319
COPS6,19.606715000801536,19.578874166768983,0.4042425540457397,2.5,-0.027840834032552664,-0.06887160630150406
COL4A2,18.416774491689704,18.217194418377535,1.5224248851140167,22.5,-0.19958007331216976,-0.13109354376930255
FXN,19.55213931391221,19.462182169245242,0.5813497998937921,10,-0.08995714466696825,-0.1547384116815774
RPS24,19.564785023038052,19.57038358409374,0.3590870675598632,5,0.005598561055688123,0.01559109631469752
KARS1,19.59171210190763,19.569701634958832,0.40525106430917496,2.5,-0.022010466948795937,-0.05431316259789923
ADHFE1,19.381987286653864,19.35498294794988,0.8928717823286886,2.5,-0.027004338703985553,-0.030244363455585805
NDUFB7,19.5034585025234,19.36787081473006,0.6480102970713818,7.5,-0.13558768779333974,-0.20923693405199706
CAMK2B,19.554259641446848,19.363874974496547,0.6226889532758616,10,-0.1903846669503011,-0.3057460164480508
PRMT1,19.548814371712126,19.410527539130577,0.5502222195678215,7.5,-0.1382868325815494,-0.2513290588122167
CPA3,19.295323775594426,19.32635119253515,0.8316308290364498,5,0.03102741694072364,0.03730912305965479
HDHD5,19.436748915739233,19.335735182409746,0.7158165316997219,7.5,-0.10101373332948782,-0.1411167929994974
CFI,18.8266490079962,18.77019935792794,1.4604311079357293,2.5,-0.056449650068259416,-0.03865273052698057
ARL8B,19.54762408930783,19.54458761806368,0.33271058688991517,2.5,-0.0030364712441510733,-0.009126464151727635
PTGES2,19.44392364257609,19.362478701880725,0.6968140807406407,5,-0.08144494069536634,-0.11688188133167296
ACSL3,19.471421320513606,19.42351807846856,0.6450148297740295,2.5,-0.04790324204504515,-0.07426688478128057
MAP3K20,19.433672931611937,19.29424022559698,0.6865558345801948,5,-0.13943270601495783,-0.2030901188105351
TFAM,19.37155539788201,19.253666612797367,0.6710986196100602,10,-0.11788878508464151,-0.17566536666867297
PGRMC1,19.179512901514975,19.158763490236677,0.6736340027367564,2.5,-0.02074941127829888,-0.030802202967784808
LPP,19.112192843669515,19.072818964456435,0.7499711311820336,5,-0.03937387921308044,-0.052500526454962414
ARPC5,18.805414520789814,18.576715775836526,1.2506148727621673,17.5,-0.228698744953288,-0.18286904300775916
PFDN2,19.335961113720202,19.34329819624434,0.5479835308978886,2.5,0.007337082524138339,0.013389239111103016
RPL23,19.319743981550584,19.328808361377163,0.5073779189277158,2.5,0.009064379826579483,0.017865144477978063
RPL35,19.12862903590707,19.15040919323628,0.5441700865757739,15,0.021780157329207128,0.040024539875501426
NDUFA7,19.146858820407903,19.122276867585573,1.0716609118244553,2.5,-0.024581952822330777,-0.02293818179901802
ENOPH1,19.41988459536086,19.37257226263573,0.3743828139331377,5,-0.04731233272512725,-0.12637421100632285
PPME1,19.27378901561759,19.251370178429372,0.570889575107533,5,-0.022418837188219243,-0.0392700062599609
DDX17,19.334410631771636,19.333282603769437,0.2998783210587742,2.5,-0.001128028002199244,-0.003761619040071115
CBR4,19.289800060092055,19.126184967510934,0.699156931433054,17.5,-0.1636150925811215,-0.23401769363247463
UBL5,19.38690007530913,19.191762782181957,0.4880840397444478,25,-0.19513729312717132,-0.39980265125928266
CAB39L,19.289267477041683,19.341153047409122,0.7342809348355062,30,0.051885570367439016,0.07066174253736063
MYH11,18.998753810734705,18.96362260664441,0.9632050652266354,5,-0.03513120409029469,-0.03647323436990913
HHATL,19.257305504119056,19.000252528949297,0.7833678058723931,15,-0.2570529751697599,-0.32813829371439934
FN3K,19.226022685680466,19.252146016829727,0.6046534690109633,2.5,0.02612333114926102,0.04320380596177042
UTRN,19.270116899321792,19.249962199535762,0.568682422786739,5,-0.020154699786029795,-0.03544104579013512
CAPN3,19.327738676375333,19.229514248075667,0.4337171074376133,10,-0.09822442829966604,-0.22647118735982724
IMPDH2,19.32420472035136,19.293893867907016,0.4038685166025658,7.5,-0.030310852444344505,-0.0750512882245101
PSMD5,19.14058735472247,19.14243827664066,0.6163532132120113,10,0.0018509219181908065,0.003003021446980162
TXLNB,19.150070165934597,18.96895299076447,1.030765720951353,5,-0.18111717517012593,-0.17571129063446392
ATP5F1E,19.09974376958835,19.095647617474654,0.8612183325530541,5,-0.004096152113696405,-0.0047562295864667595
CARM1,19.26186197237992,19.219292575972105,0.46610400920168005,12.5,-0.04256939640781354,-0.09133025154777
SH3BGRL3,18.703809207754325,18.636873086358868,1.1778586532804243,5,-0.06693612139545735,-0.056828653598659955
SGCB,19.26538014469587,19.202514985204537,0.4930946371831566,12.5,-0.06286515949133431,-0.12749106307555214
MYOM3,18.754392577643333,18.404175543515223,1.2619288841397123,22.5,-0.3502170341281108,-0.27752517477786576
FBXO7,18.67930065560119,18.480775211622763,1.241030680237935,17.5,-0.19852544397842564,-0.15996819993230435
MAP2K1,19.26986033736863,19.263036737968875,0.42711204946074766,2.5,-0.006823599399755409,-0.01597613415114506
DYNLL1,19.267438058080828,19.25416877942119,0.5233845013634475,2.5,-0.013269278659638672,-0.025352830710637052
SQOR,19.099101501477325,19.078592687708277,0.5745004487266422,12.5,-0.020508813769048118,-0.0356985165364189
PSME2,19.126125998109128,19.138677290836494,0.6321434209650114,2.5,0.012551292727366103,0.019855134627843902
ECHDC1,18.88149356910731,18.8715612458713,0.834190898655043,5,-0.009932323236011342,-0.011906535125263438
CAMK2G,19.244197631685697,19.105991225776336,0.5553398960898623,7.5,-0.1382064059093615,-0.24886813802226382
APOO,18.966996147368302,18.91425681357095,0.7509784471264468,2.5,-0.052739333797351406,-0.07022749321122843
JPH2,19.250164520507155,19.077355158979447,0.48402876467502043,10,-0.1728093615277082,-0.35702291710645206
PTMS,18.806601610748306,18.801261635791953,0.8198944078387802,2.5,-0.005339974956353188,-0.006513003266395267
ART3,19.20296279194635,19.02971792425197,0.654821741070225,10,-0.17324486769438252,-0.2645679836641271
LAMC1,18.370162094512793,18.24721599090731,1.2388096803158708,12.5,-0.1229461036054822,-0.09924535266315766
ENDOG,19.14494079588094,18.79677668669145,0.7725265862406647,17.5,-0.34816410918949003,-0.4506823653587848
SYNGR2,19.128477974066822,19.092123361574348,0.4540988216916912,10,-0.03635461249247385,-0.08005881265456506
TMEM38A,19.117895158805435,18.85401758652901,0.8077471242782552,12.5,-0.2638775722764244,-0.32668339427665116
SDR39U1,18.888113533343965,18.857844403710974,1.1571835168537214,2.5,-0.03026912963299111,-0.026157587964344815
TMLHE,19.20243056338961,19.081345411742213,0.5642095243675862,15,-0.12108515164739586,-0.21461025810069115
PLCD4,19.240276932757723,19.076110954950263,0.43983086983621034,12.5,-0.16416597780746045,-0.37324796658450693
PRKG1,19.15902072656335,18.991732897707504,0.6648849713017253,10,-0.16728782885584792,-0.2516041662489805
OXCT1,18.88258538227194,18.853952966465553,0.9174855249152015,2.5,-0.028632415806388423,-0.031207485054366137
NID1,18.538529204430827,18.372216798205784,1.096829787354346,17.5,-0.1663124062250425,-0.1516300962487564
HSD17B8,19.030124205479776,18.993320686857754,0.7724627567005682,2.5,-0.03680351862202258,-0.047644392306008386
SORBS1,18.23856647672586,18.066734747634925,1.2434995592584797,17.5,-0.17183172909093614,-0.1381839887369179
HNRNPA3,18.68455124095599,18.71676976031134,1.0523510379664178,2.5,0.03221851935535014,0.030615752912269454
H1-0,18.946439409410868,18.923357742805315,0.7848612619049542,5,-0.023081666605552442,-0.02940859451966124
PARVA,18.79542806888673,18.79275685659043,0.7832708338850546,2.5,-0.0026712122962990748,-0.003410330349018302
LACTB,19.06575046039123,19.03458617564976,0.6518790673389745,2.5,-0.03116428474146815,-0.047806849924915365
JPH1,18.98448541430029,18.857667424389756,0.8228112943232246,5,-0.12681798991053483,-0.15412767275495975
RPS13,19.07752353806396,19.101440816406793,0.49082322471862194,10,0.023917278342832304,0.048728905109458806
RPL31,18.92999863298929,18.904072539351226,0.669695111223475,2.5,-0.025926093638062753,-0.038713278928821836
TGFBI,18.490709437597985,18.490786275380305,1.189196234310524,7.5,7.683778231992733e-5,6.461320688967417e-5
PRMT5,19.1208246060117,19.093864768716664,0.3736068357537704,2.5,-0.026959837295034816,-0.07216098506506713
SELENOW,19.089626174077154,18.959828268056025,0.49146830128733104,15,-0.12979790602112828,-0.26410229445345956
SRP9,19.09264479544057,19.154484821933533,0.32793718862389676,30,0.06184002649296261,0.18857277746527687
PREB,18.996753709946713,18.9890248061024,0.5297788341337065,2.5,-0.007728903844313351,-0.014588925314375086
LONP1,19.06417267654892,19.051485872076395,0.48655668796469304,2.5,-0.012686804472526347,-0.026074668761817462
CNN3,18.27850393195638,18.083257732686228,1.190744177417682,20,-0.19524619927015152,-0.1639698962824861
COBL,19.018594907343207,18.756829719359864,0.48842619533632003,17.5,-0.26176518798334314,-0.5359360134300273
SEPTIN9,18.699758349547093,18.69569145648622,0.8488811055792631,2.5,-0.004066893060873156,-0.004790886537753685
SLC25A20,18.998968795483147,18.95670261871675,0.6525199952152232,2.5,-0.04226617676639677,-0.06477376490578798
COPS7A,19.045399148113955,19.013835491999043,0.39621091430191735,2.5,-0.031563656114911964,-0.0796637724392925
DBT,18.93171586462151,18.842970089848656,0.6509450649949251,12.5,-0.08874577477285328,-0.13633373927421227
BDH1,18.74999796274293,18.658810096760533,1.0768275701848982,7.5,-0.09118786598239836,-0.084681956988472
NEK7,18.99096314789553,18.94633009516121,0.5773762914207659,5,-0.04463305273432283,-0.07730323083494309
ERI3,19.01186109962004,18.932122712312687,0.4993743886860467,5,-0.07973838730735494,-0.1596765655466683
RPL8,18.775866812575998,18.756034188997255,0.8033026909918831,10,-0.01983262357874338,-0.024688854900081214
NDUFS4,18.873927605612263,18.82842383172643,0.7833101434959266,2.5,-0.04550377388583371,-0.05809164385737377
RPS17,18.890474447654707,18.866284440547016,0.4140890720590838,10,-0.024190007107691258,-0.058417400361243384
RAP2B,18.790684045663507,18.781404272435005,0.7639440433091176,10,-0.009279773228502819,-0.012147189718642664
TMED10,18.892373848800982,18.888107732711532,0.5083421138956415,2.5,-0.004266116089450378,-0.008392214559516461
VPS4A,18.97706010848486,18.86705187774215,0.5051203748446088,17.5,-0.11000823074271082,-0.21778616785464827
SGCA,19.00038930531794,18.87555051719856,0.5121765351098475,12.5,-0.12483878811937998,-0.24374171708706951
PRKAA2,18.853096535945657,18.643553362727047,0.3892537857170977,15,-0.20954317321860927,-0.5383201934249171
RAB14,18.880996858072056,18.862519947552418,0.45105829699416794,5,-0.018476910519638068,-0.040963464462947165
PFDN1,18.847546383421804,18.78889626974064,0.627932930449715,17.5,-0.05865011368116413,-0.09340187596016011
SLMAP,18.89682192722905,18.741997018818335,0.6201219960059807,12.5,-0.1548249084107134,-0.24966846750783567
GCDH,18.8243728488791,18.687843981485578,0.668005557782053,22.5,-0.13652886739352255,-0.20438283155432546
MGLL,18.304494204562683,18.234824183084992,1.102436774732261,10,-0.06967002147769108,-0.06319638737977624
SCRN3,18.876274194258585,18.706190572046015,0.6451418899278681,15,-0.17008362221256945,-0.26363754217167035
MECR,18.81661990927856,18.73312972990057,0.7129546665952068,7.5,-0.08349017937799275,-0.11710447141991405
TRAP1,18.865334967765023,18.820687108093594,0.5777517677106505,2.5,-0.04464785967142859,-0.07727862062343203
DENR,18.875121502831433,18.63867620029541,0.6201450180461245,22.5,-0.2364453025360227,-0.3812742111207876
COQ10B,18.66435980843209,18.456209149097585,0.9569744884511913,15,-0.20815065933450327,-0.21750909961182274
GPS1,18.91254698641772,18.86740095246709,0.5125867878638664,2.5,-0.04514603395062977,-0.08807490754642652
PANK4,18.880000288780643,18.853492250197043,0.5489895348653707,2.5,-0.02650803858360007,-0.048285143705153986
NAPRT,18.7955541491651,18.79458157859345,0.5542916120560172,2.5,-9.725705716476796e-4,-0.0017546189595764453
SULT1A1,18.32760765573455,18.26873239349635,1.1052713760585944,7.5,-0.05887526223819961,-0.05326769833500006
RPS21,18.844620779653567,18.843191646125103,0.26340866249035805,2.5,-0.0014291335284646323,-0.005425537318906303
ERAP1,18.808858754705334,18.794392441412683,0.5695755549296884,5,-0.014466313292651023,-0.025398409688486064
RPS15,17.36137246802159,17.270065882430494,1.9094853730874508,25,-0.09130658559109506,-0.047817378901133585
PLIN2,18.69270748059448,18.473710190141006,0.7503827712206669,12.5,-0.21899729045347271,-0.29184743953705683
EFEMP1,18.183764782953844,18.15002851637108,1.2364561629499573,2.5,-0.033736266582764074,-0.027284644287166267
IVD,18.801845602458744,18.797626266460355,0.587969770384542,2.5,-0.004219335998389084,-0.007176110424230771
RPL17,18.653367669369587,18.61396220891364,0.6192095638244854,10,-0.03940546045594573,-0.06363832659909494
PTBP1,17.99957646704749,17.971057143365407,1.270711295096843,5,-0.028519323682083098,-0.022443590288468783
RPS8,18.829510355047084,18.830352314873164,0.33760388276079023,2.5,8.419598260793748e-4,0.002493928147964894
SPRYD4,18.775532912393402,18.722966975457005,0.6693157558107846,5,-0.05256593693639644,-0.07853682881365909
CCS,18.536688297816116,18.521302921282732,0.8970895388111616,2.5,-0.015385376533384232,-0.017150324318543717
MT-ATP8,18.583218318760593,18.35365229005237,1.0073232826222083,12.5,-0.2295660287082235,-0.2278970740263542
OCIAD1,18.8633598088958,18.632267118744796,0.49108128655354727,20,-0.2310926901510051,-0.470579304238682
PURA,18.744502913472463,18.739713876159833,0.5302370121658514,2.5,-0.004789037312630029,-0.009031880466186843
SUCLG2,18.65996251480851,18.647138685940604,0.5710866345383105,2.5,-0.012823828867905007,-0.0224551374385995
DDOST,18.825155019559098,18.780646552665083,0.4989379179489613,5,-0.04450846689401544,-0.0892064228691643
VARS1,18.782239267306128,18.760786246444447,0.3857700441336521,5,-0.021453020861681438,-0.05561090392557521
RPL27,18.78244742018254,18.769111989123136,0.46763520494099814,20,-0.013335431059402936,-0.028516738942025284
FECH,18.74339643308782,18.685586996970052,0.6979018536875876,5,-0.05780943611776834,-0.08283318895388184
GLIPR2,17.920844438500605,17.735367376429615,1.365852226076162,15,-0.18547706207099068,-0.1357958485771419
NIBAN1,18.73430000085916,18.71892427561594,0.4787713567686091,5,-0.015375725243220728,-0.03211496474433377
ISOC1,18.772506233428825,18.7212588422042,0.5629892207350988,10,-0.051247391224624295,-0.09102730449742932
ABHD10,18.75958081198487,18.732961057630902,0.49892829892824986,5,-0.02661975435396613,-0.05335386750189986
NDUFA11,18.73575229670489,18.476109317847524,0.6819322723139715,12.5,-0.259642978857368,-0.38074599105910123
TRIM54,18.792810703673393,18.636925445821532,0.5450484083575022,10,-0.15588525785186036,-0.2860025925433284
SNRPD3,18.787651190883462,18.79802981493708,0.3636053898820064,2.5,0.010378624053618779,0.028543647433242798
ME2,18.75740650675026,18.72838668055129,0.5311860623031086,2.5,-0.029019826198972254,-0.0546321303558842
RTCA,18.78488038213094,18.708460285055985,0.5094847607311184,5,-0.0764200970749549,-0.14999486336998755
NDUFB5,18.636174231757533,18.59720601035022,0.8888958475898606,5,-0.0389682214073126,-0.04383890588866004
PDCD6,18.68292975987701,18.67728668783134,0.4348517479832192,5,-0.005643072045668163,-0.012977002097473291
LXN,18.137162864273293,17.980075603807222,1.3643751284355616,7.5,-0.1570872604660707,-0.11513494873377839
VAMP3,18.603677311200624,18.601529912619036,0.4727501745802129,7.5,-0.002147398581588078,-0.004542353862682123
LYPLA2,18.748139733927818,18.755449887136685,0.5087033502266426,2.5,0.00731015320886641,0.014370169187227718
VAMP2,18.476597228270165,18.481834615403223,0.6188960701173775,5,0.005237387133057325,0.008462466294323089
NRAP,18.648174719244437,18.368223372611173,0.7843472813439514,12.5,-0.2799513466332648,-0.35692269647901126
PRKAG1,18.65939495739051,18.646902627078642,0.6893786050839957,2.5,-0.012492330311868471,-0.018121145941780964
XRCC6,18.703536090526367,18.697374101141158,0.37733021725223254,2.5,-0.006161989385208955,-0.016330495421441087
HLA-DRA,18.46348270624965,18.488499590990862,0.595518053573022,12.5,0.025016884741212664,0.04200860845630956
CPPED1,18.598016980928442,18.579971734247668,0.5715926720775616,5,-0.01804524668077434,-0.03157011550757899
CAMK2A,18.68437836736842,18.490692367079916,0.5514590272040022,12.5,-0.1936860002885048,-0.3512246435977812
CNN2,17.949700554388727,17.692994023464582,1.1834334141107699,17.5,-0.25670653092414497,-0.21691675075528763
UBAC1,18.64112725352974,18.607116077632796,0.45672873229545574,2.5,-0.0340111758969428,-0.07446690670413336
CLTB,18.374243527967504,18.376666841086426,0.615711787118789,5,0.0024233131189212997,0.003935791338770929
APOL1,17.80853984397076,17.398485800521705,1.6671612349530427,15,-0.4100540434490547,-0.24595943982622911
SUOX,18.503303526028674,18.44296824313056,0.518881038922736,7.5,-0.0603352828981123,-0.11627960625305588
HSPB8,18.493498696553047,18.419323149348283,0.768686729441684,5,-0.0741755472047636,-0.09649645865310973
MCEE,18.500096840548018,18.322927388183416,0.7507430180663965,27.500000000000004,-0.1771694523646019,-0.23599214125349727
SIRT3,18.515320411525778,18.36425613787249,0.7808047089867944,15,-0.15106427365328656,-0.19347254430536673
SRSF1,18.50730231463567,18.502612728795953,0.42904626143941255,2.5,-0.004689585839717125,-0.010930256853850623
SHMT1,18.537407540884196,18.534501398511264,0.45482843901813785,2.5,-0.0029061423729324076,-0.006389535314031925
SRSF6,18.534630249566504,18.533361101382265,0.45623940261317003,15,-0.0012691481842388441,-0.002781759262723987
HNRNPH2,18.539690313010563,18.60356005529176,0.48235315327932843,7.5,0.06386974228119513,0.132412822113777
TMEM205,18.583433083080106,18.583681050056615,0.5199102653253186,2.5,2.4796697650941724e-4,4.7694187448724286e-4
ERP29,18.476457117146346,18.44259618249744,0.43112265233319547,7.5,-0.03386093464890649,-0.0785413024939754
CACNB1,18.609051186969577,18.342494284036878,0.6057395903434447,12.5,-0.26655690293269885,-0.440051974779402
VTA1,18.59461697369103,18.550649574221445,0.38269633106221695,7.5,-0.04396739946958306,-0.11488847919588507
ACY1,18.501186060888113,18.496492256641794,0.6484302597750091,2.5,-0.004693804246318933,-0.007238718698827503
CALD1,17.71639571375048,17.628651043575424,1.1684736627631054,7.5,-0.08774467017505572,-0.0750934085818971
RANBP1,18.21494526667494,18.195322182459847,0.8271637393658587,2.5,-0.01962308421509107,-0.02372333708696541
STUB1,18.5578569288882,18.46671693913901,0.5438230228390247,12.5,-0.09113998974919113,-0.16759126760282303
METAP2,18.535507725938803,18.496924793079877,0.48786506699811777,2.5,-0.038582932858926,-0.07908525424115856
BZW1,18.44630490282523,18.420201276981803,0.7000666611265889,2.5,-0.02610362584342596,-0.03728734318160281
CTSG,18.035953985668133,17.84406976570112,1.1415276038057243,30,-0.19188421996701166,-0.1680942443505451
MAPK12,18.475049856542483,18.290393972138453,0.725683263183369,10,-0.18465588440403025,-0.2544579622713037
GCLM,18.1909119638784,18.186499015618708,0.9105622842497018,2.5,-0.004412948259691518,-0.004846399127246702
NIT1,18.48563318827807,18.463759017529902,0.5812309396176443,2.5,-0.021874170748166222,-0.03763421603563616
COQ5,18.416275585823485,18.29190501064732,0.7707265331871832,5,-0.12437057517616523,-0.16136796882008972
RNF123,18.50854239675222,18.4742643086718,0.4558845651075639,2.5,-0.03427808808041988,-0.07519027996118297
COPB2,18.30904089348432,18.31744695629284,0.9089540900929168,2.5,0.008406062808521853,0.009248060930846961
SYNM,18.11097246059635,18.08257669198289,0.9448701375377206,5,-0.028395768613460604,-0.030052562236180316
SEC23A,18.4801667792804,18.460490891050178,0.4013171492071746,5,-0.01967588823022126,-0.04902827668613745
SARS1,18.509384083555023,18.49327277940092,0.5060856552890756,7.5,-0.016111304154101447,-0.03183513301695676
GARS1,18.486059976534257,18.480596858692028,0.5114031737824527,2.5,-0.005463117842229082,-0.010682604493481407
GMFG,17.986851211921554,17.761489856708838,1.1858787694193549,27.500000000000004,-0.2253613552127156,-0.19003743133293458
ASPA,18.451350648157035,18.37516698518662,0.6212279415558899,12.5,-0.0761836629704149,-0.12263399289415397
PGM2,18.17693943761799,18.08871228058485,0.8750223794695605,12.5,-0.08822715703313833,-0.10082845776655647
KRAS,18.339205322526972,18.326879293464135,0.6151799859788428,2.5,-0.012326029062837307,-0.02003645980651461
RNF7,18.40931448545604,18.307969574419623,0.7558310806978045,17.5,-0.10134491103641707,-0.1340840746358996
RPS11,18.382706672755454,18.34853680659301,0.599522645013511,20,-0.03416986616244344,-0.05699512178005116
DDAH2,17.665689603840445,17.66368572102159,1.19623283741877,2.5,-0.002003882818854663,-0.00167516118616058
TLN2,18.135957752572406,18.1288231219201,0.6697678230743593,2.5,-0.007134630652306129,-0.01065239386920208
PTRHD1,18.3217864732527,18.258617490053123,0.8053870842416778,15,-0.06316898319957787,-0.07843307204144626
FAHD1,18.34139540445671,18.21498825380152,0.6878356193662349,7.5,-0.12640715065519004,-0.18377523218652206
MCM3AP,18.11100118904069,18.042808392988395,1.1467519461379445,15,-0.06819279605229411,-0.059466039087141084
SEPTIN11,18.09001009322419,18.074718844293198,0.7498292652532672,5,-0.015291248930992651,-0.02039297429372509
CNBP,18.1465252557637,18.140043211469052,0.8432027990825688,7.5,-0.006482044294646272,-0.007687408416692806
RTN3,17.880436778240732,17.856326352773387,0.9174522574999214,7.5,-0.02411042546734521,-0.026279760358371863
MAPK3,18.133194228020887,18.122053757428183,0.6170520468051122,5,-0.011140470592703622,-0.018054345091933863
PUF60,16.824274959155,16.678474576256804,0.6414811601759972,30,-0.14580038289819797,-0.22728708487431817
PICALM,17.79689031207152,17.773702612777974,0.971406852700321,15,-0.02318769929354403,-0.02387022412811559
COX19,18.328602213802185,18.249197156048172,0.4933219137449367,17.5,-0.07940505775401263,-0.1609599240204594
ACAT2,17.840483170853485,17.6584169530456,1.11043271554391,22.5,-0.18206621780788623,-0.16395970260900222
PDIA4,17.982999290729886,17.988876996416245,0.7351991015866864,7.5,0.005877705686359036,0.007994712824966643
FAM136A,18.386973546156113,18.32400169044474,0.43986212655193335,32.5,-0.06297185571137476,-0.14316271374625802
PRKAA1,18.258928363316606,18.126017715222684,0.8270942786305808,7.5,-0.1329106480939224,-0.16069588622228462
COA6,18.185896086593797,18.142809984384453,0.7623313915746655,2.5,-0.043086102209343835,-0.056518861331875024
RPL6,18.21663101670157,18.21208312291123,0.45256544947565464,2.5,-0.004547893790338264,-0.010049140506875822
MCU,18.277323481143625,18.221427365666607,0.6180628920244863,2.5,-0.05589611547701878,-0.09043758523332332
VPS26A,18.289880551840724,18.28795071141264,0.2909261436138009,2.5,-0.001929840428083196,-0.006633437628228501
ARPP19,18.26973072008263,18.163342942305288,0.6275561409693969,15,-0.10638777777734276,-0.16952710814526284
ARPC2,18.144177547973214,18.147249144522686,0.6586574250205399,2.5,0.0030715965494714226,0.004663420516933573
GSTM4,17.827274858749103,17.986602691936604,1.2508228558256587,30,0.15932783318750054,0.12737841529313074
OPTN,18.228083508872498,18.22459844997716,0.5793916818446623,7.5,-0.003485058895336124,-0.006015030944594205
ARF6,18.24514065560294,18.198503160896852,0.5295769641662326,30,-0.04663749470608636,-0.08806556527531849
DYNC1LI2,17.740350156063172,17.555428843993536,0.9492034104731566,32.5,-0.1849213120696369,-0.19481737004869987
TPP2,18.216483851869974,18.227751741122702,0.45357986042323795,2.5,0.01126788925272848,0.024842128665532787
HMBS,17.96481305427086,17.851803357459296,0.8659369848678901,12.5,-0.11300969681156303,-0.13050568203736457
AIMP1,18.27070085571488,18.239271002989852,0.43143200808011134,5,-0.03142985272502585,-0.07285007170629244
AHSA1,18.24853550119825,18.267288585069473,0.5009931572236603,5,0.01875308387122132,0.03743181638476812
PPM1B,18.21909401551096,18.150220717377213,0.5718737998543825,17.5,-0.06887329813374876,-0.12043443527450659
HIKESHI,18.209863035022533,18.13111546262558,0.677951498713533,7.5,-0.07874757239695285,-0.11615517119791408
QARS1,18.254273384113812,18.23168976750096,0.4721764621341373,5,-0.022583616612852353,-0.04782876408277364
LGALS3BP,17.749575321750626,17.718074067286874,1.1474236662480428,2.5,-0.03150125446375185,-0.027453899889269065
USP9X,18.261989240640975,18.241097826786426,0.4164941596479421,7.5,-0.020891413854549512,-0.050160160402270206
KCTD12,17.95108660555642,17.98851695926451,0.7993580321797954,5,0.037430353708089115,0.04682551772954488
PITHD1,17.92413669583963,17.864534658784425,0.8397192862729034,7.5,-0.05960203705520328,-0.07097852583539804
TMX4,18.261317310643292,18.182078566025012,0.5090774061055762,7.5,-0.07923874461828007,-0.1556516625329213
TGM2,18.02357656766738,18.01908421130994,0.7968966542398771,2.5,-0.004492356357438609,-0.00563731361342414
MMUT,18.16469656660677,17.99028659598954,0.6168516728073778,17.5,-0.17440997061722996,-0.2827421539175956
STMN1,17.759548850324514,17.716631643546577,0.9148707221134584,32.5,-0.0429172067779362,-0.04691067900696661
NUDT3,18.267005020781905,18.21452846309159,0.3763583120389069,10,-0.05247655769031567,-0.13943243980988732
NDUFA3,17.989868281533322,17.862795314471718,1.090634347325193,22.5,-0.1270729670616042,-0.11651289671304936
ACAD8,18.083402885535126,17.98616539887841,0.8865795086325546,7.5,-0.0972374866567165,-0.10967711943477462
