category,n,threshold,pct
Concordant,843,0.05,43.386515697375195
Discordant,523,0.05,26.917138445702523
Negligible,577,0.05,29.696345856922285
Concordant,612,0.1,31.497683993823983
Discordant,325,0.1,16.726711271230055
Negligible,1006,0.1,51.77560473494596
Concordant,274,0.2,14.101904271744724
Discordant,138,0.2,7.102418939783839
Negligible,1531,0.2,78.79567678847144
Concordant,142,0.3,7.308286155429748
Discordant,63,0.3,3.242408646423057
Negligible,1738,0.3,89.4493051981472
