uniprot_id,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi,contrast,gene,protein,description
P02144,-0.47539487958552584,-1.0083254717493038,0.057535712578252074,31.146698213604193,-1.8049820792235427,-4.723163220397428,0.07889147762785206,0.2333231325686952,-1,-0,0.29898799624994093,0,CRvH_Baseline,MB,MYG_HUMAN,Myoglobin
P06732,-0.2183117254775837,-0.704036228468889,0.26741277751372167,30.445366975476656,-0.9094442791265196,-5.863962345804879,0.36876579977095003,0.5696795803358125,-0,-0,0.804297250275678,0,CRvH_Baseline,CKM,KCRM_HUMAN,Creatine kinase M-type
P04075,0.17937056120670114,-0.019428780569441778,0.37816990298284403,29.696757974003575,1.8256825751772245,-4.688998066832024,0.07565060524270649,0.22811959444043442,1,0,0.6293495879873394,0,CRvH_Baseline,ALDOA,ALDOA_HUMAN,Fructose-bisphosphate aldolase A
P04406,0.280876364521669,0.050868608772261736,0.5108841202710762,29.607709931743376,2.4709375003235734,-3.47130244649635,0.01800503502574872,0.09940516281182193,1,1,0.32357979902100314,0,CRvH_Baseline,GAPDH,G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase
P12277,0.09923282183628679,-0.268292426070159,0.4667580697427326,29.431300467409592,0.5463327157004713,-6.121691908913726,0.5879849600571312,0.7380932001713427,0,0,0.9486664873773446,0,CRvH_Baseline,CKB,KCRB_HUMAN,Creatine kinase B-type
P07451,0.23628140849721646,-0.25368459891385825,0.7262474159082912,29.162555978805365,0.9757816482086938,-5.803511588821263,0.3352553396317658,0.5406998117581119,0,0,0.7724228322865156,0,CRvH_Baseline,CA3,CAH3_HUMAN,Carbonic anhydrase 3
Q13642,-0.4881917340847348,-0.8091571611019217,-0.16722630706754787,28.694086074071294,-3.0776640591535274,-2.094305899056618,0.003830168744431649,0.041477955162725275,-1,-1,0.06609170558695245,0,CRvH_Baseline,FHL1,FHL1_HUMAN,Four and a half LIM domains protein 1
P68133,0.3187668160139836,-0.5588782543670441,1.1964118863950113,28.054132006891813,0.7349253577342033,-6.003431889816739,0.4668316731467119,0.6535643424053966,0,0,0.7844030734854408,0,CRvH_Baseline,ACTA1,ACTS_HUMAN,"Actin, alpha skeletal muscle"
P06733,0.6315060222479669,0.03508413035175195,1.227927914144182,28.357978905617227,2.142461202968923,-4.126822340558961,0.038529555436148534,0.1529046924395186,1,0,0.1279146812824559,0,CRvH_Baseline,ENO1,ENOA_HUMAN,Alpha-enolase
P13929,-0.5227476372834445,-1.061315904442058,0.015820629875168857,27.82387557643471,-1.9639949349007615,-4.45247762381133,0.05676980084526632,0.19267326347484326,-1,-0,0.223212133828364,0,CRvH_Baseline,ENO3,ENOB_HUMAN,Beta-enolase
