pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
GOBP_ACTIN_FILAMENT_ORGANIZATION,5.7724680301200283e-8,2.3752264461559656,128,RHOC;ADD3;ACTR2;DBN1;TMOD3;LIMCH1;ACTR3;FSCN1;ARPC2;IQGAP1;ARPC1B;TPM4;CALD1;HSP90B1;CAPZB;CORO1C;GSN;PLS3;ARF1;CAPZA1;TMOD4;HCLS1;LCP1;CTTN;CAPG;SYNPO2L;CAP1;DPYSL3;CNN3;EZR;TAGLN2;CNN2;RHOG;ANG;ZYX;MARCKS;PLEC;ARF6;CAPZA2;MYL9;ARRB1;DNM2;TMOD1;DSTN;SPTAN1;S100A10;SVIL;ARFIP1;PAK2;CYFIP1;ARPC3;SPTBN1;ACTC1;RHOA;PFN1;TCAP;ACTA1;FLNA;DIAPH2;ACTN1;SNX9;MTPN;VASP;CORO7;TTN;ESAM;STMN1;ARPC4;TPM2;TPM3;ARPC5;CORO1B;TPM1,GO:BP,3.248434457017461e-11,0.525924760201994,0.851339057116899,Training_CRE,1,-66.56451612903228,-58.274193548387125,-62.4193548387097,-1.161769971448484,-1.0170765463637927,-1.0894232589061383,6.3999999999999995,Actin Filament Org.
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.4125134701805182e-6,2.361711320661242,61,NNMT;THY1;LRP1;BASP1;FBLN5;COL12A1;COL1A1;COPA;PCOLCE;TPM4;VCAN;LAMA2;CALD1;BGN;COL6A2;PPIB;COL6A3;COL3A1;CD44;COL4A2;SPARC;COL1A2;CAPG;LUM;DPYSL3;NT5E;SERPINH1;MYL9;DCN;FMOD;VIM;FLNA;LAMC1;CALU;FBLN1,Hallmark,3.2849150469314374e-8,0.5895087748389449,0.7195128263389107,Training_CRE,2,-55.274193548387125,-46.983870967741964,-51.12903225806454,-0.964716668803963,-0.8200232437192718,-0.8923699562616172,6.206631561216438,EMT
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,4.504912960445541e-5,2.3927926113721214,54,COL14A1;LRP1;CAV2;FSCN1;FBLN5;CTSG;ADAM10;COL12A1;COL1A1;COL15A1;LAMA2;PRDX4;COL6A1;GSN;COL3A1;COL4A2;LCP1;COL1A2;CAPG;LUM;AEBP1;CST3;LAMB2;SERPINH1;FMOD;ANXA2;TNXB;NID1,GO:BP,5.0702453128255944e-8,0.6178099594896268,0.7195128263389107,Training_CRE,3,-43.983870967741964,-35.6935483870968,-39.83870967741938,-0.767663366159442,-0.6229699410747506,-0.6953166536170963,5.959876814026115,"External Encapsulating
Structure Org."
HALLMARK_APICAL_JUNCTION,0.01113254638472617,1.896248493090665,52,THY1;CD276;FSCN1;ARPC2;CD34;ACTN3;VCAN;JUP;MYH10;MYH9;MYL12B;MSN;CAP1;ACTN4;CNN2;ACTB;PECAM1;ZYX;MYL9;GNAI2;VCL;ACTC1;EPB41L2;PFN1;ACTA1;ACTN1;YWHAH;VASP,Hallmark,5.17792855103543e-4,0.48947139345185614,0.47727081536286214,Training_CRE,4,-32.6935483870968,-24.403225806451637,-28.54838709677422,-0.5706100635149207,-0.42591663843022953,-0.4982633509725752,5.363120722229021,Apical Junction
HALLMARK_MYC_TARGETS_V1,0.0165759533997035,1.671264189535058,135,SYNCRIP;SRM;HNRNPD;RPL14;APEX1;SET;HSP90AB1;LDHA;PRDX4;SSB;FAM120A;TRA2B;YWHAQ;HNRNPU;ILF2;TRIM28;CANX;RUVBL2;HNRNPC;YWHAE;SNRPD2;RPLP0;HNRNPR;RPS6;KPNB1;PSMD8;HSPD1;RPL6;RPS3;PPIA;XRCC6;HNRNPA2B1;DUT;RPS10;RPS2;CCT3;HDGF;PABPC1;RPL18;SLC25A3;CTPS1,Hallmark,0.00115646186509559,0.36346470186809376,0.45505986738722953,Training_CRE,5,-21.403225806451637,-13.112903225806477,-17.258064516129053,-0.3735567608703997,-0.2288633357857085,-0.301210048328054,5.289679176366811,MYC Targets V1
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.01670831369224409,1.9731679227599808,47,ADD3;TMOD3;ARPC2;CAPZB;GSN;CAPZA1;TMOD4;HCLS1;CTTN;CAPG;ANG;ARF6;CAPZA2;TMOD1;SPTAN1;SVIL;CYFIP1;ARPC3;SPTBN1;PFN1;DIAPH2;SNX9;MTPN;VASP;CORO7;ESAM;ARPC4;ARPC5,GO:BP,7.008908997329888e-5,0.5250375680847543,0.5384340963099162,Training_CRE,6,-10.112903225806477,-1.8225806451613096,-5.967741935483893,-0.1765034582258786,-0.031810033141187306,-0.10415674568353296,5.288086434285644,"Actin Filament
Polymerization"
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.01670831369224409,2.098077562549176,19,RBMX;HNRNPM;PTBP1;HNRNPUL1;TRA2B;HNRNPU;DDX17;PUF60;HNRNPL;RBM8A;DHX9;KHDRBS1;SFPQ,GO:BP,8.231816046759556e-5,0.6929383412750394,0.5384340963099162,Training_CRE,7,1.1774193548386904,9.467741935483858,5.322580645161281,0.020549844418642573,0.16524326950333387,0.09289655696098834,5.288086434285644,"Alternative Mrna
Splicing Via
Spliceosome"
GOBP_COLLAGEN_FIBRIL_ORGANIZATION,0.01670831369224409,2.087598413623972,15,COL14A1;COL12A1;COL1A1;COL6A1;COL3A1;COL1A2;LUM;AEBP1;SERPINH1;FMOD;ANXA2;TNXB,GO:BP,9.402540063164938e-5,0.734913740135068,0.5384340963099162,Training_CRE,8,12.467741935483858,20.758064516129025,16.612903225806434,0.21760314706316375,0.36229657214785504,0.2899498596055093,5.288086434285644,Collagen Fibril Org.
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.01670831369224409,2.093200212481844,15,LRP1;FSCN1;CTSG;ADAM10;GSN;LCP1;CAPG;CST3,GO:BP,9.087374458016698e-5,0.7368857855836832,0.5384340963099162,Training_CRE,9,23.758064516129025,32.04838709677419,27.903225806451616,0.4146564497076849,0.5593498747923762,0.4870031622500307,5.288086434285644,ECM Disassembly
GOBP_LAMELLIPODIUM_ORGANIZATION,0.01670831369224409,2.110770292651728,25,ACTR2;ACTR3;ABLIM2;FSCN1;ARPC2;CAPZB;CORO1C;CD44;CTTN;HSP90AA1;SNX2;SNX1;CYFIP1;VCL,GO:BP,6.288001373446834e-5,0.6471965003417915,0.5384340963099162,Training_CRE,10,35.04838709677419,43.33870967741936,39.19354838709677,0.611709752352206,0.7564031774368973,0.6840564648945516,5.288086434285644,Lamellipodium Org.
