pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,clean_label
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.7645064601755082e-5,0.004008370508698696,0.5756102610711286,0.579409238680619,2.2185724355219416,40,THY1;CALD1;BGN;COL6A3;MYL9;CALU;LUM;LAMA2;TPM4;DCN;PPIB;FLNA;TPM2;TPM1;FBLN1;VIM;DPYSL3;COPA,Hallmark,Training_CR,EMT
GOSLIM_CILIUM_ORGANIZATION,4.659592695561265e-4,0.01844304327821786,0.49849310876659025,0.556816520743227,1.9675857696698382,29,DCTN1;ACTR2;ACTR3;DYNLT1;EHD4;SEPTIN9;USP9X;GSN;FLNA;SEPTIN2;SEPTIN7;PARVA;RAB11B,GO Slim,Training_CR,Cilium Org.
HALLMARK_APICAL_JUNCTION,4.555400527956303e-4,0.01844304327821786,0.49849310876659025,0.5075204394974734,1.9285187219993205,39,THY1;FSCN1;MYL9;ARPC2;MYL12B;MYH9;ACTB;ACTA1;FLNC;ACTN4;JUP;CNN2;YWHAH;PARVA;MSN;CAP1;ACTN1;MAPK14;ZYX;GNAI2;ACTN2;AKT2,Hallmark,Training_CR,Apical Junction
HALLMARK_OXIDATIVE_PHOSPHORYLATION,4.4273185124418514e-4,0.01844304327821786,0.49849310876659025,0.3414426382856024,1.6690734410289139,148,NDUFB1;PRDX3;BDH2;GLUD1;SLC25A3;COX5A;PMPCA;ATP5F1D;COX5B;FH;NDUFS4;NDUFV2;PDP1;TOMM70;NDUFS3;SLC25A6;HSD17B10;ECH1;NDUFA9;NDUFB5;NDUFA8;SLC25A20;ATP6V1E1;NDUFB6;IDH3B;NDUFS1;IDH3A;CYC1;PDHB;NDUFA3;CS;NDUFB7;NNT;DECR1;SLC25A12;COX7A2;NDUFB3;HSPA9;COX4I1;IDH3G;SLC25A4;LDHA;DLST;UQCR11;ATP5PD;ECHS1;NDUFA2;HADHB;UQCRQ;UQCRC2;ATP5PO;NDUFB4;IDH2;COX6C;MDH2;ATP5ME;ATP5PB;LRPPRC;NDUFA4;NDUFS2;NDUFAB1;NDUFS7;NDUFV1;SLC25A11;HADHA;SDHC;GOT2;ATP1B1;TOMM22;ATP5F1B;ETFA;ACO2;TIMM50;NDUFS8;VDAC2,Hallmark,Training_CR,OXPHOS
