pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast
BIOCARTA_INTEGRIN_PATHWAY,0.05078891996541434,1.8642544948991921,22,TLN1;CAV1;TNS1;ZYX;RHOA;ITGB1;VCL;CAPNS1;PPP1R12B;ACTN1;ACTN3;MAPK3,BioCarta,0.0017513420677729083,0.59346852643048,0.45505986738722953,Cancer_vs_Healthy
BIOCARTA_UCALPAIN_PATHWAY,0.07566862361382909,1.8109767003824648,12,TLN1;SPTAN1;RHOA;ITGB1;CAPNS1;EZR;ACTN1;ACTN3,BioCarta,0.005218525766470972,0.6753565104345323,0.25663501697244306,Cancer_vs_Healthy
BIOCARTA_MTOR_PATHWAY,0.17638575369952345,-1.6885151757503372,10,EIF4G1;EIF3A;PPP2CA,BioCarta,0.024329069475796338,-0.6053884116070306,0.14615153430494887,Cancer_vs_Healthy
BIOCARTA_NDKDYNAMIN_PATHWAY,0.17638575369952345,1.656955729666524,11,NME1;AP2A1;NME2;PICALM;CALM1;EPS15;AP2M1;EPN1,BioCarta,0.021406224271365057,0.6329524525110228,0.1259529316386221,Cancer_vs_Healthy
BIOCARTA_MAPK_PATHWAY,0.2230769230769231,-1.5161504949919575,20,MAP2K4;MAP2K6;MAPK14;MAPKAPK2;MAPK9;RPS6KA3;GRB2;MAP2K3;MAPK12;RELA;PAK2;MAPK1;PAK1;MAP2K1,BioCarta,0.046153846153846156,-0.4332859577407927,0.11260357881030983,Cancer_vs_Healthy
BIOCARTA_P38MAPK_PATHWAY,0.2230769230769231,-1.567439195782889,11,HSPB2;MAP2K4;MAP2K6;MAPK14;MAPKAPK2;GRB2,BioCarta,0.04504963094935098,-0.5452469588875047,0.10763038966489588,Cancer_vs_Healthy
BIOCARTA_ECM_PATHWAY,0.24657404108775682,1.5011015702699115,10,TLN1;GSN;RHOA;ITGB1;PFN1;MAPK3,BioCarta,0.059517871986699916,0.5893535990425888,0.0749258356507951,Cancer_vs_Healthy
BIOCARTA_KERATINOCYTE_PATHWAY,0.2810522151898734,-1.4456617379524215,13,MAP2K4;MAP2K6;PPP2CA;MAPK14;PRKCQ;MAP2K3,BioCarta,0.07753164556962025,-0.47653913450166163,0.0829663391489805,Cancer_vs_Healthy
BIOCARTA_EIF_PATHWAY,0.46265597147950094,-1.3073185132685534,15,EIF4G1;EIF2S1;EIF3A;EIF2S2;EIF5;EIF1;EIF2S3;EEF2;EIF1AX;EIF4G2;EIF4A2,BioCarta,0.14358288770053476,-0.40862578675564615,0.06059211584548777,Cancer_vs_Healthy
BIOCARTA_PPARA_PATHWAY,0.714482056502927,-1.1896309900220756,11,PRKAR2A;PRKAR1A;HSD17B4;STAT5B;ME1,BioCarta,0.24637312293204378,-0.4138231844992817,0.04408127817292084,Cancer_vs_Healthy
BIOCARTA_MET_PATHWAY,0.9140123689788334,1.0980725382996648,15,RAP1B;ITGB1;PTPN11;CRK,BioCarta,0.34669434685404027,0.3858583939578928,0.02740088960335392,Cancer_vs_Healthy
BIOCARTA_AGR_PATHWAY,0.999749184850765,0.9409697088653419,13,CTTN;ITGB1;CDC42;MAPK3,BioCarta,0.5317230273752013,0.3418920909145041,0.020550056372713784,Cancer_vs_Healthy
BIOCARTA_AT1R_PATHWAY,0.999749184850765,0.9413625936700519,12,AGT;CALM1;GNAQ,BioCarta,0.535877364644488,0.35105661833216295,0.020624619838242313,Cancer_vs_Healthy
