pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast
BIOCARTA_KERATINOCYTE_PATHWAY,0.026918862534326442,1.9855470871080032,13,MAP2K4;MAPK14;HRAS;MAP2K6;BCL2;PPP2CA;MAPK1;MAP2K3,BioCarta,8.412144541977013e-4,0.6818041488552173,0.47727081536286214,Baseline_Supplement
BIOCARTA_EIF4_PATHWAY,0.08528459927660384,1.7957410718445437,12,MAPK14;EIF4G2;PDK2;EIF4G1;EIF4A2;MAPK1;PABPC1;EIF4A1;EIF4E;AKT1,BioCarta,0.00799543118218161,0.6297941862936917,0.2234791191174785,Baseline_Supplement
BIOCARTA_MTOR_PATHWAY,0.08528459927660384,1.8268805134838986,10,EIF4G2;PDK2;EIF4G1;EIF4A2;EIF3A;PPP2CA;EIF4A1;EIF4E;AKT1,BioCarta,0.006813020439061317,0.6792259917709504,0.24169838609665498,Baseline_Supplement
BIOCARTA_COMP_PATHWAY,0.08576668077302864,-1.7102792998986187,11,C4A;CFB;C3;C1QC;C1S;C7;CFD;C1QB;C2;C1R,BioCarta,0.01608125264494287,-0.6194585031868814,0.16540638314681422,Baseline_Supplement
BIOCARTA_EIF_PATHWAY,0.08576668077302864,1.7198522914244905,15,EIF2S1;EIF4G2;EIF4G1;EIF4A2;EIF3A;EIF2S3;EIF4A1;EIF4E;EIF1;EIF1AX;EIF5;EIF6,BioCarta,0.013521234050657019,0.5637237620260596,0.171214318379654,Baseline_Supplement
BIOCARTA_MAPK_PATHWAY,0.08576668077302864,1.7089997220750683,20,MAP2K4;MAPK14;HRAS;MAP2K6;MAPK1;MAP2K2;MAPKAPK3;MAP2K3;RPS6KA3;MAPK9;MAPKAPK2;GRB2;MAPK12,BioCarta,0.011916202191043628,0.5165392386636583,0.183397180948084,Baseline_Supplement
BIOCARTA_UCALPAIN_PATHWAY,0.09144782360196131,-1.677058577338726,12,RHOA;SPTAN1;TLN1;ITGB1;ACTN3;ACTN1;CAPNS1;EZR;RAC1;ACTA1,BioCarta,0.02000421141292904,-0.5893250591095377,0.1477048969054665,Baseline_Supplement
BIOCARTA_INTEGRIN_PATHWAY,0.1719269102990033,-1.5104344650043633,22,RHOA;ZYX;VCL;TNS1;TLN1;ITGB1;ACTN3;CAV1;PPP1R12B;ACTN1;CAPNS1;MAPK3,BioCarta,0.04298172757475083,-0.4393644938838557,0.0993535227577061,Baseline_Supplement
BIOCARTA_ECM_PATHWAY,0.2435546649196501,-1.4503289545765943,10,RHOA;GSN;PFN1;TLN1;ITGB1,BioCarta,0.08372191606612972,-0.5416264879793451,0.07118874687825477,Baseline_Supplement
BIOCARTA_FMLP_PATHWAY,0.2435546649196501,1.4299041043583949,15,MAPK14;HRAS;MAP2K6;MAPK1;MAP2K2;MAP2K3,BioCarta,0.08227004380118073,0.4686861337247623,0.06793701445868107,Baseline_Supplement
BIOCARTA_NDKDYNAMIN_PATHWAY,0.2435546649196501,-1.4482824394877447,11,EPS15;CALM1;PICALM;NME1,BioCarta,0.07955988150655946,-0.5245639540922378,0.07303969431877405,Baseline_Supplement
BIOCARTA_PYK2_PATHWAY,0.33925501432664756,1.333823503310679,14,MAP2K4;MAPK14;HRAS;MAPK1;MAP2K2;MAP2K3,BioCarta,0.12722063037249284,0.4471530130049679,0.05403146826676769,Baseline_Supplement
