"contrast","n_sig","n_total","pct","ci_lo","ci_hi"
"Cancer_vs_Healthy",597,2581,23.1305695466873,21.5156404573336,24.8066727754667
"Training_CR",33,2581,1.27857419604804,0.881701809656649,1.79094560724893
