gene,logFC_CRE,t_CRE,pi_CRE,logFC_PLA,t_PLA,pi_PLA,sig_class,is_sig,quadrant,set
ALDOA,0.080271367233685,0.81142970078212,0.9335812457077954,-0.00838929238817343,-0.0729446729303827,0.9995026985438528,NS,FALSE,Discordant (CRE up / PLA down),cre_up
ACTA1,0.456733069183638,0.831017281936914,0.6683297964368258,0.823859081946971,1.28937291279237,0.2754359720725978,NS,FALSE,Concordant Up,cre_up
ACTB,0.56160951245721,1.17335108246639,0.4608344558882215,0.663428094470003,1.19224467785843,0.3926484125771822,NS,FALSE,Concordant Up,cre_up
PGK1,-0.065554079192772,-0.545740939536022,0.9660116454920578,-0.138203928976722,-0.989658167020941,0.8585939111214052,NS,FALSE,Concordant Down,cre_dn
MYL6,0.298693415643754,0.912759853167728,0.7431148405334055,0.586792552454902,1.54238745513579,0.30953870598132405,NS,FALSE,Concordant Up,cre_up
RPS27A,0.130422545556065,0.656621050037757,0.9176545540726808,-0.0565448615290052,-0.244868704873537,0.9880559032110162,NS,FALSE,Discordant (CRE up / PLA down),cre_up
TPM2,0.551781073243202,0.828501479831224,0.6157121538249438,1.01492101719684,1.31080094389748,0.19707873781492355,NS,FALSE,Concordant Up,cre_up
SOD1,-0.298681291834683,-1.96191125431225,0.4337101130844215,-0.420006161422901,-2.37303973031022,0.2146718692214399,NS,FALSE,Concordant Down,cre_dn
TPM1,0.596016122020941,0.855414145830246,0.57957646820300035,0.865143452648379,1.06803271626143,0.348519006241622,NS,FALSE,Concordant Up,cre_up
VIM,0.466122251057648,0.699433455715131,0.7176269617416748,0.823279199043046,1.06260466920841,0.3692133342167883,NS,FALSE,Concordant Up,cre_up
HSPA8,0.0832190445484322,0.713131460591783,0.9411334107254744,0.0581226328003766,0.428420417319443,0.9771624886949856,NS,FALSE,Concordant Up,cre_up
ACAT1,-0.07161061606514,-0.507371531675014,0.9659374239641176,0.0819913444197731,0.499683148870654,0.9617752820847298,NS,FALSE,Discordant (CRE down / PLA up),cre_dn
GSTM2,-0.251339610524205,-1.24690195298428,0.6865741431214554,-0.407053638884072,-1.73700480325162,0.3831002998218527,NS,FALSE,Concordant Down,cre_dn
HSP90AA1,0.165746194986294,1.17772145168276,0.7947138221032924,-0.11439319034206,-0.69916101030305,0.9218332900389792,NS,FALSE,Discordant (CRE up / PLA down),cre_up
TTN,0.683460653192572,1.13690905781587,0.4048824534737261,0.49191061624548,0.703844003901778,0.7026611561196624,NS,FALSE,Concordant Up,cre_up
PFN1,0.130792534955102,0.818170086451837,0.8930129907941471,0.0423233835089931,0.227729362329385,0.9917234506649826,NS,FALSE,Concordant Up,cre_up
TPM3,0.53075020660696,0.749098632951326,0.6628328849121057,0.526671337125162,0.63939101137907,0.7146380799629354,NS,FALSE,Concordant Up,cre_up
GLO1,-0.283879808378604,-2.11852264580144,0.4126579548980265,-0.492971021507167,-3.16444832819632,0.06618608297986164,NS,FALSE,Concordant Down,cre_dn
GSTP1,-0.122360611997028,-0.73591152616858,0.9114295548127982,-0.227622983188645,-1.17754655417748,0.7294310950112629,NS,FALSE,Concordant Down,cre_dn
GSN,0.515615042430451,1.54650659796762,0.3555009312604003,0.373168532426206,0.962740459095584,0.6721737252800268,NS,FALSE,Concordant Up,cre_up
LCP1,0.509389636246244,1.30605915866803,0.4443322174032865,0.398909814341327,0.879762560452764,0.6850125895570466,NS,FALSE,Concordant Up,cre_up
HSP90AB1,0.221016126010458,1.71636718206128,0.5990994302041499,0.0766032570477719,0.511695368065541,0.9632478804914872,NS,FALSE,Concordant Up,cre_up
NPEPPS,-0.169217781117425,-1.5428315688943,0.7129766228417984,-0.125155474181479,-0.981522774552545,0.8723218957997507,NS,FALSE,Concordant Down,cre_dn
NEB,0.529736659332997,0.704309771083638,0.6836390883159604,0.67414239099628,0.770962639065101,0.5819463162060446,NS,FALSE,Concordant Up,cre_up
UBE2N,-0.251039923947953,-2.22941708920296,0.4310476605065904,-0.144403407316677,-1.10307230926499,0.8323007812169398,NS,FALSE,Concordant Down,cre_dn
HSP90B1,0.397738761381571,1.47106036976436,0.47486285102222975,-0.0183376677381908,-0.0583384234888551,0.9991357268430948,NS,FALSE,Discordant (CRE up / PLA down),cre_up
FLNA,0.202673408237075,0.701144125674731,0.865277121416991,0.492422928761915,1.46530086601543,0.39968869264828233,NS,FALSE,Concordant Up,cre_up
ACTN1,0.538253555721777,0.769639924937131,0.6496474684187231,0.473595246200141,0.582486716762068,0.7633743279387725,NS,FALSE,Concordant Up,cre_up
HAGH,-0.100591106939575,-0.700099730995523,0.9308204768560192,-0.353481780008359,-2.11614473025022,0.3327375975413445,NS,FALSE,Concordant Down,cre_dn
GSTM3,-0.266000349324546,-1.01603133893719,0.7381326460749221,-0.44662798275456,-1.46740108836554,0.4345614783007976,NS,FALSE,Concordant Down,cre_dn
S100A10,0.381419803961371,0.837598826145352,0.7118465059680855,0.582240763431987,1.09979930170169,0.4784344374206875,NS,FALSE,Concordant Up,cre_up
ACOT2,-0.166918968748668,-1.16629507652784,0.7957906944708869,-0.133763385166684,-0.803929584292459,0.8929735740001443,NS,FALSE,Concordant Down,cre_dn
