gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
MYH11,0.7364,0.8837,0.223481,0.505947,NS
CAV1,-0.9125,0.7131,0.223492,0.563132,NS
CTSC,-1.0692,0.6083,0.223711,0.599911,NS
VAMP2,-0.5591,1.1625,0.223902,0.442632,NS
PACSIN2,-0.5075,1.2719,0.226246,0.415551,NS
USP7,0.5005,1.289,0.226424,0.415551,NS
CFL1,-0.577,1.1172,0.226669,0.448446,NS
SESN1,-0.5391,1.1945,0.227012,0.43072,NS
NAA50,-0.5572,1.1554,0.227086,0.442954,NS
ACO1,-0.4482,1.4358,0.227264,0.38845,NS
ERP29,0.5056,1.2706,0.227817,0.415551,NS
ATP1A1,0.5243,1.2219,0.228765,0.42136,NS
UQCRC2,0.5388,1.1831,0.230455,0.432942,NS
CTSZ,-0.6335,1.006,0.230499,0.473421,NS
AKR1C1,-0.8719,0.7309,0.230511,0.551599,NS
ACY1,0.5562,1.1443,0.23094,0.443518,NS
PDLIM5,0.6896,0.9124,0.234865,0.501944,NS
COL6A1,-0.9275,0.6775,0.235295,0.578983,NS
RPL8,-0.6038,1.0376,0.236342,0.464871,NS
SUOX,-0.4976,1.2575,0.236763,0.41701,NS
PMVK,0.7246,0.8635,0.236767,0.508277,NS
CAVIN4,0.6027,1.0377,0.236872,0.464871,NS
IARS2,0.4776,1.3077,0.237361,0.415551,NS
ITGB1,-0.5971,1.0436,0.238161,0.464871,NS
DMTN,-0.7737,0.8051,0.2383,0.530362,NS
OSTF1,-0.5916,1.0512,0.238841,0.464871,NS
RPL4,0.4083,1.5211,0.239334,0.382621,NS
AUH,0.6118,1.0147,0.239443,0.472441,NS
P4HB,-0.4683,1.3165,0.241812,0.415551,NS
RPL27,0.5196,1.1827,0.242911,0.432942,NS
PSMD3,0.3987,1.5411,0.243003,0.382621,NS
MAPK1,0.4124,1.4881,0.243367,0.386097,NS
STX4,-0.7429,0.8259,0.243447,0.525216,NS
TPD52L2,-0.5685,1.0778,0.243906,0.460412,NS
YAP1,-0.9418,0.6503,0.244097,0.583822,NS
MXRA7,-0.737,0.8244,0.246814,0.525216,NS
NDUFAF3,0.5333,1.1391,0.246919,0.443518,NS
ATP5PD,0.5419,1.1157,0.248551,0.448446,NS
IDH3A,0.4931,1.226,0.24856,0.420643,NS
PALLD,0.6938,0.8714,0.24856,0.506924,NS
KRT10,-0.9323,0.6425,0.251748,0.586806,NS
RPS26,-0.4098,1.4606,0.25203,0.38845,NS
MTM1,0.7325,0.8161,0.252464,0.527205,NS
RPL29,-0.8967,0.6664,0.252616,0.580269,NS
RPL35,-0.5922,1.0067,0.253393,0.473421,NS
DHRS11,0.7426,0.8004,0.25444,0.530811,NS
TRIM28,-0.7148,0.8299,0.255112,0.525216,NS
PPP1CA,0.4785,1.2318,0.257389,0.419836,NS
VCL,-0.5065,1.1581,0.259072,0.442954,NS
PSMD6,0.4214,1.3897,0.259604,0.393324,NS
ECM1,-0.55,1.0634,0.260081,0.464188,NS
FN3KRP,0.5719,1.0226,0.260105,0.467767,NS
SMYD5,-0.651,0.8928,0.262287,0.503458,NS
ARHGDIA,-0.5341,1.0876,0.262478,0.455589,NS
NAP1L4,0.3879,1.4879,0.264762,0.386097,NS
GSTM4,-0.9346,0.6173,0.264899,0.59601,NS
UQCRC1,0.49,1.17,0.267094,0.438511,NS
GSPT1,0.3968,1.4427,0.26761,0.38845,NS
TMOD4,1.0282,0.5567,0.267664,0.625847,NS
HSP90B1,-0.5856,0.9762,0.268137,0.483893,NS
MRPS36,-0.5638,1.0125,0.268638,0.473421,NS
POFUT1,0.8591,0.6631,0.269356,0.580269,NS
PHGDH,-0.862,0.6608,0.269399,0.580269,NS
SLC25A42,0.8534,0.6641,0.271203,0.580269,NS
SBDS,0.5287,1.0682,0.272408,0.463023,NS
PMM2,0.4252,1.3232,0.273799,0.415551,NS
COPS5,0.3978,1.4095,0.275,0.393324,NS
CACNA1S,-0.4564,1.2243,0.276207,0.420643,NS
CLIC2,0.7273,0.7682,0.276216,0.536669,NS
ATP2A2,0.615,0.9065,0.277014,0.501944,NS
PUDP,0.6608,0.8423,0.277626,0.518237,NS
NIF3L1,0.4361,1.2751,0.277943,0.415551,NS
CTSD,-0.5338,1.0373000000000001,0.279442,0.464871,NS
COX5A,0.51,1.0843,0.279877,0.456962,NS
SRSF7,0.5812,0.95,0.280414,0.492451,NS
PPP2CB,0.5271,1.0476,0.280414,0.464871,NS
DYNLL2,0.5071,1.0887,0.280446,0.455589,NS
PTGR2,0.5791,0.9531,0.280598,0.492451,NS
ATP2B2,-0.5688,0.9683,0.281348,0.484145,NS
HSPA1L,0.53,1.0388,0.281467,0.464871,NS
NEK9,-0.5378,1.0207,0.282537,0.467767,NS
CYBRD1,-0.7469,0.7337,0.283138,0.551385,NS
AP3B1,-0.8122,0.6732,0.283931,0.580269,NS
EYA3,0.5829,0.9378,0.283985,0.498754,NS
CKAP4,-0.806,0.6781,0.284072,0.578983,NS
GMPR2,-0.6344,0.8609,0.28437,0.50894,NS
LMAN1,0.4511,1.2072,0.285381,0.4225,NS
PTMS,-0.5299,1.0264,0.285867,0.467767,NS
ANG,0.6204,0.8762,0.286053,0.506924,NS
BIN1,0.5641,0.9636,0.286054,0.484145,NS
COA6,0.6015,0.9023,0.286574,0.501944,NS
DMD,0.5597,0.9688,0.286921,0.484145,NS
COX6C,0.5264,1.0287,0.287404,0.46689,NS
CMBL,0.623,0.8648,0.289252,0.508277,NS
CSDE1,0.5413,0.993,0.290029,0.476972,NS
NDUFS4,0.6189,0.8677,0.290386,0.508078,NS
BABAM2,0.5977,0.8977,0.290685,0.502547,NS
ARL2,0.6084,0.881,0.291085,0.505985,NS
HARS2,-0.8431,0.635,0.291488,0.588997,NS
ESAM,-0.5923,0.9039,0.291493,0.501944,NS
MT-ATP8,0.6894,0.7756,0.291948,0.534833,NS
NT5C2,0.6005,0.8885,0.292691,0.505277,NS
CUL1,0.4718,1.1304,0.292912,0.44552,NS
MSN,-0.5916,0.9011,0.293051,0.501944,NS
ESYT1,-0.5981,0.8883,0.294282,0.505277,NS
ABHD11,0.6027,0.8784,0.295506,0.506924,NS
CYCS,0.5471,0.9663,0.296063,0.484145,NS
YKT6,-0.5806,0.9083,0.296903,0.501944,NS
DLST,0.4713,1.1181,0.29723,0.448446,NS
NCLN,0.7581,0.694,0.297747,0.572221,NS
MT-ND4,0.8524,0.6165,0.29817,0.59601,NS
NRBP1,0.7398,0.7098,0.298478,0.563589,NS
TKFC,-0.4734,1.1084,0.29877,0.449225,NS
CRYAB,-0.482,1.0884,0.298799,0.455589,NS
MAPK12,-0.5724,0.9139,0.299827,0.501944,NS
PDXK,-0.494,1.0587,0.299902,0.464188,NS
SIRT3,0.643,0.8124,0.300333,0.527469,NS
SLC9A3R2,-0.9832,0.5312,0.300387,0.642393,NS
CD99,0.5161,1.0117,0.300495,0.473421,NS
CYB5R3,-0.5816,0.8977,0.300547,0.502547,NS
ARRB1,-0.7191,0.7254,0.300905,0.55687,NS
TKT,-0.8047,0.6476,0.301216,0.585534,NS
LYPLA1,0.5259,0.9893,0.301821,0.477997,NS
PFKFB1,-0.5351,0.9699,0.302712,0.484145,NS
SPARC,-0.6042,0.8579,0.303171,0.510487,NS
ACO2,0.4625,1.1206,0.303185,0.448446,NS
PITPNA,-0.54990000000000006,0.9421,0.303367,0.497108,NS
ATP5IF1,-1.0757,0.4804,0.30423,0.667345,NS
NDUFS1,0.479,1.0771,0.304847,0.460412,NS
RNF181,0.8335,0.6164,0.306364,0.59601,NS
ADH5,-0.4631,1.1032,0.308412,0.450568,NS
TLN2,-0.5281,0.9649,0.309336,0.484145,NS
GBE1,0.4199,1.2121,0.309749,0.422482,NS
TLN1,-0.56,0.9067,0.31059,0.501944,NS
MYOF,0.4123,1.2269,0.31201,0.420643,NS
MYLK,-0.5038,0.9994,0.313675,0.475182,NS
MYOT,0.7064,0.7128,0.313684,0.563132,NS
EPB41L2,-0.5674,0.8842,0.314946,0.505947,NS
ATP5F1C,0.49,1.0214,0.315847,0.467767,NS
TRAP1,0.489,1.0222,0.31634,0.467767,NS
DAP3,-0.7516,0.6639,0.316987,0.580269,NS
HLA-B,-0.4789,1.0419,0.316997,0.464871,NS
PRDX6,-0.4199,1.1837,0.318407,0.432942,NS
ECI1,0.5525,0.8939,0.320755,0.503458,NS
TUBA1C,-0.7271,0.6781,0.321306,0.578983,NS
LCP1,-0.7449,0.6595,0.322654,0.580407,NS
IDH3B,0.4178,1.1743,0.323134,0.435996,NS
AKT1,0.5617,0.8714,0.32398,0.506924,NS
PTGIS,-0.7276,0.672,0.324343,0.580269,NS
SARS2,-0.6079,0.8042,0.32444,0.530745,NS
TFRC,0.5938,0.8211,0.325423,0.525216,NS
TUBB2A,-0.6147,0.7928,0.325591,0.530811,NS
ATE1,0.8495,0.5734,0.325726,0.614588,NS
AK3,0.5303,0.9154,0.327029,0.501944,NS
VDAC1,0.4983,0.9727,0.327573,0.484145,NS
CES2,0.5603,0.864,0.327988,0.508277,NS
PEBP1,-0.3817,1.2661,0.328666,0.415551,NS
XRCC5,0.3818,1.2641,0.329158,0.415551,NS
VIM,-0.9469,0.5088,0.329742,0.650584,NS
HSPB2,0.4305,1.1191,0.329797,0.448446,NS
HSP90AA1,-0.381,1.2636,0.330021,0.415551,NS
LHPP,0.5882,0.8155,0.331347,0.527205,NS
ANXA2,-0.7737,0.616,0.33375,0.59601,NS
GCN1,0.6895,0.6874,0.335785,0.576404,NS
CAB39L,-0.5842,0.8111,0.335851,0.527469,NS
STAC3,-0.5162,0.9177,0.335997,0.501944,NS
ARPC1A,0.6001,0.7879,0.336701,0.530811,NS
PHYKPL,-0.433,1.0888,0.337686,0.455589,NS
ARF4,-0.4783,0.9815,0.339289,0.482089,NS
ACADM,0.4905,0.9554,0.339931,0.490831,NS
CCS,-0.575,0.813,0.340841,0.527469,NS
NDUFA6,0.5465,0.8523,0.342167,0.512441,NS
NIPSNAP2,0.4974,0.9332,0.343421,0.500289,NS
AIMP2,0.4642,0.9979,0.344192,0.475949,NS
PPP2CA,0.381,1.2128,0.345089,0.422482,NS
COMMD6,-0.5758,0.7996,0.346415,0.530811,NS
SLIRP,0.4496,1.0228,0.34685,0.467767,NS
ZBTB9,0.6647,0.6915,0.347013,0.573139,NS
TNNI1,0.7868,0.584,0.347127,0.608906,NS
NDRG2,0.5063,0.9069,0.347428,0.501944,NS
ANK3,0.5798,0.7914,0.347658,0.530811,NS
VASP,-0.7227,0.6316,0.349544,0.591827,NS
SCARB2,-0.3975,1.1475,0.349865,0.443518,NS
IDE,0.4592,0.9933,0.349877,0.476972,NS
SEPHS1,0.5237,0.8701,0.350251,0.507578,NS
RTCB,0.3299,1.3779,0.351116,0.39877,NS
ZYX,-0.4294,1.0582,0.351194,0.464188,NS
SYNPO2L,0.9957,0.4553,0.352141,0.681138,NS
BDH1,0.6694,0.6771,0.352187,0.578983,NS
NDUFS8,0.6282,0.7202,0.352807,0.557983,NS
SCAMP3,-0.5785,0.7809,0.353379,0.534833,NS
COQ3,0.6529,0.6916,0.353564,0.573139,NS
TXN2,0.4258,1.0588,0.354116,0.464188,NS
EPRS1,0.3926,1.1481,0.354158,0.443518,NS
CPT2,0.5014,0.8982,0.354477,0.502547,NS
RAB5B,-0.4289,1.0457,0.356068,0.464871,NS
UGDH,-0.6594,0.6796,0.356318,0.578983,NS
ATP5MG,0.5229,0.8561,0.356781,0.511806,NS
LDB3,0.4688,0.9464,0.359979,0.493894,NS
STAT5B,-0.3181,1.3926,0.360615,0.393324,NS
LGALS3,-0.6469,0.6846,0.360713,0.577118,NS
ATP5PB,0.4666,0.9471,0.361485,0.493894,NS
LAMC1,-0.739,0.5974,0.361847,0.602408,NS
MYH13,0.7955,0.5544,0.362248,0.627136,NS
NPC2,-0.5202,0.8463,0.362881,0.515275,NS
SERPINB1,0.4017,1.0882,0.365502,0.455589,NS
MCCC1,0.4657,0.9377,0.365845,0.498754,NS
CDC37,0.4002,1.0907,0.366052,0.455589,NS
SUCLG1,0.4884,0.8908,0.367208,0.504415,NS
CHMP4B,0.4095,1.0592,0.368349,0.464188,NS
ITGA7,-0.3846,1.1185,0.371401,0.448446,NS
MYH8,0.8593,0.4997,0.372063,0.656832,NS
NUP93,-0.6344,0.6765,0.372235,0.579071,NS
SLC35A4,0.5671,0.7564,0.372426,0.544586,NS
DYNC1LI1,0.3635,1.1801,0.372472,0.433332,NS
CYGB,-0.5824,0.7359,0.37273,0.550455,NS
COQ8A,0.481,0.8905,0.372924,0.504415,NS
PDZK1IP1,0.7339,0.5833,0.373171,0.609266,NS
VPS36,0.379,1.1286,0.373448,0.44552,NS
BCL2L13,0.473,0.9042,0.37353,0.501944,NS
TUBA4A,0.4873,0.8756,0.374355,0.506924,NS
SLK,0.6287,0.6752,0.376275,0.579945,NS
MAP4,-0.4062,1.0445,0.376433,0.464871,NS
C1QA,-0.7217,0.5872,0.37693,0.607329,NS
RPL11,0.4464,0.949,0.377024,0.492762,NS
PDIA3,-0.5339,0.7932,0.377128,0.530811,NS
CAB39,0.4691,0.9023,0.377358,0.501944,NS
PPP1R2,0.5003,0.846,0.377361,0.515275,NS
RPL15,0.3971,1.0651,0.37761,0.464188,NS
SNX17,0.9228,0.4576,0.378187,0.681138,NS
HINT3,0.5141,0.8191,0.379209,0.525216,NS
MFGE8,-0.8742,0.4807,0.380037,0.667345,NS
MT-ND5,0.5379,0.7783,0.381419,0.534833,NS
UBA3,0.4545,0.9207,0.381512,0.501944,NS
MOGS,0.4523,0.9242,0.381973,0.501944,NS
ELOC,0.4588,0.9107,0.382048,0.501944,NS
IGBP1,0.6217,0.6701,0.383167,0.580269,NS
PPA1,-0.3757,1.1073,0.383712,0.449225,NS
S100A11,-0.6889,0.6028,0.384346,0.600192,NS
NDUFA4,0.4624,0.8969,0.384846,0.502547,NS
ARL8A,0.4939,0.8388,0.385175,0.520822,NS
HNRNPD,-0.3475,1.1905,0.385755,0.430787,NS
GSTM1,-0.756,0.5467,0.386055,0.631088,NS
ETFDH,0.4669,0.8806,0.387977,0.505985,NS
RABGGTA,0.3962,1.0375,0.388067,0.464871,NS
ARF6,0.5181,0.7917,0.388869,0.530811,NS
THEM6,0.932,0.4401,0.388873,0.690857,NS
HDHD5,0.5425,0.753,0.390359,0.544586,NS
PDHA1,0.4525,0.9021,0.390647,0.501944,NS
AIMP1,0.4211,0.9676,0.391355,0.484145,NS
HPR,0.6562,0.6152,0.394722,0.59601,NS
SERPINA1,-0.7761,0.52,0.394856,0.645291,NS
RPS13,0.4576,0.8803,0.395554,0.505985,NS
MB,0.5415,0.7437,0.395635,0.546893,NS
PSME2,-0.43,0.936,0.395814,0.499644,NS
RRAS,-0.4882,0.8194,0.398071,0.525216,NS
DSTN,-0.4316,0.924,0.399245,0.501944,NS
DCXR,0.4899,0.8136,0.3994,0.527469,NS
HNRNPA1,-0.4313,0.9231,0.399808,0.501944,NS
ITGA1,-0.4848,0.8186,0.400985,0.525216,NS
MRPL40,0.5684,0.6961,0.402121,0.570491,NS
LZIC,0.3644,1.0846,0.402521,0.456962,NS
SNX1,-0.5713,0.6913,0.402764,0.573139,NS
CLIC6,0.6846,0.5768,0.40288,0.612004,NS
RPL32,0.6985,0.5631,0.404269,0.621817,NS
LAMTOR2,0.6151,0.6393,0.404377,0.588548,NS
FKBP3,0.4022,0.9755,0.405191,0.483893,NS
STRAP,0.3674,1.061,0.407551,0.464188,NS
HMGB1,-0.372,1.0473,0.407744,0.464871,NS
CPT1B,0.492,0.7895,0.408857,0.530811,NS
MDP1,0.4063,0.9505,0.410981,0.492451,NS
MRC2,-0.5707,0.67490000000000006,0.411957,0.579945,NS
CPNE3,-0.3164,1.2154,0.412495,0.422482,NS
SPTAN1,-0.5897,0.6509,0.413199,0.583822,NS
EEF1D,-0.3121,1.2297,0.413232,0.419836,NS
RAB8A,-0.5956,0.6431,0.413983,0.586806,NS
PTGDS,-0.6025,0.6356,0.414047,0.588997,NS
SNX12,-0.5173,0.7401,0.41416,0.547047,NS
TNNC1,0.6812,0.5608,0.414907,0.623311,NS
SLC25A46,0.7215,0.5295,0.414943,0.643461,NS
PLIN2,-0.5018,0.761,0.415061,0.541524,NS
SERBP1,0.482,0.79,0.416132,0.530811,NS
ECPAS,0.4222,0.8978,0.417778,0.502547,NS
CA14,0.4932,0.7684,0.417909,0.536669,NS
TRIM54,0.4769,0.7944,0.418024,0.530811,NS
ANXA1,-0.7589,0.499,0.41809,0.656857,NS
TUBA1B,-0.4922,0.7686,0.418492,0.536669,NS
RPS24,0.3652,1.0356,0.418595,0.465035,NS
RPS25,-0.4032,0.9376,0.41874,0.498754,NS
FUNDC2,0.4838,0.7804,0.419195,0.534833,NS
GNS,-0.6506,0.5765,0.421599,0.612004,NS
ATAD1,0.4754,0.7877,0.422219,0.530811,NS
ACSS2,-0.3595,1.0398,0.422833,0.464871,NS
DNM1L,0.407,0.9141,0.424526,0.501944,NS
MYL9,0.4997,0.7441,0.424823,0.546893,NS
TUBB6,-0.596,0.6228,0.425451,0.59601,NS
EEF1A1,-0.4287,0.8623,0.426907,0.508277,NS
ACTA1,0.6264,0.59,0.42697,0.606344,NS
RPA2,0.4036,0.9153,0.427185,0.501944,NS
INPP1,0.4088,0.9014,0.428098,0.501944,NS
STK24,-0.5963,0.6163,0.429082,0.59601,NS
C8G,0.5481,0.6693,0.429639,0.580269,NS
TPP1,-0.5092,0.7204,0.429713,0.557983,NS
PROCR,-0.5445,0.6684,0.432561,0.580269,NS
HSPH1,0.6117,0.5946,0.432775,0.60394,NS
IGHG1,-0.7524,0.4821,0.433767,0.667345,NS
FAM98B,0.4881,0.7423,0.434202,0.547047,NS
MIF,-0.4374,0.8272,0.43472,0.525216,NS
SGCD,0.42,0.8604,0.435123,0.50894,NS
IVD,0.4145,0.8719,0.435145,0.506924,NS
ETFA,0.3678,0.9821,0.435299,0.482089,NS
FUNDC1,0.8135,0.4434,0.435799,0.688278,NS
PGM1,0.4118,0.8754,0.436036,0.506924,NS
PEX19,-0.683,0.5271,0.436537,0.643461,NS
PUF60,0.5714,0.63,0.436551,0.592592,NS
UQCRH,0.4705,0.7648,0.436659,0.538113,NS
DEFA3,-0.6225,0.578,0.436692,0.612004,NS
FXYD1,-0.5084,0.7076,0.436749,0.563679,NS
GABARAPL2,0.4529,0.792,0.437839,0.530811,NS
FTH1,0.4929,0.726,0.438684,0.55687,NS
TOMM7,0.5581,0.6392,0.439795,0.588548,NS
HSDL2,0.4203,0.8477,0.440244,0.515275,NS
AP1M1,0.4499,0.7919,0.440259,0.530811,NS
KHSRP,-0.4476,0.7949,0.440805,0.530811,NS
LAMTOR1,-0.4801,0.7398,0.441379,0.547047,NS
CARNS1,0.5752,0.6159,0.442323,0.59601,NS
APOOL,0.4819,0.7349,0.442452,0.550596,NS
TMEM65,0.6273,0.5644,0.442543,0.621127,NS
HSD17B8,0.495,0.7146,0.442905,0.563132,NS
PTBP1,-0.6047,0.5843,0.443294,0.608906,NS
RNF7,0.5532,0.6382,0.443568,0.588548,NS
DDAH2,-0.5777,0.6108,0.443754,0.598628,NS
MDH1,-0.3197,1.1037,0.443772,0.450568,NS
CORO1A,0.5342,0.6587,0.444756,0.580606,NS
PLAA,0.4375,0.8033,0.44522,0.530807,NS
RRAS2,0.5789,0.607,0.445227,0.599911,NS
APOBEC2,0.6015,0.5803,0.447647,0.610049,NS
CALR,-0.3782,0.9216,0.44818,0.501944,NS
TTN,0.6968,0.4994,0.448769,0.656832,NS
DERA,-0.5137,0.6702,0.452554,0.580269,NS
CD9,-0.6154,0.5584,0.45323,0.624635,NS
STARD10,-0.606,0.5669,0.453373,0.61941,NS
ATP5MF,0.3832,0.8956,0.453742,0.502547,NS
HNRNPA0,-0.538,0.6376,0.453923,0.588548,NS
DMAC2L,0.4464,0.7657,0.455163,0.538113,NS
ADH1C,-0.6313,0.5404,0.455878,0.634725,NS
GLRX5,0.4536,0.7519,0.456023,0.544586,NS
ATP5PO,0.3769,0.9023,0.45705,0.501944,NS
MGST3,0.4334,0.7797,0.459282,0.534833,NS
RPL14,-0.5334,0.6332,0.459507,0.590888,NS
GCSH,0.466,0.7239,0.459934,0.557924,NS
NPEPPS,0.3648,0.9234,0.460432,0.501944,NS
COX6B1,0.4362,0.7714,0.460796,0.536437,NS
LRRC40,-0.4779,0.7005,0.462621,0.567687,NS
DARS2,0.4716,0.7097,0.462696,0.563589,NS
TARS1,0.4291,0.7799,0.462728,0.534833,NS
TRIP10,0.3662,0.9136,0.462883,0.501944,NS
AEBP1,0.7061,0.4725,0.463802,0.672124,NS
IGKC,-0.7258,0.4589,0.464463,0.680866,NS
TWF2,0.3577,0.9301,0.464834,0.50077,NS
ANP32A,-0.3898,0.8529,0.465069,0.512441,NS
UCHL3,0.3704,0.8962,0.465693,0.502547,NS
ACAT2,-0.536,0.6176,0.466603,0.59601,NS
YWHAZ,-0.5188,0.6364,0.467568,0.588997,NS
CACNG1,-0.6304,0.5224,0.468484,0.645291,NS
PADI2,0.3913,0.839,0.469588,0.520822,NS
MPC1,-0.7477,0.4387,0.469905,0.690857,NS
RO60,0.4954,0.6619,0.469978,0.580269,NS
CPNE1,0.3626,0.9029,0.470536,0.501944,NS
MRRF,0.618,0.5289,0.471098,0.643461,NS
NAP1L1,0.2869,1.1379,0.471603,0.443518,NS
COX5B,0.4077,0.7997,0.471974,0.530811,NS
SLMAP,-0.4203,0.7755,0.472138,0.534833,NS
BASP1,-0.6758,0.4822,0.472244,0.667345,NS
LIMS3,0.6241,0.5214,0.472694,0.645291,NS
COQ7,0.4607,0.7044,0.473695,0.565435,NS
CILP,0.6378,0.5077,0.474438,0.650843,NS
MTPN,-0.3217,1.0039,0.475373,0.473421,NS
APOO,0.4833,0.6666,0.476215,0.580269,NS
MYO18A,0.4348,0.7407,0.476418,0.547047,NS
STEAP4,0.6635,0.4845,0.477045,0.667345,NS
NTPCR,0.473,0.6792,0.477212,0.578983,NS
ACTB,-0.6656,0.4817,0.477919,0.667345,NS
RDX,0.3622,0.8829,0.478855,0.505985,NS
PXN,0.792,0.4032,0.479393,0.717595,NS
DUSP3,0.3661,0.8688,0.480739,0.507578,NS
GPS1,0.4015,0.7917,0.480971,0.530811,NS
CDNF,0.693,0.4586,0.481038,0.680866,NS
UBAC1,0.3728,0.8524,0.481103,0.512441,NS
VDAC2,0.3343,0.9504,0.481141,0.492451,NS
HINT2,-0.4677,0.678,0.481819,0.578983,NS
FKBP1A,-0.317,1.0004,0.481853,0.474986,NS
PAIP1,-0.6085,0.5198,0.482731,0.645291,NS
RPA3,0.5319,0.5926,0.483975,0.606254,NS
STOML2,0.3842,0.8191,0.484496,0.525216,NS
EIF4B,-0.4384,0.7155,0.485635,0.562733,NS
CD99L2,-0.3923,0.7976,0.486492,0.530811,NS
MYL2,0.5696,0.547,0.48797,0.631088,NS
RTN3,-0.5427,0.574,0.488032,0.614312,NS
RSU1,-0.4038,0.7701,0.488722,0.536437,NS
COX4I1,0.3655,0.85,0.488975,0.513622,NS
NOL3,0.432,0.7166,0.490297,0.562009,NS
IARS1,0.5617,0.5505,0.490628,0.62846900000000006,NS
PSMC6,-0.3079,1.004,0.490752,0.473421,NS
TBCB,0.3986,0.7747,0.491141,0.534833,NS
TIMM9,-0.5019,0.6153,0.491163,0.59601,NS
HIBCH,0.3793,0.8137,0.491314,0.527469,NS
C11orf54,0.4504,0.685,0.491429,0.577118,NS
MT-ND2,-0.4546,0.6786,0.491483,0.578983,NS
L2HGDH,0.4948,0.6233,0.491576,0.59601,NS
ECH1,0.3639,0.843,0.493379,0.518074,NS
ANXA6,-0.3359,0.9104,0.494537,0.501944,NS
TMEM205,0.382,0.7982,0.495509,0.530811,NS
NDUFB9,0.4738,0.6409,0.496978,0.587771,NS
PLTP,0.6588,0.4607,0.497196,0.680803,NS
COX6A2,0.6623,0.4573,0.49789,0.681138,NS
GHITM,0.525,0.5766,0.498044,0.612004,NS
REXO2,-0.4009,0.7548,0.498197,0.544586,NS
SLC25A13,0.4519,0.6671,0.499483,0.580269,NS
ARPC4,0.4044,0.7451,0.499677,0.546482,NS
COQ10B,0.546,0.5509,0.500294,0.628465,NS
CCDC124,0.3296,0.9125,0.500332,0.501944,NS
HTRA2,0.4477,0.669,0.501784,0.580269,NS
RCN2,0.3808,0.7858,0.502064,0.532477,NS
LXN,-0.5142,0.5818,0.502143,0.609704,NS
ACTN3,-0.7779,0.3844,0.502283,0.730055,NS
LRRC47,0.3858,0.7749,0.502347,0.534833,NS
AP1G1,-0.6199,0.4802,0.503864,0.667345,NS
EIF2S1,0.3013,0.985,0.504874,0.480102,NS
VBP1,-0.3819,0.7764,0.50528,0.534833,NS
KLHL40,0.5513,0.5365,0.506044,0.638552,NS
AFG3L2,0.4733,0.6237,0.506762,0.59601,NS
IDH3G,0.4524,0.6505,0.507814,0.583822,NS
PARP1,0.3473,0.8468,0.508027,0.515275,NS
FARSB,0.2962,0.9923,0.508308,0.476972,NS
CLIP2,0.4449,0.6593,0.508988,0.580407,NS
NME1,-0.3501,0.8374,0.509152,0.521076,NS
PKIA,-0.3367,0.8656,0.511186,0.508277,NS
TMEM38A,-0.5287,0.5509,0.51133,0.628465,NS
NGLY1,0.4961,0.5868,0.511557,0.607329,NS
GSN,-0.5212,0.5583,0.511671,0.624635,NS
DLAT,0.3655,0.7939,0.512603,0.530811,NS
LRPPRC,0.3498,0.8297,0.512622,0.525216,NS
TGM2,0.4347,0.6673,0.512798,0.580269,NS
COPS7A,0.3189,0.9093,0.512918,0.501944,NS
NDUFA7,0.5767,0.5024,0.513177,0.654516,NS
DEK,-0.3579,0.8051,0.515081,0.530362,NS
DNAJB1,0.442,0.6487,0.516716,0.584652,NS
NUDT2,0.5181,0.5531,0.516945,0.627136,NS
LANCL2,0.4728,0.606,0.517,0.599911,NS
SPCS1,-0.4215,0.6783,0.517706,0.578983,NS
NCK1,0.5666,0.5037,0.51835,0.653671,NS
CSRP1,-0.4739,0.6014,0.518796,0.600389,NS
TXNRD1,0.343,0.8306,0.518901,0.525216,NS
LIMCH1,-0.5366,0.5274,0.521214,0.643461,NS
PROS1,-0.5369,0.5242,0.523054,0.644906,NS
ACSL1,-0.3765,0.7472,0.523202,0.545511,NS
IPO7,0.3399,0.8263,0.523729,0.525216,NS
MRPS21,0.6515,0.4298,0.524829,0.696595,NS
PPP1R14B,0.4978,0.5611,0.525593,0.623311,NS
PSMD11,0.3153,0.8856,0.525754,0.505277,NS
CA3,0.4266,0.6528,0.52661500000000006,0.583675,NS
NUBP1,0.4369,0.635,0.527871,0.588997,NS
LYPLA2,0.3763,0.7363,0.528303,0.550455,NS
MPI,0.3657,0.7544,0.529776,0.544586,NS
LSS,-0.3303,0.8352,0.5298,0.522956,NS
STXBP3,0.3868,0.7131,0.529864,0.563132,NS
EHBP1L1,0.3815,0.7217,0.530517,0.557983,NS
PSMD2,0.27,1.0191,0.530742,0.468596,NS
NCL,-0.3163,0.8692,0.530906,0.507578,NS
PBXIP1,0.3349,0.8211,0.530945,0.525216,NS
STX12,-0.6166,0.4447,0.531852,0.688278,NS
NDUFS6,0.4517,0.6047,0.533133,0.599911,NS
MYL6,-0.5381,0.5073,0.533349,0.650843,NS
GNA13,-0.4509,0.6052,0.533492,0.599911,NS
EIF4G1,0.3193,0.8545,0.533581,0.512441,NS
BLVRB,-0.5067,0.5378,0.533911,0.637258,NS
SCO1,0.4518,0.6005,0.535412,0.600534,NS
COMTD1,0.6482,0.4185,0.535468,0.70533,NS
EIF5,0.3359,0.8076,0.53548,0.529458,NS
YBX1,0.3353,0.8082,0.53584,0.529458,NS
MAP1LC3B2,0.4053,0.6683,0.535927,0.580269,NS
