"facet","timepoint","med","ci_lo","ci_hi","cv_max"
"CR (pooled)","T1",34.747095478098,33.8837715017031,35.3006838442987,176.445948535665
"CR (pooled)","T2",31.5565835163639,30.7671810142967,32.1447518365998,213.489902250361
"CRE","T1",30.2849415049527,29.6270421941373,31.0849933357445,143.74555829896
"CRE","T2",35.5846122863844,34.6759050046757,36.6091938816202,213.489902250361
"PLA","T1",39.6375412791675,38.4922702451917,40.610937456334,176.445948535665
"PLA","T2",26.4565364445676,25.5830759245192,27.149377183159,211.033532544973
"Healthy","T1",24.767385150701,24.0985682319513,25.3599857192747,122.136997303782
