gene,cv_cr,cv_h,delta_cv,is_plasma,protein_class
ATP1A1,31.316469366542005,20.86241167732083,10.454057689221177,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"
RAD23B,25.111696800485028,17.565020414951686,7.546676385533342,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"
KRT2,193.54066015343648,50.106068326839036,143.43459182659745,TRUE,"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
TACO1,57.11661311322096,29.756500185617725,27.360112927603232,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
PSMB2,30.238481507407826,20.308332847237562,9.930148660170264,TRUE,"Enzymes, Essential proteins, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"
CNN1,87.36183393025422,57.42162659536352,29.9402073348907,FALSE,"Cancer-related genes, Predicted intracellular proteins"
ME1,33.01562824715427,26.60583242903629,6.409795818117978,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
NONO,52.966282874453285,27.314942706601485,25.6513401678518,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"
HINT2,57.51769449995251,18.81978367005108,38.69791082990143,TRUE,"Plasma proteins, Predicted intracellular proteins"
NDUFS7,51.642379922221316,30.527207556732233,21.115172365489084,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
PHKA1,37.18235448289082,30.018846248196322,7.1635082346945005,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
CHCHD3,44.26833785997124,19.553539999921743,24.714797860049497,FALSE,"Essential proteins, Predicted intracellular proteins"
CAVIN4,38.43298740304224,21.66266393829656,16.77032346474568,FALSE,Predicted intracellular proteins
CAB39,32.107438725051274,26.45507263665862,5.652366088392654,TRUE,"Plasma proteins, Predicted intracellular proteins"
GLRX5,49.41337456188197,51.75891693165916,-2.345542369777185,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
ACO1,51.423591098060776,14.265222277354908,37.15836882070587,TRUE,"Cancer-related genes, Citric acid cycle related proteins, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
BSG,28.237917442064674,23.80125516082343,4.436662281241244,FALSE,"Blood group antigen proteins, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
PLS3,95.86390887735327,23.495543663385625,72.36836521396765,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
GPX4,62.19868206203777,20.882074023751322,41.31660803828645,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
FHOD1,30.490644609424127,14.952450870773909,15.538193738650218,TRUE,"Plasma proteins, Predicted intracellular proteins"
MICOS13,55.26706247994579,22.57832618731426,32.68873629263153,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
PCBD1,31.719721392533824,11.979418849464937,19.740302543068886,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
FKBP2,52.71242321204445,25.858510555620946,26.853912656423503,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
PTGR2,40.57473837804817,14.118644567633384,26.456093810414785,FALSE,"Enzymes, Predicted intracellular proteins"
ISOC2,34.92443578881511,21.421183823587008,13.503251965228102,FALSE,Predicted intracellular proteins
KPNB1,37.61988621775683,15.332583348838401,22.287302868918427,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters"
NDUFS2,42.52330940183328,21.374026598157954,21.149282803675327,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
TBCA,49.598175015240926,15.36718041520625,34.23099460003468,FALSE,"Essential proteins, Predicted intracellular proteins"
NAP1L4,16.61242277312412,13.140326920397506,3.472095852726614,TRUE,"Plasma proteins, Predicted intracellular proteins"
CPT2,37.85794822571876,24.7421026916433,13.115845534075458,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
MYH4,140.7240280758686,78.18707473251267,62.53695334335593,TRUE,"Plasma proteins, Predicted intracellular proteins"
CCT6A,39.711104711033116,10.701061725221868,29.010042985811246,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
MAP2K3,38.75394762413851,17.028419483040924,21.725528141097588,FALSE,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"
TOLLIP,25.98192845826616,15.409764212479896,10.572164245786265,TRUE,"Plasma proteins, Predicted intracellular proteins"
APOOL,52.661738749362755,15.26111887302379,37.400619876338965,FALSE,Predicted membrane proteins
CACNB3,19.633818012105685,16.70262342445738,2.9311945876483065,FALSE,"Essential proteins, FDA approved drug targets, Predicted intracellular proteins, Transporters"
PSMB4,34.313365064675935,13.832349565427164,20.48101549924877,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
ITGB1,91.83149357525,12.574703927447239,79.25678964780275,TRUE,"Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
KLHL40,60.36150168191002,25.140981612751105,35.220520069158916,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
CAND2,31.614596430270836,24.879897559265842,6.734698871004994,FALSE,Predicted intracellular proteins
PPP1CB,27.503683491431545,11.298185523047056,16.20549796838449,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
RIDA,28.67292255740364,15.018070958650616,13.654851598753025,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins"
MTHFD1,33.631187352467585,18.98079067832788,14.650396674139703,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
NDUFB9,53.81553898718923,28.99542792105313,24.8201110661361,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
HSPA4,21.12953154394673,13.226801579795827,7.902729964150902,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"
ADPRH,65.54272945014709,30.660981435004253,34.88174801514284,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
RDX,26.06127331042305,12.175547519670685,13.885725790752366,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
IMPA1,31.081795281618625,18.299544708197708,12.782250573420917,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
EIF3K,38.872837242552144,27.055298400709237,11.817538841842907,FALSE,Predicted intracellular proteins
PSMB5,34.8671189507672,12.976673880564476,21.890445070202723,TRUE,"Enzymes, Essential proteins, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"
STBD1,46.05448907163861,23.88393399754564,22.170555074092974,TRUE,"Plasma proteins, Predicted intracellular proteins, Transporters"
COL6A2,108.31190865424334,35.61680926497236,72.69509938927098,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
NOL3,33.54850601610856,22.736084100029952,10.812421916078609,FALSE,"Disease related genes, Predicted intracellular proteins"
GSTK1,48.40464369318951,30.15565580248166,18.248987890707852,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
RPS20,49.62018921703435,36.44341217969605,13.176777037338304,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
LANCL1,24.01871896867818,24.93074113273465,-0.9120221640564701,FALSE,"Enzymes, Predicted intracellular proteins"
MT-CO1,51.352471058381866,35.23193330820354,16.12053775017833,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"
MYH13,88.41174223332922,82.06185493001448,6.349887303314745,TRUE,"Plasma proteins, Predicted intracellular proteins"
AKR1C2,96.63260843300995,75.2718234615628,21.360784971447146,FALSE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
FARSB,19.466204738960954,12.768598429680303,6.697606309280651,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
PLEC,28.885636930735515,26.766309750051448,2.119327180684067,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
MTCH2,27.552876795842913,21.850615630343253,5.70226116549966,FALSE,"Predicted membrane proteins, Transporters"
SAR1B,44.98742883205408,44.987106090501335,3.2274155274336636e-4,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
SAMM50,58.38566660258346,23.99281730672419,34.39284929585927,FALSE,"Essential proteins, Predicted intracellular proteins, Transporters"
GNPDA1,24.023088854271197,22.269350914395304,1.7537379398758937,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
RPS9,27.395626160524287,13.23334933726213,14.162276823262157,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
TMEM11,37.0017040127213,25.722311232256683,11.279392780464615,FALSE,Predicted membrane proteins
LYPLA1,37.22580182449543,22.74691026742075,14.478891557074679,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
PDLIM7,31.81993774621204,37.51636469245345,-5.696426946241409,FALSE,Predicted intracellular proteins
C11orf54,40.69878409639465,25.938368357508658,14.760415738885989,FALSE,Predicted intracellular proteins
RPS15A,31.60062722653961,25.621134278021117,5.9794929485184944,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Ribosomal proteins"
CUTC,37.642910680873314,27.82705338147229,9.815857299401024,FALSE,"Predicted intracellular proteins, Transporters"
MYOZ2,87.86916633428709,46.46980211545357,41.39936421883352,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
ATL3,72.31624511680471,1.2328358642959214,71.08340925250879,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
PPP1CA,28.117836678428215,16.726417255729224,11.391419422698991,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
XIRP1,48.87605449971068,39.39719825956385,9.478856240146833,FALSE,Predicted intracellular proteins
TMA7,53.77432889373228,68.14017315409416,-14.365844260361875,FALSE,Predicted intracellular proteins
BGN,134.12519864722444,59.609620447037905,74.51557820018652,FALSE,"Disease related genes, Human disease related genes, Predicted secreted proteins"
MPC2,42.488843258084366,23.322397938053097,19.16644532003127,FALSE,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
CCT4,24.943211892665236,8.853611868007814,16.089600024657422,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
PSMB6,33.48514514774508,19.047231014306103,14.437914133438976,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
CUL5,35.65434590035146,16.584034683015634,19.070311217335824,FALSE,"Cancer-related genes, Predicted intracellular proteins"
SBDS,37.07446081853151,14.482631591757366,22.591829226774145,TRUE,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
BAG3,28.19468494899472,23.666316524158493,4.528368424836227,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
ATP1B1,41.76218475697634,23.626367821626644,18.135816935349695,FALSE,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
CLIC5,36.31673854499135,13.891591637003076,22.425146907988278,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"
RPS3A,19.711954479755974,21.9974694786967,-2.2855149989407266,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
EIF4G1,26.830110102133897,17.03801685006398,9.792093252069918,TRUE,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
VAPA,30.719805493414253,21.904878886459194,8.814926606955058,TRUE,"Plasma proteins, Predicted membrane proteins, Transporters"
GCSH,37.18975205824037,25.729801897053477,11.459950161186896,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
EPB41,90.32850843407094,57.503860318885025,32.824648115185916,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
MAP2K6,31.285283755016714,18.511186518072044,12.77409723694467,FALSE,"Enzymes, Predicted intracellular proteins"
GDI1,23.20817890017766,11.882401674971318,11.325777225206343,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
NAXD,31.223360164698764,22.036714809342246,9.186645355356518,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"
SNTB2,31.11016722509984,31.300064750479358,-0.18989752537951787,TRUE,"Plasma proteins, Predicted intracellular proteins"
COQ6,47.69878017569856,19.299946527512912,28.398833648185647,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
RPS12,29.033210413637644,10.835145174031055,18.19806523960659,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
DHRS7C,43.371901543013635,15.713976827549136,27.6579247154645,FALSE,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins"
CMPK1,72.40282766612954,27.072345156665673,45.33048250946386,TRUE,"Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
RSU1,73.23220646462094,37.42171281370247,35.810493650918474,TRUE,"Plasma proteins, Predicted intracellular proteins"
RPL10A,44.68333412554717,20.226546826553925,24.456787298993245,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
CAPN2,27.975770533317583,12.053279184925549,15.922491348392034,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins"
PAFAH1B2,60.42885485560927,35.392648894572766,25.036205961036508,FALSE,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"
YBX1,27.899260900855694,20.324781307936373,7.574479592919321,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Transcription factors"
TSN,36.021957858457434,16.82236324253997,19.199594615917462,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
CAPZB,52.76614713494162,18.747785686757656,34.01836144818397,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
ATOX1,41.86101143280091,41.49145092278742,0.36956051001348555,FALSE,Predicted intracellular proteins
MYLK2,54.527834779499706,34.24648564705365,20.281349132446053,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
NDUFB6,63.70518268149093,28.124263390258804,35.58091929123213,FALSE,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
SEPTIN7,69.5170350697845,12.618057349941497,56.898977719843,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
NPM1,42.6422722629952,20.052435243188718,22.58983701980648,FALSE,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins"
PHGDH,108.94236444342378,89.72311776313286,19.219246680290922,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
BLMH,30.57319491206204,12.824609087717292,17.748585824344747,TRUE,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"
SYNPO2,47.29482179145267,46.23942213885481,1.0553996525978562,FALSE,Predicted intracellular proteins
ACOT9,19.49026826470115,22.6875871576585,-3.197318892957348,FALSE,"Metabolic proteins, Predicted intracellular proteins"
UQCR11,44.77787580807006,59.43472542067221,-14.656849612602151,FALSE,"Essential proteins, Metabolic proteins, Predicted membrane proteins"
TPD52L2,76.36958582245461,21.605433112457906,54.76415270999671,TRUE,"Plasma proteins, Predicted intracellular proteins"
UCHL3,27.41936612651919,25.325059495608066,2.094306630911124,FALSE,"Enzymes, Predicted intracellular proteins"
ACADSB,47.62369362995949,31.73921338576664,15.88448024419285,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
RPS5,46.46242387976922,46.678014006312516,-0.21559012654329734,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
DYNC1H1,33.992919980594586,12.325135273860583,21.667784706734004,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
HNRNPD,48.48265303153767,24.045785153661193,24.43686787787648,TRUE,"Plasma proteins, Predicted intracellular proteins"
CHCHD2,18.06086109012564,30.59792563270436,-12.537064542578719,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins"
HSPB3,31.84498206644275,36.3651575900058,-4.520175523563051,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
ALDH3A2,45.59342233424002,29.921478111219006,15.671944223021011,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
CAND1,56.987979538259836,17.932427818265722,39.055551719994114,TRUE,"Plasma proteins, Predicted intracellular proteins"
NDUFS5,52.724736850218044,35.84439038000667,16.88034647021137,FALSE,"Essential proteins, Metabolic proteins, Predicted intracellular proteins"
MAPRE2,39.591763156274226,21.199495358980304,18.392267797293922,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
NIPSNAP3A,45.0801750812716,48.577005781370225,-3.496830700098627,FALSE,Predicted intracellular proteins
CACNA1S,21.201323585175043,21.826248440234718,-0.6249248550596747,FALSE,"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"
HSD17B10,28.750330320698886,13.545379840913153,15.204950479785733,TRUE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
NACA,27.33619363079674,14.984364615555304,12.351829015241435,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
NDUFC2,35.13231971586065,26.215617792291958,8.916701923568695,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
PPIF,69.70150526924652,24.052095342365813,45.64940992688071,TRUE,"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters"
PPP1R7,24.968595454849694,13.050239654071714,11.91835580077798,FALSE,"Essential proteins, Predicted intracellular proteins"
PIN1,30.949293753485975,19.994025467809333,10.955268285676642,FALSE,"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"
CDH13,32.08038014873969,17.818015817437963,14.262364331301729,TRUE,"Plasma proteins, Predicted intracellular proteins"
GOSR2,42.458873099796904,41.789887862231154,0.6689852375657495,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"
CAST,50.136905976584444,20.666358116447864,29.47054786013658,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
NARS1,16.100964653533264,21.92332734921252,-5.8223626956792565,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
YWHAQ,59.51813455461584,11.505014892748497,48.01311966186734,TRUE,"Plasma proteins, Predicted intracellular proteins, Transporters"
ALPK3,42.044677393594135,38.5306282901945,3.5140491033996355,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"
ERP44,41.34242855833292,21.387020766345994,19.955407791986925,TRUE,"Plasma proteins, Predicted intracellular proteins"
NDUFB11,44.465381455563744,26.40925661012113,18.056124845442614,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
IQGAP1,82.81175134000178,22.969323060649867,59.84242827935191,TRUE,"Plasma proteins, Predicted intracellular proteins"
KPNA4,17.187341952468678,12.961889573937452,4.225452378531227,FALSE,"Predicted intracellular proteins, Transporters"
RPS6KA3,30.739175026161163,11.24788851468231,19.491286511478854,FALSE,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
TXN2,31.162563388162575,29.216608069030237,1.945955319132338,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
ASAH1,111.0003197127433,11.860506134507563,99.13981357823575,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
EIF3J,23.559915679617085,14.24181472617034,9.318100953446745,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
MT-ND1,52.11083917959684,61.15946889007954,-9.0486297104827,FALSE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins"
ALDH1L1,35.42162177425336,45.76553259106283,-10.343910816809469,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
IDH3G,43.02806694864026,31.397838641135696,11.630228307504563,TRUE,"Citric acid cycle related proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
CALU,51.458516431955694,11.090267411121916,40.36824902083378,TRUE,"Plasma proteins, Predicted intracellular proteins"
TMOD4,84.16774917985003,21.042981401758137,63.12476777809189,FALSE,Predicted intracellular proteins
BZW2,42.93952324288799,23.420222438575703,19.519300804312284,FALSE,Predicted intracellular proteins
OXSR1,31.58959260616461,16.939320378231994,14.650272227932618,FALSE,"Enzymes, Predicted intracellular proteins"
TPP1,77.28083056534221,27.75013178305505,49.53069878228716,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
JSRP1,31.493738506564483,29.131389609772036,2.3623488967924473,FALSE,Predicted intracellular proteins
PHKG1,38.45502564380712,31.08803583830126,7.36698980550586,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
COX7A2,35.171705170626446,28.008908978756146,7.162796191870299,FALSE,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
MT-ND5,48.48585561017231,27.313012455786893,21.172843154385415,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"
MAPK1,31.47903937751984,15.475005065068496,16.004034312451346,TRUE,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"
SPR,34.470644437187566,25.71657323681899,8.754071200368575,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
TOMM70,51.992529444326266,26.065210930783085,25.92731851354318,FALSE,Predicted membrane proteins
PUDP,51.06460979916406,32.632649404698164,18.431960394465897,FALSE,"Enzymes, Predicted intracellular proteins"
FBLN1,89.80537190838925,34.07982367099248,55.725548237396765,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
PGRMC2,43.302809344076906,18.135721004528175,25.16708833954873,FALSE,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"
NDUFA12,60.60181209426102,29.17258111367871,31.42923098058231,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
SETD7,24.610135995841247,23.249381156307496,1.360754839533751,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
PGM5,39.83942004225955,37.12738753753895,2.7120325047205966,FALSE,Predicted intracellular proteins
CAPZA2,33.27363256013176,23.847649429320334,9.425983130811424,TRUE,"Plasma proteins, Predicted intracellular proteins"
COQ7,43.28329737303039,14.685750833531566,28.59754653949883,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
EIF5,18.412829635358733,34.745214520212805,-16.332384884854072,FALSE,"Essential proteins, Predicted intracellular proteins"
SNCG,148.39409453133527,64.17769728902555,84.21639724230972,FALSE,"Predicted intracellular proteins, Transporters"
HNRNPL,64.27551359435671,27.958759682819824,36.316753911536885,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
TPPP3,72.54307381863376,66.41459121353145,6.128482605102306,FALSE,Predicted intracellular proteins
PSMD8,35.035294631175546,22.95978034549434,12.075514285681205,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
GSTZ1,48.49357345513135,32.428923206365354,16.064650248765993,FALSE,"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
MYH14,30.822728895597184,20.92258457169834,9.900144323898843,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
SPTBN1,100.60724413845475,30.062481092913973,70.54476304554078,TRUE,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
MAOA,74.88715490389419,26.881311257842604,48.00584364605158,FALSE,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
DARS1,24.600001023493316,13.501222720673024,11.098778302820293,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
RAB2A,33.46645940172845,12.594613644594647,20.871845757133805,FALSE,"Enzymes, Predicted intracellular proteins"
PPP2R2A,26.651691838561074,22.2389720817444,4.412719756816674,FALSE,Predicted intracellular proteins
DIABLO,35.18935987706136,13.449595751829571,21.739764125231787,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
COQ3,73.8220730284753,40.02991328563247,33.792159742842834,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
SCRN2,28.2527656995385,41.23837958074527,-12.985613881206767,FALSE,"Enzymes, Predicted intracellular proteins"
UNC45B,33.39694860609527,23.64194219219183,9.755006413903441,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
ACTR1A,28.10165562356339,13.715387864514703,14.386267759048685,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
PKIA,12.928719866692493,26.269239373803575,-13.340519507111082,FALSE,Predicted intracellular proteins
PTGR1,31.924941013543627,42.27144557653614,-10.34650456299251,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
STRAP,23.530392344919264,15.275921236681977,8.254471108237286,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
ALDH1B1,69.40106153396319,42.48099835322331,26.920063180739874,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
PABPC1,13.584621537948118,17.340404318099008,-3.7557827801508896,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
GCLC,70.90005403696912,26.438904359088806,44.461149677880314,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
