gene,cv_cr,cv_h,delta_cv,is_plasma,protein_class
ALDH7A1,43.91819755030447,27.070688605422326,16.847508944882144,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
PSMD11,27.016687170243376,9.834182621802325,17.182504548441052,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
DNM1L,29.69851014544111,31.074751765049633,-1.3762416196085248,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
HSD17B8,55.25240727699988,27.49028655873358,27.762120718266303,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
SORBS1,112.2155395230971,25.628956373731913,86.5865831493652,FALSE,Predicted intracellular proteins
PDAP1,38.40706535307493,18.79655167606954,19.610513677005386,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
HNRNPA3,71.64560875162437,34.616205908342,37.02940284328236,TRUE,"Plasma proteins, Predicted intracellular proteins"
H1-0,37.22117581040146,61.411892794382595,-24.190716983981133,TRUE,"Plasma proteins, Predicted intracellular proteins"
PARVA,74.45645687205965,19.04157278651203,55.41488408554761,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
LACTB,45.21283110322998,23.856757375666156,21.356073727563825,FALSE,"Enzymes, Essential proteins, Predicted intracellular proteins"
JPH1,46.58757911319194,51.462008814518256,-4.874429701326314,FALSE,"Human disease related genes, Predicted membrane proteins, Transporters"
RPS13,30.45686821264475,13.738575784300162,16.71829242834459,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
RPL31,65.9883445838141,32.54685622021584,33.44148836359826,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
NSF,36.031599809405414,29.440449744521064,6.591150064884349,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"
PRMT5,24.287563822652285,12.859712289122166,11.427851533530118,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
TOM1,36.884653366420665,12.945147993805103,23.939505372615564,FALSE,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"
SELENOW,33.810671704130215,31.692636536955675,2.11803516717454,FALSE,Predicted intracellular proteins
COPS5,18.774845140939,10.810237762950589,7.964607377988411,FALSE,"Enzymes, Essential proteins, Predicted intracellular proteins"
DAG1,30.39797808724713,28.65490766372105,1.7430704235260777,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"
SRP9,29.909996704732787,21.997713430056148,7.912283274676639,FALSE,"Essential proteins, Predicted intracellular proteins, Transporters"
PREB,31.829134760140608,27.493648338932903,4.335486421207705,FALSE,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
DCTN2,41.95024699732419,12.818808294525052,29.13143870279914,FALSE,"Essential proteins, Predicted intracellular proteins"
PSMD4,20.683900692493356,9.989695433718428,10.694205258774929,FALSE,"Cancer-related genes, Essential proteins, Predicted intracellular proteins"
LONP1,29.77821903948992,13.948214010718141,15.830005028771778,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins"
FUS,26.30019626013631,28.741617376215107,-2.4414211160787964,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
CNN3,108.94721405860832,19.71509383035631,89.23212022825201,TRUE,"Plasma proteins, Predicted intracellular proteins"
COBL,19.151903250943928,12.330155295529844,6.821747955414084,FALSE,Predicted intracellular proteins
RTCB,16.993476957064495,14.544149493847575,2.4493274632169193,FALSE,"Enzymes, Essential proteins, Predicted intracellular proteins"
SEPTIN9,87.21559908947947,24.242486059764264,62.97311302971521,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
RPL38,41.95037221282315,35.408262421644174,6.542109791178973,FALSE,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins"
EIF2S1,24.31277469578189,12.30458027342573,12.00819442235616,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
SLC25A20,31.158807282119007,23.315772022884122,7.843035259234885,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"
COPS7A,24.437633954174757,14.43619947669097,10.001434477483787,FALSE,Predicted intracellular proteins
ELOC,30.438419531507027,18.035505796877455,12.402913734629571,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
DBT,39.67009165269435,33.35593234425887,6.314159308435485,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
BDH1,78.18979635194474,30.71039087841248,47.47940547353225,FALSE,"Candidate cardiovascular disease genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"
PAFAH1B1,27.05733788446028,8.833370212981986,18.223967671478295,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
SLC25A42,29.953912339429756,47.884047543200126,-17.93013520377037,FALSE,"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"
SAMHD1,78.28659493985026,35.15251874402207,43.13407619582819,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
NEK7,38.336311139387476,22.890719225966745,15.445591913420731,FALSE,"Enzymes, Predicted intracellular proteins, Transporters"
MRPS36,26.196107207343918,22.575700384900582,3.6204068224433357,FALSE,Predicted intracellular proteins
ERI3,29.438550127301077,16.054334154972715,13.384215972328363,FALSE,Predicted intracellular proteins
UBE2M,33.86766454911992,14.991087679972711,18.87657686914721,FALSE,"Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins"
RPL8,68.46831219815591,51.47383758854834,16.994474609607572,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
NDUFS4,47.88279906530786,28.441910228665634,19.440888836642223,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
RPS17,39.26810680820375,24.441626192180923,14.826480616022824,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins"
TMED10,40.20734931060366,14.271224376859305,25.936124933744356,FALSE,"Essential proteins, Predicted membrane proteins, Transporters"
SMYD2,19.325253669922287,29.59588575016513,-10.270632080242844,FALSE,"Enzymes, Predicted intracellular proteins"
VPS4A,32.903453835158444,20.058434643458593,12.845019191699851,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"
SGCA,32.01153991594805,27.54843713889283,4.463102777055219,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"
PRKAA2,19.6298710378981,9.719801400339714,9.910069637558385,FALSE,"Enzymes, FDA approved drug targets, Predicted membrane proteins, Transporters"
DNPEP,22.41128864271729,16.34160813079394,6.069680511923352,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
PLPBP,37.96404906178094,30.04740095832559,7.916648103455351,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
RPL13,67.84690102067455,17.725424060258106,50.121476960416445,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
RALA,56.48098172463564,21.31746097476299,35.163520749872646,FALSE,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"
KIF5B,39.34420836774372,7.06079975890294,32.28340860884078,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters"
PSMD1,35.06509717427555,14.95359412193626,20.11150305233929,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
DIAPH2,62.62641677869117,29.944732963277726,32.68168381541345,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
PFDN1,28.411753616656338,23.704859846780074,4.706893769876263,FALSE,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins"
SCCPDH,30.96929382627928,22.75619658297759,8.21309724330169,FALSE,"Metabolic proteins, Predicted membrane proteins"
SLMAP,36.15669014963231,25.497090431529866,10.659599718102445,FALSE,"Predicted intracellular proteins, Predicted membrane proteins"
GCDH,43.39449722928022,25.13206675356544,18.26243047571478,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
MGLL,107.48769096823783,18.486156516421673,89.00153445181616,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
SCRN3,45.35798268967395,28.773392443519345,16.584590246154608,FALSE,"Enzymes, Predicted intracellular proteins"
MECR,57.0409955939527,24.205240908495583,32.83575468545712,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
TRAP1,40.618326285884784,21.206826395693117,19.411499890191667,TRUE,"Plasma proteins, Predicted intracellular proteins"
DENR,33.81369101099709,18.42339326057433,15.39029775042276,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
ENDOD1,30.42616366594441,15.26648907924963,15.15967458669478,TRUE,"Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"
COQ10B,84.29026003203816,46.80000852881317,37.49025150322499,FALSE,Predicted intracellular proteins
SEPTIN2,58.68005819965462,17.637807268860737,41.042250930793884,TRUE,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"
UBE2K,27.604024997042497,14.231487595793658,13.37253740124884,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
EPRS1,18.59263720005614,7.916493146945405,10.676144053110733,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
GPS1,33.26672504426804,19.385489688594433,13.88123535567361,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
PANK4,33.084161120866554,11.57642125092382,21.507739869942732,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
TRDN,59.43815364580446,33.302389289583736,26.135764356220726,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
NAPRT,33.48468723327762,43.09331116592631,-9.60862393264869,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
SULT1A1,92.90793298848908,40.17538590823049,52.73254708025859,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
RPS21,22.104625798770893,13.465746060739479,8.638879738031415,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
ERAP1,40.01916590072064,41.33024861215007,-1.3110827114294352,TRUE,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
ERGIC1,30.492608626047325,19.529478555731295,10.96313007031603,FALSE,"Disease related genes, Human disease related genes, Predicted membrane proteins"
RPS15,89.90718068039061,82.02905355081404,7.878127129576569,FALSE,"Cancer-related genes, Essential proteins, Predicted intracellular proteins, Ribosomal proteins"
PLIN2,39.919470082982066,69.05810869958756,-29.138638616605498,TRUE,"Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
EFEMP1,95.23629747952343,28.149167944645058,67.08712953487837,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
IVD,32.6340786632344,37.25902730333309,-4.624948640098694,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
SLC1A4,46.19850717702416,44.47878369924573,1.7197234777784303,TRUE,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"
SYNCRIP,39.89360384422926,28.110281798947177,11.783322045282084,TRUE,"Plasma proteins, Predicted intracellular proteins"
RPS8,17.31125701180538,22.507018495369508,-5.195761483564127,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
SPRYD4,52.97253000839888,28.653141778981407,24.31938822941747,FALSE,"Essential proteins, Predicted intracellular proteins"
MT-ATP8,104.51991843023943,41.238299086020255,63.28161934421917,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"
OCIAD1,30.555471038240206,24.929423183592746,5.62604785464746,FALSE,"Predicted intracellular proteins, Predicted membrane proteins"
TNS1,96.71074506014153,22.41985473890197,74.29089032123956,TRUE,"Plasma proteins, Predicted intracellular proteins"
EIF3A,18.614202791337913,16.286285790884758,2.327917000453155,FALSE,"Essential proteins, Predicted intracellular proteins"
PURA,46.614983968305815,22.480050000618686,24.13493396768713,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"
SUCLG2,40.18295090118804,30.211925498999538,9.971025402188506,TRUE,"Citric acid cycle related proteins, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
DDOST,34.60537907262848,21.059464296395667,13.545914776232813,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
VARS1,28.80893692833798,10.457500952606152,18.35143597573183,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
RPL27,24.22363592413055,22.845868438660098,1.3777674854704536,FALSE,"Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins"
ITGA7,54.37974826548619,17.99860684407574,36.38114142141045,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"
NPLOC4,36.31212141675842,20.65304333836569,15.659078078392731,FALSE,"Essential proteins, Predicted intracellular proteins, Transporters"
FECH,45.76331686998211,22.378763239828455,23.384553630153658,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
NIBAN1,25.251753485749816,46.786486551022875,-21.53473306527306,FALSE,"Cancer-related genes, Predicted intracellular proteins"
ISOC1,35.91887055320671,27.781241351790687,8.137629201416022,FALSE,Predicted intracellular proteins
ABHD10,34.364800811412024,22.3995680036649,11.965232807747125,FALSE,"Enzymes, Predicted intracellular proteins"
NDUFA11,29.41882950206811,23.09343107134098,6.32539843072713,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
TRIM54,26.65554545320396,13.763394725882772,12.892150727321187,FALSE,Predicted intracellular proteins
SNRPD3,27.436392961297734,17.91953390885319,9.516859052444545,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
ME2,31.242811373950225,40.50007144540776,-9.257260071457537,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
PSMC4,26.835007312138863,21.631047396400604,5.20395991573826,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
RTCA,29.92467358673865,12.36377525026033,17.560898336478317,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
NDUFB5,52.80660466696128,31.761269045250206,21.04533562171107,FALSE,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
ERLIN2,27.004914889912445,18.225376873284276,8.77953801662817,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"
LYPLA2,35.570672065026294,8.078184267570098,27.492487797456196,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
RPL7A,27.255678431579817,15.846240199857517,11.4094382317223,TRUE,"Disease related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
UBE2I,37.82775586992316,28.579191593966208,9.248564275956952,TRUE,"Cancer-related genes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters"
NRAP,60.300077656202774,34.03486929369329,26.265208362509483,TRUE,"Plasma proteins, Predicted intracellular proteins"
PSMC5,18.266421796256015,15.703033387944505,2.5633884083115106,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
PRKAG1,44.64720913965651,14.909352383570953,29.737856756085556,FALSE,"FDA approved drug targets, Predicted intracellular proteins"
XRCC6,30.938974866179827,14.850087797524141,16.088887068655687,TRUE,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
PAICS,31.101311856054455,17.001595919903412,14.099715936151043,TRUE,"Disease related genes, Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
SLC16A1,46.190876098401894,26.797409368147605,19.39346673025429,FALSE,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"
CPPED1,43.03878374777566,41.14210865653933,1.8966750912363324,FALSE,"Enzymes, Predicted intracellular proteins"
RPN2,22.515287911163316,14.984734443610328,7.530553467552988,TRUE,"Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
CYB5B,42.42211523553821,17.74943597964162,24.672679255896586,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
CAMK2A,38.9256365767202,39.59768640246067,-0.6720498257404657,TRUE,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
SGTA,27.346273996194732,21.523170976893198,5.823103019301534,FALSE,Predicted intracellular proteins
IAH1,33.0125454526431,32.62175796506423,0.3907874875788693,FALSE,Predicted intracellular proteins
UBAC1,30.922841867318624,16.159951706336663,14.76289016098196,FALSE,Predicted intracellular proteins
TMCO1,49.350769765770906,37.18039402048751,12.170375745283394,FALSE,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"
SUOX,35.70497729128825,19.22888261074871,16.476094680539543,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
HSPB8,25.85048130434392,40.09410622605479,-14.243624921710872,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
MCEE,61.94191555119068,44.620491190501056,17.321424360689626,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
SIRT3,43.43358764212198,27.81318713101615,15.620400511105828,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
XPNPEP1,27.599117417068904,24.765040704767173,2.83407671230173,FALSE,"Enzymes, Predicted intracellular proteins"
SRSF1,33.410687364667766,21.078755530268506,12.33193183439926,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins"
SHMT1,44.96263119218338,30.16248212247606,14.80014906970732,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
SRSF6,35.98517631108853,23.406985381809992,12.578190929278538,FALSE,"Essential proteins, Predicted intracellular proteins"
TMEM205,40.150892954404284,23.245220285714076,16.905672668690208,FALSE,"Predicted intracellular proteins, Predicted membrane proteins, Transporters"
ERP29,53.056446829480755,17.203246204779138,35.853200624701614,TRUE,"Plasma proteins, Predicted intracellular proteins"
DNM2,25.108441521786425,10.169054767017872,14.939386754768552,TRUE,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
CACNB1,31.583426485639777,12.778269970050928,18.80515651558885,FALSE,"FDA approved drug targets, Predicted intracellular proteins"
VTA1,22.25832601218356,16.662247327156475,5.596078685027084,TRUE,"Plasma proteins, Predicted intracellular proteins"
ACY1,44.719824328400456,37.84406800600279,6.875756322397663,TRUE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
CALD1,139.69423408372182,23.74998817626225,115.94424590745957,TRUE,"Plasma proteins, Predicted intracellular proteins"
GGT5,62.28481616027396,51.2812998893001,11.003516270973861,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
RPL35A,95.95430079947812,22.44293899347768,73.51136180600044,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins"
STUB1,35.21866144981159,13.972365138158368,21.246296311653225,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
METAP2,31.222852810409336,10.962967206014506,20.25988560439483,TRUE,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins"
CARNS1,37.12666070662989,49.606857878210924,-12.480197171581032,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
BZW1,38.03945152050765,40.55403925610803,-2.5145877356003794,FALSE,Predicted intracellular proteins
CTSG,85.03922871478716,42.349267144575286,42.68996157021187,TRUE,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
MAPK12,43.903183974386145,28.233459678655464,15.669724295730681,FALSE,"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"
MTX2,57.944728741735815,39.20657037359321,18.738158368142606,FALSE,"Disease related genes, Predicted intracellular proteins"
GCLM,74.10907519485552,25.186729153680314,48.9223460411752,FALSE,"Cancer-related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"
SYPL1,30.282140343663897,34.06642108238154,-3.7842807387176407,FALSE,Predicted membrane proteins
FERMT2,42.09238013427638,16.146394921794478,25.945985212481904,FALSE,Predicted intracellular proteins
MRRF,35.32687464719888,25.72576768812213,9.601106959076748,FALSE,Predicted intracellular proteins
HNRNPU,54.47247771188406,23.540146112327488,30.932331599556573,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
NIT1,45.01415948141137,19.414593529156132,25.599565952255237,FALSE,"Enzymes, Predicted intracellular proteins"
KLC1,52.39202105717481,9.683602767341545,42.70841828983326,FALSE,Predicted intracellular proteins
COQ5,48.1593042980679,24.942499089180515,23.216805208887386,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
RNF123,35.75132557195819,9.89604846198415,25.85527710997404,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
COPB2,60.52744472604906,65.26897529345025,-4.741530567401192,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
SYNM,47.081295754940214,55.785397964812624,-8.70410220987241,FALSE,Predicted intracellular proteins
SEC23A,20.893225368053,10.988678524151819,9.90454684390118,TRUE,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
USO1,33.94830657110736,15.84962021269314,18.09868635841422,FALSE,"Essential proteins, Predicted intracellular proteins"
SARS1,29.907377135167902,19.082408005713816,10.824969129454086,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
GARS1,32.4232805779459,19.03562294400723,13.387657633938673,TRUE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
GMFG,97.10556113697307,52.227136545061434,44.87842459191163,TRUE,"Plasma proteins, Predicted intracellular proteins"
ASPA,40.24551881491468,59.14418692098161,-18.89866810606693,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
KRAS,49.695553348167124,33.45651404744689,16.239039300720236,FALSE,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, RAS pathway related proteins"
THAP4,83.04136918726878,45.66393814041129,37.377431046857495,FALSE,"Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"
NIF3L1,30.796838866392328,19.619833068392257,11.17700579800007,TRUE,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
GRPEL1,67.75388224041026,27.663230137440543,40.09065210296972,FALSE,"Essential proteins, Predicted intracellular proteins"
RNF7,44.030878749956855,15.014314852867194,29.01656389708966,FALSE,Predicted intracellular proteins
RPS11,24.902999978526935,34.080722448278586,-9.17772246975165,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
RPL30,25.811939561971204,19.45088489637289,6.361054665598314,TRUE,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"
LIMS1,37.73661701323805,22.693363814274473,15.04325319896358,TRUE,"Plasma proteins, Predicted intracellular proteins"
TLN2,84.5764821292264,32.17580277877538,52.40067935045103,TRUE,"Plasma proteins, Predicted intracellular proteins"
PTRHD1,64.79741899151709,13.452186529682015,51.345232461835074,FALSE,"Enzymes, Predicted intracellular proteins"
FAHD1,47.67619477015895,35.327576887738374,12.348617882420577,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins"
MCM3AP,91.02464888158292,68.84920053017579,22.175448351407127,FALSE,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"
HSD17B12,41.82506277086565,20.9630807110153,20.861982059850348,FALSE,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"
HNRNPDL,29.431730582866134,26.947790030232166,2.4839405526339675,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
DHCR24,45.26201575948662,27.369496010640486,17.892519748846137,FALSE,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
PPP5C,28.377932730172372,8.857455975576862,19.52047675459551,FALSE,"Enzymes, Predicted intracellular proteins"
CNBP,50.14845642244271,17.064929298597438,33.08352712384527,TRUE,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
ATP6V1E1,55.90258200449574,35.05133422770027,20.851247776795468,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
RTN3,89.30307940804218,21.4793142473265,67.82376516071568,FALSE,"Predicted intracellular proteins, Predicted membrane proteins"
PUF60,40.67083207707215,36.961136511086565,3.7096955659855837,FALSE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins"
PICALM,95.96634787615349,24.176827026150153,71.78952085000334,FALSE,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"
COX19,32.471254444026734,31.706189211655474,0.7650652323712599,FALSE,Predicted intracellular proteins
VKORC1L1,40.58697959747196,36.06751802303151,4.519461574440449,FALSE,"Enzymes, FDA approved drug targets, Predicted membrane proteins"
FAM136A,31.9816593543229,20.26183764080456,11.71982171351834,FALSE,"Essential proteins, Predicted intracellular proteins"
VPS35,54.82109689667436,10.963525879445953,43.85757101722841,TRUE,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
PRKAA1,40.256533551838615,15.484749709554041,24.771783842284574,FALSE,"Enzymes, FDA approved drug targets, Predicted intracellular proteins"
COA6,55.02029978025212,32.863292916041246,22.15700686421087,FALSE,"Disease related genes, Human disease related genes, Predicted intracellular proteins"
MCU,41.60738083311122,30.629754875102712,10.97762595800851,FALSE,"Predicted intracellular proteins, Predicted membrane proteins"
SMAP1,22.662660024945083,23.294663441536933,-0.63200341659185,FALSE,Predicted intracellular proteins
VPS26A,24.587014920783943,18.55827461849326,6.028740302290682,TRUE,"Plasma proteins, Predicted intracellular proteins, Transporters"
ARPP19,49.88253901562146,15.603986196459395,34.278552819162066,FALSE,"Essential proteins, Predicted intracellular proteins"
