uniprot_id,module_color,module_num,gene
P19237,green,5,TNNI1
Q9UBY9,brown,3,HSPB7
P04080,turquoise,1,CSTB
O75298,brown,3,RTN2
P35609,green,5,ACTN2
Q13423,blue,2,NNT
P13805,green,5,TNNT1
P30044,turquoise,1,PRDX5
Q9Y2J8,brown,3,PADI2
Q9UDW1,blue,2,UQCR10
P13804,blue,2,ETFA
P33121,turquoise,1,ACSL1
P35754,grey,0,GLRX
P07954,blue,2,FH
P49773,turquoise,1,HINT1
P11055,turquoise,1,MYH3
O75323,blue,2,NIPSNAP2
P02794,grey,0,FTH1
P45880,yellow,4,VDAC2
P14621,brown,3,ACYP2
P09669,yellow,4,COX6C
P20674,yellow,4,COX5A
P47985,yellow,4,UQCRFS1
P08238,turquoise,1,HSP90AB1
P22061,turquoise,1,PCMT1
P07602,turquoise,1,PSAP
P42126,blue,2,ECI1
Q9UHQ9,brown,3,CYB5R1
Q9H7C9,brown,3,AAMDC
P56385,blue,2,ATP5ME
P14927,yellow,4,UQCRB
Q9NRX4,blue,2,PHPT1
P61758,turquoise,1,VBP1
P00325,turquoise,1,ADH1B
P35573,yellow,4,AGL
P10768,turquoise,1,ESD
Q9NZU5,brown,3,LMCD1
P63241,turquoise,1,EIF5A
P30049,blue,2,ATP5F1D
P16671,turquoise,1,CD36
Q96Q06,turquoise,1,PLIN4
P13693,grey,0,TPT1
P08574,yellow,4,CYC1
O60662,brown,3,KLHL41
Q9NZ45,blue,2,CISD1
P31040,blue,2,SDHA
P07919,yellow,4,UQCRH
P55786,brown,3,NPEPPS
Q9BQ69,blue,2,MACROD1
Q9UN36,grey,0,NDRG2
Q9NZN4,turquoise,1,EHD2
Q15847,turquoise,1,ADIRF
O75369,brown,3,FLNB
P18206,turquoise,1,VCL
Q03135,turquoise,1,CAV1
P20929,green,5,NEB
P06737,turquoise,1,PYGL
P43155,blue,2,CRAT
P50502,turquoise,1,ST13
P61088,turquoise,1,UBE2N
Q9NQC3,turquoise,1,RTN4
P36957,blue,2,DLST
Q5VXT5,brown,3,SYPL2
P46976,brown,3,GYG1
P13489,turquoise,1,RNH1
P11766,turquoise,1,ADH5
P42765,turquoise,1,ACAA2
P63104,turquoise,1,YWHAZ
P54652,brown,3,HSPA2
P10809,turquoise,1,HSPD1
P24539,blue,2,ATP5PB
P04264,turquoise,1,KRT1
O75915,turquoise,1,ARL6IP5
P11177,blue,2,PDHB
P14854,yellow,4,COX6B1
P49411,blue,2,TUFM
Q16775,grey,0,HAGH
Q01995,turquoise,1,TAGLN
P28331,yellow,4,NDUFS1
P09622,blue,2,DLD
Q02218,blue,2,OGDH
O75208,blue,2,COQ9
P10515,blue,2,DLAT
Q8NI60,blue,2,COQ8A
O75746,yellow,4,SLC25A12
Q00688,yellow,4,FKBP3
P13639,turquoise,1,EEF2
P08559,blue,2,PDHA1
P78417,turquoise,1,GSTO1
Q8N335,blue,2,GPD1L
Q9P2R7,blue,2,SUCLA2
P22314,turquoise,1,UBA1
P11310,blue,2,ACADM
P49747,turquoise,1,COMP
P21912,blue,2,SDHB
P49189,turquoise,1,ALDH9A1
P09467,brown,3,FBP1
P51888,turquoise,1,PRELP
Q14353,brown,3,GAMT
Q9NR31,turquoise,1,SAR1A
Q16853,turquoise,1,AOC3
P21266,grey,0,GSTM3
P07237,turquoise,1,P4HB
P02792,turquoise,1,FTL
Q8TCA0,brown,3,LRRC20
P15954,blue,2,COX7C
P61224,turquoise,1,RAP1B
P84243,turquoise,1,H3-3A
Q08209,turquoise,1,PPP3CA
O96000,yellow,4,NDUFB10
P24298,blue,2,GPT
Q00765,turquoise,1,REEP5
P16219,blue,2,ACADS
Q16531,grey,0,DDB1
P05091,turquoise,1,ALDH2
P00352,turquoise,1,ALDH1A1
P49753,grey,0,ACOT2
P50395,turquoise,1,GDI2
P62191,turquoise,1,PSMC1
P09488,grey,0,GSTM1
O14949,yellow,4,UQCRQ
P62942,turquoise,1,FKBP1A
Q9NTK5,turquoise,1,OLA1
Q99623,grey,0,PHB2
P20073,turquoise,1,ANXA7
Q9UBQ7,grey,0,GRHPR
P19404,yellow,4,NDUFV2
Q15365,grey,0,PCBP1
P23141,turquoise,1,CES1
O75083,turquoise,1,WDR1
P38117,blue,2,ETFB
P51452,brown,3,DUSP3
P23109,brown,3,AMPD1
P35080,brown,3,PFN2
P60842,turquoise,1,EIF4A1
Q16082,brown,3,HSPB2
Q14894,brown,3,CRYM
Q9UM54,blue,2,MYO6
Q9UJS0,yellow,4,SLC25A13
P26678,brown,3,PLN
P17858,brown,3,PFKL
P63098,turquoise,1,PPP3R1
P38646,grey,0,HSPA9
P61077,grey,0,UBE2D3
P10644,brown,3,PRKAR1A
P53597,blue,2,SUCLG1
Q6YN16,blue,2,HSDL2
Q9NWV4,turquoise,1,CZIB
Q99584,turquoise,1,S100A13
Q9UHP9,grey,0,SMPX
Q9H0N5,blue,2,PCBD2
P48147,brown,3,PREP
P31937,blue,2,HIBADH
P29692,turquoise,1,EEF1D
Q06828,turquoise,1,FMOD
P55072,turquoise,1,VCP
Q96AQ6,brown,3,PBXIP1
Q9NP98,green,5,MYOZ1
P50213,blue,2,IDH3A
P49821,yellow,4,NDUFV1
Q6NVY1,grey,0,HIBCH
P17612,green,5,PRKACA
O95831,blue,2,AIFM1
Q02978,blue,2,SLC25A11
P13645,turquoise,1,KRT10
P52179,green,5,MYOM1
Q9BWH2,blue,2,FUNDC2
P17661,green,5,DES
P61604,grey,0,HSPE1
Q8NDY3,blue,2,ADPRHL1
Q16795,yellow,4,NDUFA9
Q9UKS6,brown,3,PACSIN3
Q13057,turquoise,1,COASY
O95299,yellow,4,NDUFA10
P49368,turquoise,1,CCT3
O14880,green,5,MGST3
P54289,brown,3,CACNA2D1
P09960,turquoise,1,LTA4H
Q9UIJ7,blue,2,AK3
P61978,turquoise,1,HNRNPK
Q9UBF9,green,5,MYOT
Q9H4A4,turquoise,1,RNPEP
P13807,blue,2,GYS1
Q16718,yellow,4,NDUFA5
Q16891,yellow,4,IMMT
A8MU46,brown,3,SMTNL1
Q9H0P0,blue,2,NT5C3A
P16157,turquoise,1,ANK1
P08727,turquoise,1,KRT19
P18859,blue,2,ATP5PF
P24534,turquoise,1,EEF1B2
Q9P0J0,yellow,4,NDUFA13
P28066,turquoise,1,PSMA5
P40123,brown,3,CAP2
O43676,yellow,4,NDUFB3
P09429,turquoise,1,HMGB1
P30153,turquoise,1,PPP2R1A
P07099,turquoise,1,EPHX1
P13861,brown,3,PRKAR2A
Q6P4A7,brown,3,SFXN4
P68036,turquoise,1,UBE2L3
Q9UHG3,turquoise,1,PCYOX1
Q13643,brown,3,FHL3
P02545,turquoise,1,LMNA
Q5VVW2,turquoise,1,GARNL3
O14561,yellow,4,NDUFAB1
P51668,brown,3,UBE2D1
P30566,grey,0,ADSL
P54578,turquoise,1,USP14
P63244,turquoise,1,RACK1
Q01432,brown,3,AMPD3
O15382,blue,2,BCAT2
Q6IBS0,green,5,TWF2
P19367,grey,0,HK1
P25789,turquoise,1,PSMA4
Q14324,green,5,MYBPC2
P56556,yellow,4,NDUFA6
P50995,turquoise,1,ANXA11
Q96MF2,brown,3,STAC3
Q9BS92,blue,2,NIPSNAP3B
P23526,turquoise,1,AHCY
O95168,yellow,4,NDUFB4
O75489,yellow,4,NDUFS3
P30038,blue,2,ALDH4A1
Q8IXB3,turquoise,1,TRARG1
P14649,green,5,MYL6B
Q15819,turquoise,1,UBE2V2
O94760,brown,3,DDAH1
Q99643,blue,2,SDHC
P02452,turquoise,1,COL1A1
P23327,brown,3,HRC
P13987,turquoise,1,CD59
O00151,turquoise,1,PDLIM1
P31948,turquoise,1,STIP1
P52907,turquoise,1,CAPZA1
P20774,turquoise,1,OGN
Q14240,brown,3,EIF4A2
O15260,turquoise,1,SURF4
P22626,turquoise,1,HNRNPA2B1
Q9HB71,turquoise,1,CACYBP
P60900,turquoise,1,PSMA6
P35443,turquoise,1,THBS4
P51649,blue,2,ALDH5A1
Q92530,turquoise,1,PSMF1
Q9Y3D6,blue,2,FIS1
P12111,turquoise,1,COL6A3
P27338,blue,2,MAOB
O43678,yellow,4,NDUFA2
O15273,green,5,TCAP
P21817,brown,3,RYR1
Q9BVC6,turquoise,1,TMEM109
O00330,blue,2,PDHX
Q9BRX8,turquoise,1,PRXL2A
P27824,turquoise,1,CANX
P05787,turquoise,1,KRT8
P26641,grey,0,EEF1G
Q9Y5Z4,turquoise,1,HEBP2
Q15746,grey,0,MYLK
P51149,turquoise,1,RAB7A
O60664,grey,0,PLIN3
P28838,turquoise,1,LAP3
P23381,turquoise,1,WARS1
P27816,turquoise,1,MAP4
P24666,turquoise,1,ACP1
P12109,turquoise,1,COL6A1
Q08043,turquoise,1,ACTN3
Q13557,brown,3,CAMK2D
P11277,turquoise,1,SPTB
P34949,blue,2,MPI
Q01484,blue,2,ANK2
P61026,turquoise,1,RAB10
Q5SSJ5,turquoise,1,HP1BP3
Q15185,turquoise,1,PTGES3
P46109,turquoise,1,CRKL
P25788,turquoise,1,PSMA3
O75923,brown,3,DYSF
Q8IVN3,grey,0,MUSTN1
P51970,yellow,4,NDUFA8
P17987,turquoise,1,TCP1
P20618,turquoise,1,PSMB1
Q15843,grey,0,NEDD8
P62249,turquoise,1,RPS16
Q9NY65,blue,2,TUBA8
Q7Z4W1,blue,2,DCXR
P51636,turquoise,1,CAV2
Q9NPJ3,grey,0,ACOT13
P54819,grey,0,AK2
Q92523,blue,2,CPT1B
O43837,yellow,4,IDH3B
P62851,turquoise,1,RPS25
Q13085,blue,2,ACACA
P62333,turquoise,1,PSMC6
Q9BXN1,turquoise,1,ASPN
P07384,turquoise,1,CAPN1
O14521,blue,2,SDHD
P14314,turquoise,1,PRKCSH
O75438,yellow,4,NDUFB1
P08123,turquoise,1,COL1A2
P05386,turquoise,1,RPLP1
P00367,turquoise,1,GLUD1
Q99972,turquoise,1,MYOC
Q15056,grey,0,EIF4H
Q8NB12,green,5,SMYD1
O75521,blue,2,ECI2
Q7Z3D6,blue,2,DGLUCY
P60981,turquoise,1,DSTN
Q16134,blue,2,ETFDH
P09936,turquoise,1,UCHL1
Q08257,grey,0,CRYZ
Q9Y394,grey,0,DHRS7
O00410,grey,0,IPO5
P55083,turquoise,1,MFAP4
O75531,grey,0,BANF1
P67775,brown,3,PPP2CA
P43304,blue,2,GPD2
Q14195,turquoise,1,DPYSL3
O43488,turquoise,1,AKR7A2
Q9NSE4,blue,2,IARS2
Q9UNZ2,turquoise,1,NSFL1C
P35268,turquoise,1,RPL22
Q9H8H3,turquoise,1,METTL7A
P62873,turquoise,1,GNB1
A6NDG6,blue,2,PGP
Q00610,turquoise,1,CLTC
P50993,brown,3,ATP1A2
P54725,turquoise,1,RAD23A
P35237,grey,0,SERPINB6
P42704,blue,2,LRPPRC
P16083,grey,0,NQO2
Q13522,grey,0,PPP1R1A
P30520,blue,2,ADSS2
Q96A26,blue,2,FAM162A
P56539,brown,3,CAV3
P25786,turquoise,1,PSMA1
O75380,yellow,4,NDUFS6
P09525,turquoise,1,ANXA4
P46777,turquoise,1,RPL5
Q9UII2,yellow,4,ATP5IF1
P55822,brown,3,SH3BGR
O14732,brown,3,IMPA2
Q96FJ2,brown,3,DYNLL2
Q16363,turquoise,1,LAMA4
P20340,turquoise,1,RAB6A
P23396,grey,0,RPS3
Q96RP9,blue,2,GFM1
P05023,brown,3,ATP1A1
P54727,turquoise,1,RAD23B
P35908,turquoise,1,KRT2
Q9BSH4,blue,2,TACO1
P49721,turquoise,1,PSMB2
P51911,turquoise,1,CNN1
P48163,grey,0,ME1
Q15233,turquoise,1,NONO
Q9BX68,blue,2,HINT2
Q969G5,turquoise,1,CAVIN3
O75251,yellow,4,NDUFS7
P46020,yellow,4,PHKA1
Q9NX63,yellow,4,CHCHD3
Q5BKX8,brown,3,CAVIN4
Q9Y376,brown,3,CAB39
Q86SX6,blue,2,GLRX5
P21399,turquoise,1,ACO1
P35613,grey,0,BSG
P13797,turquoise,1,PLS3
P36969,turquoise,1,GPX4
Q9Y613,brown,3,FHOD1
Q5XKP0,blue,2,MICOS13
P61457,grey,0,PCBD1
P26885,turquoise,1,FKBP2
Q8N8N7,blue,2,PTGR2
Q96AB3,blue,2,ISOC2
Q14974,turquoise,1,KPNB1
O75306,yellow,4,NDUFS2
O75347,turquoise,1,TBCA
Q99733,grey,0,NAP1L4
P23786,blue,2,CPT2
Q9Y623,green,5,MYH4
P40227,turquoise,1,CCT6A
P46734,brown,3,MAP2K3
Q9H0E2,brown,3,TOLLIP
Q6UXV4,yellow,4,APOOL
P54284,brown,3,CACNB3
P28070,turquoise,1,PSMB4
Q07507,turquoise,1,DPT
O75339,turquoise,1,CILP
P05556,turquoise,1,ITGB1
Q2TBA0,brown,3,KLHL40
O75155,brown,3,CAND2
P62140,grey,0,PPP1CB
P52758,grey,0,RIDA
P11586,turquoise,1,MTHFD1
Q9Y6M9,yellow,4,NDUFB9
P34932,turquoise,1,HSPA4
P54922,blue,2,ADPRH
P35241,brown,3,RDX
P29218,blue,2,IMPA1
Q9UBQ5,blue,2,EIF3K
P28074,grey,0,PSMB5
O95210,brown,3,STBD1
P12110,turquoise,1,COL6A2
O60936,blue,2,NOL3
Q9Y2Q3,grey,0,GSTK1
P60866,turquoise,1,RPS20
O43813,grey,0,LANCL1
P00395,yellow,4,MT-CO1
Q9UKX3,green,5,MYH13
P52895,turquoise,1,AKR1C2
Q9NSD9,brown,3,FARSB
Q05469,turquoise,1,LIPE
Q15149,green,5,PLEC
Q9Y6C9,yellow,4,MTCH2
Q9Y6B6,blue,2,SAR1B
Q9Y512,yellow,4,SAMM50
P46926,grey,0,GNPDA1
P46781,brown,3,RPS9
P17152,blue,2,TMEM11
Q9H2S6,turquoise,1,TNMD
O75608,blue,2,LYPLA1
Q9NR12,green,5,PDLIM7
Q9H0W9,brown,3,C11orf54
P62244,grey,0,RPS15A
Q9NTM9,blue,2,CUTC
Q9NPC6,turquoise,1,MYOZ2
Q6DD88,turquoise,1,ATL3
P62136,yellow,4,PPP1CA
Q702N8,brown,3,XIRP1
Q9Y2S6,grey,0,TMA7
P21810,turquoise,1,BGN
O95563,blue,2,MPC2
P50991,turquoise,1,CCT4
P28072,turquoise,1,PSMB6
Q93034,brown,3,CUL5
Q9Y3A5,brown,3,SBDS
O95817,brown,3,BAG3
P05026,brown,3,ATP1B1
Q9NZA1,brown,3,CLIC5
P61247,grey,0,RPS3A
Q04637,brown,3,EIF4G1
Q9P0L0,grey,0,VAPA
P23434,blue,2,GCSH
P11171,turquoise,1,EPB41
P52564,brown,3,MAP2K6
P31150,grey,0,GDI1
Q8IW45,brown,3,NAXD
Q13425,turquoise,1,SNTB2
Q9Y2Z9,blue,2,COQ6
P25398,grey,0,RPS12
A6NNS2,brown,3,DHRS7C
P30085,turquoise,1,CMPK1
Q15404,turquoise,1,RSU1
P62906,turquoise,1,RPL10A
P17655,turquoise,1,CAPN2
P68402,turquoise,1,PAFAH1B2
P67809,grey,0,YBX1
Q15631,grey,0,TSN
P47756,turquoise,1,CAPZB
O00244,turquoise,1,ATOX1
Q9H1R3,brown,3,MYLK2
Q08431,turquoise,1,MFGE8
O95139,yellow,4,NDUFB6
Q16181,turquoise,1,SEPTIN7
P06748,turquoise,1,NPM1
O43175,turquoise,1,PHGDH
Q13867,turquoise,1,BLMH
O95183,turquoise,1,VAMP5
Q9UMS6,green,5,SYNPO2
Q9Y305,blue,2,ACOT9
O14957,yellow,4,UQCR11
O43399,turquoise,1,TPD52L2
Q05707,turquoise,1,COL14A1
P15374,blue,2,UCHL3
P45954,blue,2,ACADSB
P46782,grey,0,RPS5
Q14204,turquoise,1,DYNC1H1
Q14103,turquoise,1,HNRNPD
Q9Y6H1,grey,0,CHCHD2
Q12988,brown,3,HSPB3
P51648,turquoise,1,ALDH3A2
Q86VP6,turquoise,1,CAND1
O43920,yellow,4,NDUFS5
Q15555,brown,3,MAPRE2
Q9UFN0,blue,2,NIPSNAP3A
Q13698,brown,3,CACNA1S
Q99714,grey,0,HSD17B10
Q99715,turquoise,1,COL12A1
E9PAV3,brown,3,NACA
O95298,yellow,4,NDUFC2
P30405,blue,2,PPIF
Q15435,turquoise,1,PPP1R7
Q13526,grey,0,PIN1
P55290,grey,0,CDH13
O14653,blue,2,GOSR2
P20810,turquoise,1,CAST
O43776,grey,0,NARS1
P27348,turquoise,1,YWHAQ
Q96L96,brown,3,ALPK3
Q9BS26,turquoise,1,ERP44
Q9NX14,yellow,4,NDUFB11
P46940,turquoise,1,IQGAP1
O00629,blue,2,KPNA4
P51812,brown,3,RPS6KA3
Q99757,blue,2,TXN2
Q13510,turquoise,1,ASAH1
O75822,brown,3,EIF3J
P03886,yellow,4,MT-ND1
O75891,grey,0,ALDH1L1
P51553,blue,2,IDH3G
O43852,turquoise,1,CALU
Q9NZQ9,green,5,TMOD4
Q9Y6E2,blue,2,BZW2
O95747,grey,0,OXSR1
O14773,turquoise,1,TPP1
Q96MG2,brown,3,JSRP1
Q16816,yellow,4,PHKG1
P14406,yellow,4,COX7A2
P03915,yellow,4,MT-ND5
P28482,turquoise,1,MAPK1
P35270,yellow,4,SPR
O94826,grey,0,TOMM70
Q08623,yellow,4,PUDP
P23142,turquoise,1,FBLN1
O15173,turquoise,1,PGRMC2
Q9UI09,yellow,4,NDUFA12
Q8WTS6,grey,0,SETD7
Q15124,brown,3,PGM5
P47755,turquoise,1,CAPZA2
Q99807,blue,2,COQ7
P55010,grey,0,EIF5
O76070,turquoise,1,SNCG
P14866,turquoise,1,HNRNPL
Q9BW30,turquoise,1,TPPP3
P48556,grey,0,PSMD8
O43708,blue,2,GSTZ1
Q7Z406,brown,3,MYH14
Q01082,turquoise,1,SPTBN1
P21397,turquoise,1,MAOA
O60701,turquoise,1,UGDH
P14868,brown,3,DARS1
P61019,turquoise,1,RAB2A
P63151,grey,0,PPP2R2A
Q9NR28,blue,2,DIABLO
Q9NZJ6,blue,2,COQ3
Q96FV2,grey,0,SCRN2
Q8IWX7,blue,2,UNC45B
P61163,turquoise,1,ACTR1A
P61925,blue,2,PKIA
Q14914,grey,0,PTGR1
Q9Y3F4,grey,0,STRAP
P30837,blue,2,ALDH1B1
P11940,turquoise,1,PABPC1
P48506,turquoise,1,GCLC
Q9UM22,grey,0,EPDR1
P15880,brown,3,RPS2
Q5VST9,green,5,OBSCN
Q99627,grey,0,COPS8
P62753,turquoise,1,RPS6
P62269,turquoise,1,RPS18
O60493,turquoise,1,SNX3
Q8N1G4,brown,3,LRRC47
Q92629,brown,3,SGCD
Q15063,turquoise,1,POSTN
O75832,grey,0,PSMD10
P17980,turquoise,1,PSMC3
O95169,yellow,4,NDUFB8
Q9BSE5,grey,0,AGMAT
P35998,turquoise,1,PSMC2
Q16543,blue,2,CDC37
O14737,grey,0,PDCD5
Q99436,turquoise,1,PSMB7
P19971,turquoise,1,TYMP
Q96FW1,grey,0,OTUB1
P62993,brown,3,GRB2
Q16762,blue,2,TST
Q9Y4W6,blue,2,AFG3L2
Q5VYK3,brown,3,ECPAS
P11532,brown,3,DMD
O00767,turquoise,1,SCD
P03891,blue,2,MT-ND2
Q9ULC4,blue,2,MCTS1
Q6PH85,brown,3,DCUN1D2
O43598,grey,0,DNPH1
Q8TDC0,turquoise,1,MYOZ3
P00966,turquoise,1,ASS1
Q06278,turquoise,1,AOX1
Q04446,grey,0,GBE1
Q9H9P8,blue,2,L2HGDH
P41567,grey,0,EIF1
Q15370,brown,3,ELOB
P16298,brown,3,PPP3CB
O00505,blue,2,KPNA3
P16989,blue,2,YBX3
Q6NUM9,turquoise,1,RETSAT
Q9Y5L4,blue,2,TIMM13
Q9NQR4,grey,0,NIT2
Q6IAN0,brown,3,DHRS7B
O00487,turquoise,1,PSMD14
Q96MF6,yellow,4,COQ10A
Q15642,brown,3,TRIP10
Q12765,turquoise,1,SCRN1
Q9BXI3,brown,3,NT5C1A
Q15366,turquoise,1,PCBP2
Q14011,grey,0,CIRBP
Q02221,yellow,4,COX6A2
O00217,yellow,4,NDUFS8
Q9NVS9,blue,2,PNPO
Q9BXK5,blue,2,BCL2L13
Q13310,brown,3,PABPC4
P46019,yellow,4,PHKA2
P12429,grey,0,ANXA3
Q8WW22,blue,2,DNAJA4
P05165,blue,2,PCCA
Q01105,turquoise,1,SET
Q93100,yellow,4,PHKB
Q9BT78,grey,0,COPS4
Q96C23,blue,2,GALM
Q71U36,turquoise,1,TUBA1A
P62081,grey,0,RPS7
P62701,grey,0,RPS4X
Q13424,brown,3,SNTA1
Q02952,turquoise,1,AKAP12
P07942,turquoise,1,LAMB1
Q7L5N1,grey,0,COPS6
P08572,turquoise,1,COL4A2
O95292,green,5,VAPB
Q16595,blue,2,FXN
P62847,grey,0,RPS24
Q9UL25,grey,0,RAB21
Q15046,blue,2,KARS1
Q8IWW8,yellow,4,ADHFE1
P17568,yellow,4,NDUFB7
Q8IVF2,turquoise,1,AHNAK2
A6NCE7,grey,0,MAP1LC3B2
P13473,turquoise,1,LAMP2
Q13554,brown,3,CAMK2B
Q99873,brown,3,PRMT1
Q16881,brown,3,TXNRD1
P98160,turquoise,1,HSPG2
Q9BXW7,blue,2,HDHD5
Q9H2U2,grey,0,PPA2
Q14956,turquoise,1,GPNMB
Q9NVJ2,turquoise,1,ARL8B
Q9H7Z7,blue,2,PTGES2
O95573,brown,3,ACSL3
Q9UBI6,turquoise,1,GNG12
O60884,brown,3,DNAJA2
O43396,turquoise,1,TXNL1
Q9NYL2,brown,3,MAP3K20
Q5KU26,turquoise,1,COLEC12
P27144,turquoise,1,AK4
P55060,brown,3,CSE1L
Q92734,turquoise,1,TFG
O60749,turquoise,1,SNX2
Q8WUM4,turquoise,1,PDCD6IP
P39019,turquoise,1,RPS19
Q13363,blue,2,CTBP1
Q00059,blue,2,TFAM
O00264,turquoise,1,PGRMC1
O75223,blue,2,GGCT
P82921,blue,2,MRPS21
Q9UJ70,turquoise,1,NAGK
Q93052,turquoise,1,LPP
A0AVT1,green,5,UBA6
Q9UHV9,brown,3,PFDN2
P62910,brown,3,RPL32
P42766,turquoise,1,RPL35
Q96CM8,grey,0,ACSF2
O95182,yellow,4,NDUFA7
Q9UHY7,blue,2,ENOPH1
Q13200,grey,0,PSMD2
Q9Y570,turquoise,1,PPME1
P14324,turquoise,1,FDPS
P61201,yellow,4,COPS2
Q92841,turquoise,1,DDX17
Q13326,brown,3,SGCG
Q8N4T8,blue,2,CBR4
Q9BZL1,brown,3,UBL5
Q9H9S4,brown,3,CAB39L
P35749,turquoise,1,MYH11
Q14112,turquoise,1,NID2
P02462,turquoise,1,COL4A1
Q9HCP6,brown,3,HHATL
Q9H479,grey,0,FN3K
P46939,brown,3,UTRN
P31153,grey,0,MAT2A
Q9UNM6,grey,0,PSMD13
Q5TDH0,turquoise,1,DDI2
P20807,yellow,4,CAPN3
O95260,turquoise,1,ATE1
O00232,grey,0,PSMD12
P21964,grey,0,COMT
Q02252,grey,0,ALDH6A1
P12268,grey,0,IMPDH2
Q9NZM1,brown,3,MYOF
Q16401,turquoise,1,PSMD5
Q8N3L3,brown,3,TXLNB
P56381,yellow,4,ATP5F1E
Q86X55,brown,3,CARM1
Q16585,brown,3,SGCB
Q5VTT5,green,5,MYOM3
Q02750,grey,0,MAP2K1
P63167,grey,0,DYNLL1
