pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,arc_r1_var,clean_label
GOBP_ACTIN_FILAMENT_ORGANIZATION,1.7784948537584957e-11,3.1248154580536774e-8,0.8634153916066928,0.5251473145405579,2.384146596317472,128,RHOC;ADD3;ACTR2;TMOD3;DBN1;LIMCH1;ACTR3;ARPC2;FSCN1;IQGAP1;CALD1;ARPC1B;TPM4;ARF1;CORO1C;HSP90B1;GSN;CAPZB;PLS3;ZYX;ARF6;CAPZA1;TMOD4;CAPG;HCLS1;LCP1;CTTN;DNM2;TAGLN2;DPYSL3;CNN3;SYNPO2L;EZR;CNN2;RHOG;CAP1;MARCKS;PLEC;ARRB1;ANG;CAPZA2;MYL9;ARFIP1;TMOD1;S100A10;SPTAN1;DSTN;PFN1;SVIL;PAK2;ARPC3;ALDOA;SPTBN1;RHOA;CYFIP1;ACTC1;VASP;FLNA;ACTA1;TCAP;DIAPH2;MTPN;SNX9;ACTN1;TTN;TPM2;STMN1;CORO7;ESAM;TPM3;TPM1;ARPC4;CORO1B;ARPC5,GO:BP,Training_CRE,1,-77.85483870967747,-69.5645161290323,-73.70967741935489,-1.3588232740930055,-1.214129849008314,-1.28647656155066,6.3999999999999995,Actin Filament Org.
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.164990913356873e-8,9.092961836098869e-7,0.7337619883564803,0.5980043710144667,2.383793614005753,61,THY1;NNMT;LRP1;BASP1;FBLN5;PCOLCE;COL12A1;VCAN;CALD1;COPA;COL1A1;TPM4;BGN;LAMA2;SPARC;CAPG;COL6A2;LUM;CD44;PPIB;COL6A3;COL3A1;COL4A2;DPYSL3;COL1A2;NT5E;SERPINH1;MYL9;CALU;DCN;FMOD;VIM;FLNA,Hallmark,Training_CRE,2,-66.5645161290323,-58.274193548387146,-62.41935483870972,-1.1617699714484844,-1.0170765463637932,-1.0894232589061388,6.204478109761323,EMT
GOSLIM_EXTRACELLULAR_MATRIX_ORGANIZATION,1.7049990615632497e-6,4.603497466220774e-5,0.6435518361507222,0.5987788988561674,2.2844594959991182,50,COL14A1;CAV2;LRP1;FBLN5;FSCN1;CTSG;ADAM10;COL12A1;COL1A1;COL15A1;LAMA2;PRDX4;COL6A1;LUM;COL3A1;LCP1;COL4A2;COL1A2;CST3;AEBP1;LAMB2;SERPINH1;TNXB;ANXA2;FMOD;NID1,GO Slim,Training_CRE,3,-55.274193548387146,-46.98387096774198,-51.12903225806456,-0.9647166688039632,-0.8200232437192719,-0.8923699562616177,5.9332466012027805,ECM Org.
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,7.615996598664136e-8,6.690653011926443e-5,0.7049757151672383,0.610073643759216,2.366867346433334,53,COL14A1;CAV2;LRP1;FBLN5;FSCN1;CTSG;ADAM10;COL12A1;COL1A1;COL15A1;LAMA2;GSN;PRDX4;COL6A1;CAPG;LUM;COL3A1;LCP1;COL4A2;COL1A2;CST3;AEBP1;LAMB2;SERPINH1;TNXB;ANXA2;FMOD;NID1,GO:BP,Training_CRE,4,-43.98387096774198,-35.69354838709682,-39.8387096774194,-0.7676633661594421,-0.622969941074751,-0.6953166536170966,5.903769548562371,"External Encapsulating
Structure Org."
HALLMARK_MYC_TARGETS_V1,1.5848859280750329e-4,0.00332826044895756,0.5188480777437918,0.3815858614492903,1.7404734040500058,135,SYNCRIP;HNRNPD;SRM;RPL14;APEX1;SET;HSP90AB1;FAM120A;HNRNPU;LDHA;PRDX4;SSB;RUVBL2;TRA2B;YWHAQ;ILF2;CANX;RPS6;TRIM28;HSPD1;HNRNPC;PSMD8;YWHAE;HNRNPR;SNRPD2;RPLP0;KPNB1;RPL6;PPIA;RPS3;DUT;HNRNPA2B1;SLC25A3;XRCC6;RPS10;HDGF;PSMA4;RPS2;PABPC1;KARS1;RPL18;CCT3,Hallmark,Training_CRE,5,-32.69354838709682,-24.40322580645166,-28.548387096774235,-0.570610063514921,-0.4259166384302299,-0.49826335097257546,5.522461075746065,MYC Targets V1
HALLMARK_APICAL_JUNCTION,4.004803154811651e-4,0.00560672441673631,0.49849310876659025,0.4976633275925215,1.9120242852011815,52,THY1;CD276;ARPC2;FSCN1;VCAN;CD34;ACTN3;JUP;ZYX;MYH10;MYH9;MYL12B;PECAM1;MSN;CNN2;CAP1;ACTN4;ACTB;MYL9;PFN1;VCL;GNAI2;ACTC1;EPB41L2;VASP;ACTA1,Hallmark,Training_CRE,6,-21.40322580645166,-13.112903225806491,-17.258064516129075,-0.3735567608704,-0.22886333578570875,-0.30121004832805437,5.4536058415988125,Apical Junction
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,2.6157123566951227e-5,0.01148951652678332,0.5756102610711286,0.47938068273401313,1.985481713928667,73,RHOC;ADD3;TMOD3;LIMCH1;ARPC2;ARF1;GSN;CAPZB;ARF6;CAPZA1;TMOD4;CAPG;HCLS1;CTTN;SYNPO2L;CAPZA2;ARFIP1;TMOD1;S100A10;SPTAN1;DSTN;PFN1;SVIL;PAK2;ARPC3;SPTBN1;RHOA;CYFIP1;VASP;FLNA;MTPN;SNX9;STMN1;ESAM;TPM1;CORO1B;ARPC5;CFL1,GO:BP,Training_CRE,7,-10.112903225806491,-1.8225806451613238,-5.9677419354839,-0.17650345822587885,-0.03181003314118756,-0.10415674568353309,5.343419399618808,"Reg. Actin Filament
Org."
GOSLIM_CYTOPLASMIC_TRANSLATION,0.00120176656900885,0.01622384868161957,0.45505986738722953,0.3628907731485862,1.62062132869981,116,RPL35A;SYNCRIP;HNRNPD;RPL23A;RPL4;RPL14;RPL5;RPL7;HNRNPU;RPL36;RPL10A;RPL27;SH3BGRL;RPS6;PKM;RPLP2;RPS12;RPS9;RPLP0;RPL37A;RPL12;RPL15;RPS14;RPS13;RPL9;RPL35;RPL32;RPL18A;RPL11;DHX9;RPLP1;RPL6;RPS15A;RPS3;RPS10;RPS27A;RPS2;PABPC1;RPL18;RPL30,GO Slim,Training_CRE,8,1.1774193548386762,9.467741935483843,5.322580645161253,0.020549844418642327,0.16524326950333362,0.09289655696098785,5.280499689799476,"Cytoplasmic
Translation"
GOBP_ACTIN_FILAMENT_POLYMERIZATION,2.0275664130929488e-4,0.02833046344155995,0.5188480777437918,0.5219034987924742,1.9789847385607295,47,ADD3;TMOD3;ARPC2;GSN;CAPZB;ARF6;CAPZA1;TMOD4;CAPG;HCLS1;CTTN;ANG;CAPZA2;TMOD1;SPTAN1;PFN1;SVIL;ARPC3;SPTBN1;CYFIP1;VASP;DIAPH2;MTPN;SNX9;CORO7;ESAM;ARPC4;ARPC5;CFL1,GO:BP,Training_CRE,9,12.467741935483843,20.75806451612901,16.612903225806434,0.2176031470631635,0.3622965721478548,0.2899498596055093,5.152342965185771,"Actin Filament
Polymerization"
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,1.3614156930970696e-4,0.02833046344155995,0.5188480777437918,0.7377227374764808,2.107980722551428,15,LRP1;FSCN1;CTSG;ADAM10;GSN;CAPG;LCP1;CST3,GO:BP,Training_CRE,10,23.75806451612901,32.04838709677418,27.903225806451587,0.41465644970768467,0.559349874792376,0.48700316225003015,5.152342965185771,ECM Disassembly
