"test","group","statistic","p_value","df","mean_diff","ci_lo","ci_hi","shapiro_p"
"paired_t_CRE","CRE",0.307692307692308,0.766174665742065,8,1.11111111111111,-7.21612604379282,9.43834826601504,0.323190718773458
"paired_t_PLA","PLA",0.679366220486757,0.52223644063742,6,1.42857142857143,-3.71679531673713,6.57393817387999,0.481755466851674
"unpaired_t_delta","CRE vs PLA",-0.0759702919282186,0.940651031725495,12.4383719712721,0.317460317460317,-9.38669719981324,8.7517765648926,NA
