uniprot_id,gene,in_sam,in_ours,set_membership
P49840,GSK3A,TRUE,TRUE,both
Q96BW5,PTER,TRUE,TRUE,both
Q9BVV7,TIMM21,TRUE,TRUE,both
Q9NZZ3,CHMP5,TRUE,TRUE,both
Q9H446,RWDD1,TRUE,TRUE,both
O43684,BUB3,TRUE,TRUE,both
P49902,NT5C2,TRUE,TRUE,both
Q9UNF0,PACSIN2,TRUE,TRUE,both
Q9NQX3,GPHN,TRUE,TRUE,both
Q96CT7,CCDC124,TRUE,TRUE,both
Q9H3K2,GHITM,TRUE,TRUE,both
Q92667,AKAP1,TRUE,TRUE,both
P53384,NUBP1,TRUE,TRUE,both
Q8TD30,GPT2,TRUE,TRUE,both
Q86UT6,NLRX1,TRUE,TRUE,both
Q9UDT6,CLIP2,TRUE,TRUE,both
P36873,PPP1CC,TRUE,TRUE,both
P49354,FNTA,TRUE,TRUE,both
Q9UNH7,SNX6,TRUE,TRUE,both
Q9BXS5,AP1M1,TRUE,TRUE,both
Q86YB7,ECHDC2,TRUE,TRUE,both
P00326,ADH1C,TRUE,TRUE,both
P54577,YARS1,TRUE,TRUE,both
O00193,SMAP,TRUE,FALSE,sam_only
Q712K3,UBE2R2,TRUE,TRUE,both
O15427,SLC16A3,TRUE,TRUE,both
Q96S99,PLEKHF1,TRUE,TRUE,both
P53701,HCCS,TRUE,TRUE,both
P26196,DDX6,TRUE,TRUE,both
Q16821,PPP1R3A,TRUE,TRUE,both
Q10713,PMPCA,TRUE,TRUE,both
Q9HAB8,PPCS,TRUE,TRUE,both
Q9BY44,EIF2A,TRUE,TRUE,both
Q12955,ANK3,TRUE,TRUE,both
Q13405,MRPL49,TRUE,TRUE,both
Q4G0N4,NADK2,TRUE,TRUE,both
Q9NXR7,BABAM2,TRUE,TRUE,both
Q96HY6,DDRGK1,TRUE,TRUE,both
Q9UK41,VPS28,TRUE,TRUE,both
Q7L5D6,GET4,TRUE,TRUE,both
P22570,FDXR,TRUE,TRUE,both
Q01814,ATP2B2,TRUE,TRUE,both
Q8WVM8,SCFD1,TRUE,TRUE,both
Q9P2T1,GMPR2,TRUE,TRUE,both
Q9BXW6,OSBPL1A,TRUE,TRUE,both
Q9H2J4,PDCL3,TRUE,TRUE,both
Q9BZZ5,API5,TRUE,TRUE,both
Q9Y5P6,GMPPB,TRUE,TRUE,both
Q14157,UBAP2L,TRUE,TRUE,both
Q9H2W6,MRPL46,TRUE,TRUE,both
Q16629,SRSF7,TRUE,TRUE,both
Q9Y3A3,MOB4,TRUE,TRUE,both
Q9H8Y8,GORASP2,TRUE,TRUE,both
Q96EP5,DAZAP1,TRUE,TRUE,both
Q8TD19,NEK9,TRUE,TRUE,both
Q8WWM9,CYGB,TRUE,TRUE,both
Q92783,STAM,TRUE,TRUE,both
P36404,ARL2,TRUE,TRUE,both
Q96GD0,PDXP,TRUE,TRUE,both
Q9NTJ4,MAN2C1,TRUE,TRUE,both
P62714,PPP2CB,TRUE,TRUE,both
Q9BV86,NTMT1,TRUE,TRUE,both
Q8NCA5,FAM98A,TRUE,TRUE,both
P02786,TFRC,TRUE,TRUE,both
Q9NP81,SARS2,TRUE,TRUE,both
Q16890,TPD52L1,TRUE,TRUE,both
Q9BZE1,MRPL37,TRUE,TRUE,both
Q96FZ7,CHMP6,TRUE,TRUE,both
P53992,SEC24C,TRUE,TRUE,both
Q9BW91,NUDT9,TRUE,TRUE,both
Q8N6M3,FITM2,TRUE,TRUE,both
P50897,PPT1,TRUE,TRUE,both
P61513,RPL37A,TRUE,TRUE,both
Q8IYS1,PM20D2,TRUE,TRUE,both
Q9Y224,RTRAF,TRUE,TRUE,both
P46108,CRK,TRUE,TRUE,both
P52294,KPNA1,TRUE,TRUE,both
Q9UHL4,DPP7,TRUE,TRUE,both
Q8WVI0,SMIM4,TRUE,TRUE,both
Q7Z7F7,MRPL55,TRUE,TRUE,both
P61803,DAD1,TRUE,TRUE,both
Q96EM0,L3HYPDH,TRUE,TRUE,both
Q15018,ABRAXAS2,TRUE,TRUE,both
Q14693,LPIN1,TRUE,TRUE,both
Q9UJW0,DCTN4,TRUE,TRUE,both
Q96K76,USP47,TRUE,TRUE,both
Q9NZJ9,NUDT4,TRUE,TRUE,both
P46977,STT3A,TRUE,TRUE,both
P50402,EMD,TRUE,TRUE,both
P78318,IGBP1,TRUE,TRUE,both
Q9Y6A9,SPCS1,TRUE,TRUE,both
P78527,PRKDC,TRUE,TRUE,both
Q13724,MOGS,TRUE,TRUE,both
Q9NUQ7,UFSP2,TRUE,TRUE,both
P25686,DNAJB2,TRUE,TRUE,both
O75935,DCTN3,TRUE,TRUE,both
P41252,IARS1,TRUE,TRUE,both
Q9Y4X5,ARIH1,TRUE,TRUE,both
Q9BV68,RNF126,TRUE,TRUE,both
P10746,UROS,TRUE,TRUE,both
Q8N163,CCAR2,TRUE,TRUE,both
Q96CD2,PPCDC,TRUE,TRUE,both
Q13283,G3BP1,TRUE,TRUE,both
Q8IYB8,SUPV3L1,TRUE,TRUE,both
Q9UIA9,XPO7,TRUE,TRUE,both
Q96C86,DCPS,TRUE,TRUE,both
Q9H910,JPT2,TRUE,TRUE,both
Q53HC9,EIPR1,TRUE,TRUE,both
P78356,PIP4K2B,TRUE,TRUE,both
O14562,UBFD1,TRUE,TRUE,both
Q9NS69,TOMM22,TRUE,TRUE,both
O14579,COPE,TRUE,TRUE,both
Q66K74,MAP1S,TRUE,TRUE,both
P62312,LSM6,TRUE,TRUE,both
O60841,EIF5B,TRUE,TRUE,both
P20020,ATP2B1,TRUE,TRUE,both
Q15714,TSC22D1,TRUE,TRUE,both
O95352,ATG7,TRUE,TRUE,both
Q6PGP7,TTC37,TRUE,FALSE,sam_only
Q9UHD1,CHORDC1,TRUE,TRUE,both
Q06210,GFPT1,TRUE,TRUE,both
P51608,MECP2,TRUE,TRUE,both
Q8TC12,RDH11,TRUE,TRUE,both
Q04206,RELA,TRUE,TRUE,both
Q99622,C12orf57,TRUE,TRUE,both
Q9NQ88,TIGAR,TRUE,TRUE,both
P02766,TTR,FALSE,TRUE,ours_only
P06703,S100A6,FALSE,TRUE,ours_only
P08758,ANXA5,FALSE,TRUE,ours_only
P69892,HBG2,FALSE,TRUE,ours_only
Q15847,ADIRF,FALSE,TRUE,ours_only
P10909,CLU,FALSE,TRUE,ours_only
P04264,KRT1,FALSE,TRUE,ours_only
P06702,S100A9,FALSE,TRUE,ours_only
P05109,S100A8,FALSE,TRUE,ours_only
P49747,COMP,FALSE,TRUE,ours_only
P05155,SERPING1,FALSE,TRUE,ours_only
P68032,ACTC1,FALSE,TRUE,ours_only
P04271,S100B,FALSE,TRUE,ours_only
P23141,CES1,FALSE,TRUE,ours_only
P05090,APOD,FALSE,TRUE,ours_only
P59666,DEFA3,FALSE,TRUE,ours_only
Q06828,FMOD,FALSE,TRUE,ours_only
P50238,CRIP1,FALSE,TRUE,ours_only
P13645,KRT10,FALSE,TRUE,ours_only
P08727,KRT19,FALSE,TRUE,ours_only
P18577,RHCE,FALSE,TRUE,ours_only
Q6P4A7,SFXN4,FALSE,TRUE,ours_only
Q5VVW2,GARNL3,FALSE,TRUE,ours_only
P02452,COL1A1,FALSE,TRUE,ours_only
O15260,SURF4,FALSE,TRUE,ours_only
P35443,THBS4,FALSE,TRUE,ours_only
P05787,KRT8,FALSE,TRUE,ours_only
P49327,FASN,FALSE,TRUE,ours_only
P02745,C1QA,FALSE,TRUE,ours_only
P36955,SERPINF1,FALSE,TRUE,ours_only
P01591,JCHAIN,FALSE,TRUE,ours_only
P08123,COL1A2,FALSE,TRUE,ours_only
P50914,RPL14,FALSE,TRUE,ours_only
Q99972,MYOC,FALSE,TRUE,ours_only
P59768,GNG2,FALSE,TRUE,ours_only
P60033,CD81,FALSE,TRUE,ours_only
P55083,MFAP4,FALSE,TRUE,ours_only
P02775,PPBP,FALSE,TRUE,ours_only
P50454,SERPINH1,FALSE,TRUE,ours_only
P10620,MGST1,FALSE,TRUE,ours_only
P35237,SERPINB6,FALSE,TRUE,ours_only
P56539,CAV3,FALSE,TRUE,ours_only
Q16363,LAMA4,FALSE,TRUE,ours_only
P35908,KRT2,FALSE,TRUE,ours_only
P02649,APOE,FALSE,TRUE,ours_only
P51911,CNN1,FALSE,TRUE,ours_only
Q969G5,CAVIN3,FALSE,TRUE,ours_only
P00488,F13A1,FALSE,TRUE,ours_only
P00746,CFD,FALSE,TRUE,ours_only
O75339,CILP,FALSE,TRUE,ours_only
O95445,APOM,FALSE,TRUE,ours_only
P43121,MCAM,FALSE,TRUE,ours_only
P00739,HPR,FALSE,TRUE,ours_only
Q05469,LIPE,FALSE,TRUE,ours_only
P35542,SAA4,FALSE,TRUE,ours_only
Q9NPC6,MYOZ2,FALSE,TRUE,ours_only
Q6DD88,ATL3,FALSE,TRUE,ours_only
Q9Y2S6,TMA7,FALSE,TRUE,ours_only
P21926,CD9,FALSE,TRUE,ours_only
Q08431,MFGE8,FALSE,TRUE,ours_only
O43175,PHGDH,FALSE,TRUE,ours_only
O95183,VAMP5,FALSE,TRUE,ours_only
Q05707,COL14A1,FALSE,TRUE,ours_only
P13611,VCAN,FALSE,TRUE,ours_only
Q99715,COL12A1,FALSE,TRUE,ours_only
E9PAV3,NACA,FALSE,TRUE,ours_only
Q96L96,ALPK3,FALSE,TRUE,ours_only
P30740,SERPINB1,FALSE,TRUE,ours_only
O60701,UGDH,FALSE,TRUE,ours_only
P08697,SERPINF2,FALSE,TRUE,ours_only
P81605,DCD,FALSE,TRUE,ours_only
Q06278,AOX1,FALSE,TRUE,ours_only
P03952,KLKB1,FALSE,TRUE,ours_only
Q6NUM9,RETSAT,FALSE,TRUE,ours_only
P35580,MYH10,FALSE,TRUE,ours_only
Q12765,SCRN1,FALSE,TRUE,ours_only
Q969V3,NCLN,FALSE,TRUE,ours_only
P07942,LAMB1,FALSE,TRUE,ours_only
Q8IVF2,AHNAK2,FALSE,TRUE,ours_only
Q08495,DMTN,FALSE,TRUE,ours_only
Q9P2E9,RRBP1,FALSE,TRUE,ours_only
Q14956,GPNMB,FALSE,TRUE,ours_only
Q5KU26,COLEC12,FALSE,TRUE,ours_only
P82921,MRPS21,FALSE,TRUE,ours_only
A0AVT1,UBA6,FALSE,TRUE,ours_only
P07996,THBS1,FALSE,TRUE,ours_only
P62910,RPL32,FALSE,TRUE,ours_only
Q14112,NID2,FALSE,TRUE,ours_only
P02462,COL4A1,FALSE,TRUE,ours_only
Q5TDH0,DDI2,FALSE,TRUE,ours_only
Q14019,COTL1,FALSE,TRUE,ours_only
O95260,ATE1,FALSE,TRUE,ours_only
P31323,PRKAR2B,FALSE,TRUE,ours_only
Q5JWF2,GNAS,FALSE,TRUE,ours_only
P02533,KRT14,FALSE,TRUE,ours_only
P11498,PC,FALSE,TRUE,ours_only
Q99707,MTR,FALSE,TRUE,ours_only
Q9UNN8,PROCR,FALSE,TRUE,ours_only
P06276,BCHE,FALSE,TRUE,ours_only
Q86VD7,SLC25A42,FALSE,TRUE,ours_only
Q9Y3Z3,SAMHD1,FALSE,TRUE,ours_only
Q9NRG4,SMYD2,FALSE,TRUE,ours_only
P53396,ACLY,FALSE,TRUE,ours_only
P07225,PROS1,FALSE,TRUE,ours_only
Q9Y5Y7,LYVE1,FALSE,TRUE,ours_only
P82675,MRPS5,FALSE,TRUE,ours_only
O60879,DIAPH2,FALSE,TRUE,ours_only
Q16643,DBN1,FALSE,TRUE,ours_only
P46821,MAP1B,FALSE,TRUE,ours_only
Q13061,TRDN,FALSE,TRUE,ours_only
Q53TN4,CYBRD1,FALSE,TRUE,ours_only
P43007,SLC1A4,FALSE,TRUE,ours_only
O75781,PALM,FALSE,TRUE,ours_only
P22897,MRC1,FALSE,TRUE,ours_only
P09496,CLTA,FALSE,TRUE,ours_only
Q9UM00,TMCO1,FALSE,TRUE,ours_only
O14791,APOL1,FALSE,TRUE,ours_only
Q07065,CKAP4,FALSE,TRUE,ours_only
P11413,G6PD,FALSE,TRUE,ours_only
P29373,CRABP2,FALSE,TRUE,ours_only
P36269,GGT5,FALSE,TRUE,ours_only
Q96E11,MRRF,FALSE,TRUE,ours_only
Q07866,KLC1,FALSE,TRUE,ours_only
Q9HAV7,GRPEL1,FALSE,TRUE,ours_only
P03950,ANG,FALSE,TRUE,ours_only
Q15392,DHCR24,FALSE,TRUE,ours_only
P49908,SELENOP,FALSE,TRUE,ours_only
Q8N0U8,VKORC1L1,FALSE,TRUE,ours_only
P08571,CD14,FALSE,TRUE,ours_only
P14207,FOLR2,FALSE,TRUE,ours_only
Q8IYB5,SMAP1,FALSE,TRUE,ours_only
Q96F85,CNRIP1,FALSE,TRUE,ours_only
P16070,CD44,FALSE,TRUE,ours_only
P09486,SPARC,FALSE,TRUE,ours_only
P20472,PVALB,FALSE,TRUE,ours_only
Q9ULV4,CORO1C,FALSE,TRUE,ours_only
P16949,STMN1,FALSE,TRUE,ours_only
P13647,KRT5,FALSE,TRUE,ours_only
Q9UHY1,NRBP1,FALSE,TRUE,ours_only
Q99504,EYA3,FALSE,TRUE,ours_only
Q9Y3B8,REXO2,FALSE,TRUE,ours_only
P09668,CTSH,FALSE,TRUE,ours_only
P23229,ITGA6,FALSE,TRUE,ours_only
O75636,FCN3,FALSE,TRUE,ours_only
Q9Y2V2,CARHSP1,FALSE,TRUE,ours_only
Q6IQ22,RAB12,FALSE,TRUE,ours_only
Q9UEY8,ADD3,FALSE,TRUE,ours_only
Q16610,ECM1,FALSE,TRUE,ours_only
P12829,MYL4,FALSE,TRUE,ours_only
O75955,FLOT1,FALSE,TRUE,ours_only
O43143,DHX15,FALSE,TRUE,ours_only
Q96D15,RCN3,FALSE,TRUE,ours_only
Q14254,FLOT2,FALSE,TRUE,ours_only
P61421,ATP6V0D1,FALSE,TRUE,ours_only
P53634,CTSC,FALSE,TRUE,ours_only
P34913,EPHX2,FALSE,TRUE,ours_only
Q86UX7,FERMT3,FALSE,TRUE,ours_only
Q9HCU0,CD248,FALSE,TRUE,ours_only
Q86V81,ALYREF,FALSE,TRUE,ours_only
P58005,SESN3,FALSE,TRUE,ours_only
P21589,NT5E,FALSE,TRUE,ours_only
O43301,HSPA12A,FALSE,TRUE,ours_only
P61254,RPL26,FALSE,TRUE,ours_only
Q9H0Z9,RBM38,FALSE,TRUE,ours_only
P40121,CAPG,FALSE,TRUE,ours_only
P02461,COL3A1,FALSE,TRUE,ours_only
Q86U28,ISCA2,FALSE,TRUE,ours_only
Q16647,PTGIS,FALSE,TRUE,ours_only
Q6UW78,UQCC3,FALSE,TRUE,ours_only
P54868,HMGCS2,FALSE,TRUE,ours_only
Q07954,LRP1,FALSE,TRUE,ours_only
Q96CB9,NSUN4,FALSE,TRUE,ours_only
Q9UKL6,PCTP,FALSE,TRUE,ours_only
Q92954,PRG4,FALSE,TRUE,ours_only
P63096,GNAI1,FALSE,TRUE,ours_only
P00156,MT-CYB,FALSE,TRUE,ours_only
Q86VB7,CD163,FALSE,TRUE,ours_only
Q02818,NUCB1,FALSE,TRUE,ours_only
Q9BUB7,TMEM70,FALSE,TRUE,ours_only
Q96GZ6,SLC41A3,FALSE,TRUE,ours_only
P48509,CD151,FALSE,TRUE,ours_only
Q9P0P8,MTRES1,FALSE,TRUE,ours_only
Q9Y3E7,CHMP3,FALSE,TRUE,ours_only
Q9UJ68,MSRA,FALSE,TRUE,ours_only
O60826,CCDC22,FALSE,TRUE,ours_only
P52597,HNRNPF,FALSE,TRUE,ours_only
Q12846,STX4,FALSE,TRUE,ours_only
P40261,NNMT,FALSE,TRUE,ours_only
Q14139,UBE4A,FALSE,TRUE,ours_only
Q92879,CELF1,FALSE,TRUE,ours_only
P01344,IGF2,FALSE,TRUE,ours_only
P56199,ITGA1,FALSE,TRUE,ours_only
P39210,MPV17,FALSE,TRUE,ours_only
P07686,HEXB,FALSE,TRUE,ours_only
Q9Y450,HBS1L,FALSE,TRUE,ours_only
Q9Y6Y8,SEC23IP,FALSE,TRUE,ours_only
Q14696,MESD,FALSE,TRUE,ours_only
P62304,SNRPE,FALSE,TRUE,ours_only
Q15031,LARS2,FALSE,TRUE,ours_only
P27487,DPP4,FALSE,TRUE,ours_only
Q13113,PDZK1IP1,FALSE,TRUE,ours_only
Q9BWM7,SFXN3,FALSE,TRUE,ours_only
P05164,MPO,FALSE,TRUE,ours_only
P04275,VWF,FALSE,TRUE,ours_only
Q9HAT2,SIAE,FALSE,TRUE,ours_only
P61006,RAB8A,FALSE,TRUE,ours_only
P11234,RALB,FALSE,TRUE,ours_only
Q17R31,TATDN3,FALSE,TRUE,ours_only
O14735,CDIPT,FALSE,TRUE,ours_only
P50135,HNMT,FALSE,TRUE,ours_only
P02788,LTF,FALSE,TRUE,ours_only
P47914,RPL29,FALSE,TRUE,ours_only
Q8WUY1,THEM6,FALSE,TRUE,ours_only
Q00341,HDLBP,FALSE,TRUE,ours_only
O75828,CBR3,FALSE,TRUE,ours_only
Q9UMR2,DDX19B,FALSE,TRUE,ours_only
Q96EL3,MRPL53,FALSE,TRUE,ours_only
Q96S52,PIGS,FALSE,TRUE,ours_only
Q9BR76,CORO1B,FALSE,TRUE,ours_only
O15067,PFAS,FALSE,TRUE,ours_only
Q8IUX7,AEBP1,FALSE,TRUE,ours_only
P46778,RPL21,FALSE,TRUE,ours_only
Q92597,NDRG1,FALSE,TRUE,ours_only
P15586,GNS,FALSE,TRUE,ours_only
Q8N465,D2HGDH,FALSE,TRUE,ours_only
Q8NBN7,RDH13,FALSE,TRUE,ours_only
P04350,TUBB4A,FALSE,TRUE,ours_only
Q8N0X4,CLYBL,FALSE,TRUE,ours_only
O15075,DCLK1,FALSE,TRUE,ours_only
Q86Y82,STX12,FALSE,TRUE,ours_only
Q9H477,RBKS,FALSE,TRUE,ours_only
Q9NSK7,C19orf12,FALSE,TRUE,ours_only
Q9BPX6,MICU1,FALSE,TRUE,ours_only
Q7LBR1,CHMP1B,FALSE,TRUE,ours_only
Q9C0C2,TNKS1BP1,FALSE,TRUE,ours_only
Q9Y3U8,RPL36,FALSE,TRUE,ours_only
Q05655,PRKCD,FALSE,TRUE,ours_only
Q9Y2J2,EPB41L3,FALSE,TRUE,ours_only
Q9H6K4,OPA3,FALSE,TRUE,ours_only
Q9UPQ0,LIMCH1,FALSE,TRUE,ours_only
P00742,F10,FALSE,TRUE,ours_only
Q9NZL4,HSPBP1,FALSE,TRUE,ours_only
Q96RS6,NUDCD1,FALSE,TRUE,ours_only
P01040,CSTA,FALSE,TRUE,ours_only
A1L0T0,ILVBL,FALSE,TRUE,ours_only
O75882,ATRN,FALSE,TRUE,ours_only
Q6P1A2,LPCAT3,FALSE,TRUE,ours_only
Q8N5X7,EIF4E3,FALSE,TRUE,ours_only
P05154,SERPINA5,FALSE,TRUE,ours_only
O60869,EDF1,FALSE,TRUE,ours_only
Q96P70,IPO9,FALSE,TRUE,ours_only
P49789,FHIT,FALSE,TRUE,ours_only
Q15113,PCOLCE,FALSE,TRUE,ours_only
Q9BYV7,BCO2,FALSE,TRUE,ours_only
Q9NPA0,EMC7,FALSE,TRUE,ours_only
A5D6W6,FITM1,FALSE,TRUE,ours_only
P61011,SRP54,FALSE,TRUE,ours_only
Q9NRN7,AASDHPPT,FALSE,TRUE,ours_only
Q5RI15,COX20,FALSE,TRUE,ours_only
O43504,LAMTOR5,FALSE,TRUE,ours_only
Q13151,HNRNPA0,FALSE,TRUE,ours_only
Q01844,EWSR1,FALSE,TRUE,ours_only
Q14344,GNA13,FALSE,TRUE,ours_only
Q14677,CLINT1,FALSE,TRUE,ours_only
P53680,AP2S1,FALSE,TRUE,ours_only
Q9Y6N1,COX11,FALSE,TRUE,ours_only
P32455,GBP1,FALSE,TRUE,ours_only
P62253,UBE2G1,FALSE,TRUE,ours_only
Q30154,HLA-DRB5,FALSE,TRUE,ours_only
Q53H12,AGK,FALSE,TRUE,ours_only
Q9Y3D9,MRPS23,FALSE,TRUE,ours_only
Q04941,PLP2,FALSE,TRUE,ours_only
Q9H1C7,CYSTM1,FALSE,TRUE,ours_only
O95278,EPM2A,FALSE,TRUE,ours_only
O14498,ISLR,FALSE,TRUE,ours_only
Q15386,UBE3C,FALSE,TRUE,ours_only
O14828,SCAMP3,FALSE,TRUE,ours_only
Q9Y3A6,TMED5,FALSE,TRUE,ours_only
P35221,CTNNA1,FALSE,TRUE,ours_only
P50583,NUDT2,FALSE,TRUE,ours_only
A5D8V6,VPS37C,FALSE,TRUE,ours_only
Q9Y276,BCS1L,FALSE,TRUE,ours_only
Q92973,TNPO1,FALSE,TRUE,ours_only
Q9UNN5,FAF1,FALSE,TRUE,ours_only
Q9ULZ3,PYCARD,FALSE,TRUE,ours_only
Q9BVJ7,DUSP23,FALSE,TRUE,ours_only
P80723,BASP1,FALSE,TRUE,ours_only
Q96IV0,NGLY1,FALSE,TRUE,ours_only
Q96A35,MRPL24,FALSE,TRUE,ours_only
Q9BRJ2,MRPL45,FALSE,TRUE,ours_only
Q15438,CYTH1,FALSE,TRUE,ours_only
P61626,LYZ,FALSE,TRUE,ours_only
Q9UBG0,MRC2,FALSE,TRUE,ours_only
Q06190,PPP2R3A,FALSE,TRUE,ours_only
Q8IWL3,HSCB,FALSE,TRUE,ours_only
Q6H8Q1,ABLIM2,FALSE,TRUE,ours_only
P50148,GNAQ,FALSE,TRUE,ours_only
Q9UBE0,SAE1,FALSE,TRUE,ours_only
O60488,ACSL4,FALSE,TRUE,ours_only
Q9Y3B3,TMED7,FALSE,TRUE,ours_only
Q9HB90,RRAGC,FALSE,TRUE,ours_only
P46060,RANGAP1,FALSE,TRUE,ours_only
Q92747,ARPC1A,FALSE,TRUE,ours_only
Q9Y639,NPTN,FALSE,TRUE,ours_only
Q92882,OSTF1,FALSE,TRUE,ours_only
Q12849,GRSF1,FALSE,TRUE,ours_only
Q5TA50,CPTP,FALSE,TRUE,ours_only
Q06136,KDSR,FALSE,TRUE,ours_only
O43826,SLC37A4,FALSE,TRUE,ours_only
Q8N4H5,TOMM5,FALSE,TRUE,ours_only
Q96S96,PEBP4,FALSE,TRUE,ours_only
P55058,PLTP,FALSE,TRUE,ours_only
P49023,PXN,FALSE,TRUE,ours_only
P62072,TIMM10,FALSE,TRUE,ours_only
P12004,PCNA,FALSE,TRUE,ours_only
Q13451,FKBP5,FALSE,TRUE,ours_only
P60602,ROMO1,FALSE,TRUE,ours_only
O95777,LSM8,FALSE,TRUE,ours_only
Q13153,PAK1,FALSE,TRUE,ours_only
Q9NYL9,TMOD3,FALSE,TRUE,ours_only
P55899,FCGRT,FALSE,TRUE,ours_only
Q9P2B2,PTGFRN,FALSE,TRUE,ours_only
Q99538,LGMN,FALSE,TRUE,ours_only
Q5ZPR3,CD276,FALSE,TRUE,ours_only
Q96AG3,SLC25A46,FALSE,TRUE,ours_only
P08621,SNRNP70,FALSE,TRUE,ours_only
Q96FQ6,S100A16,FALSE,TRUE,ours_only
Q7Z4H3,HDDC2,FALSE,TRUE,ours_only
Q9H0U3,MAGT1,FALSE,TRUE,ours_only
Q9BXB4,OSBPL11,FALSE,TRUE,ours_only
Q7L0Y3,TRMT10C,FALSE,TRUE,ours_only
Q8WTS1,ABHD5,FALSE,TRUE,ours_only
P98179,RBM3,FALSE,TRUE,ours_only
Q9UK76,JPT1,FALSE,TRUE,ours_only
P28906,CD34,FALSE,TRUE,ours_only
Q8WZA9,IRGQ,FALSE,TRUE,ours_only
Q13263,TRIM28,FALSE,TRUE,ours_only
Q9BVA1,TUBB2B,FALSE,TRUE,ours_only
Q8WXH0,SYNE2,FALSE,TRUE,ours_only
Q7Z422,SZRD1,FALSE,TRUE,ours_only
Q5QJ74,TBCEL,FALSE,TRUE,ours_only
Q0VAK6,LMOD3,FALSE,TRUE,ours_only
Q9NUQ8,ABCF3,FALSE,TRUE,ours_only
Q8N5K1,CISD2,FALSE,TRUE,ours_only
P19256,CD58,FALSE,TRUE,ours_only
O95834,EML2,FALSE,TRUE,ours_only
Q3SXM5,HSDL1,FALSE,TRUE,ours_only
O00161,SNAP23,FALSE,TRUE,ours_only
Q96JY6,PDLIM2,FALSE,TRUE,ours_only
Q8TCS8,PNPT1,FALSE,TRUE,ours_only
P31749,AKT1,FALSE,TRUE,ours_only
O43747,AP1G1,FALSE,TRUE,ours_only
P43243,MATR3,FALSE,TRUE,ours_only
P41227,NAA10,FALSE,TRUE,ours_only
P46937,YAP1,FALSE,TRUE,ours_only
Q9NVT9,ARMC1,FALSE,TRUE,ours_only
P82650,MRPS22,FALSE,TRUE,ours_only
P40616,ARL1,FALSE,TRUE,ours_only
Q9H7C4,SYNC,FALSE,TRUE,ours_only
Q9BXJ9,NAA15,FALSE,TRUE,ours_only
Q07812,BAX,FALSE,TRUE,ours_only
O95302,FKBP9,FALSE,TRUE,ours_only
Q9Y3C4,TPRKB,FALSE,TRUE,ours_only
Q9BQE3,TUBA1C,FALSE,TRUE,ours_only
Q9Y3D7,PAM16,FALSE,TRUE,ours_only
Q8IVD9,NUDCD3,FALSE,TRUE,ours_only
Q92598,HSPH1,FALSE,TRUE,ours_only
Q8WZ82,OVCA2,FALSE,TRUE,ours_only
Q99797,MIPEP,FALSE,TRUE,ours_only
Q9H8M7,MINDY3,FALSE,TRUE,ours_only
Q15717,ELAVL1,FALSE,TRUE,ours_only
L0R6Q1,SLC35A4,FALSE,TRUE,ours_only
O96007,MOCS2,FALSE,TRUE,ours_only
P80108,GPLD1,FALSE,TRUE,ours_only
Q8IXM3,MRPL41,FALSE,TRUE,ours_only
Q68EM7,ARHGAP17,FALSE,TRUE,ours_only
P0CW19,LIMS3,FALSE,TRUE,ours_only
Q9NR50,EIF2B3,FALSE,TRUE,ours_only
O95870,ABHD16A,FALSE,TRUE,ours_only
Q5T013,HYI,FALSE,TRUE,ours_only
Q16576,RBBP7,FALSE,TRUE,ours_only
Q5JVF3,PCID2,FALSE,TRUE,ours_only
Q06432,CACNG1,FALSE,TRUE,ours_only
Q92552,MRPS27,FALSE,TRUE,ours_only
Q9HC35,EML4,FALSE,TRUE,ours_only
P22087,FBL,FALSE,TRUE,ours_only
Q9Y2Q5,LAMTOR2,FALSE,TRUE,ours_only
Q9Y315,DERA,FALSE,TRUE,ours_only
P32456,GBP2,FALSE,TRUE,ours_only
Q8N183,NDUFAF2,FALSE,TRUE,ours_only
P45877,PPIC,FALSE,TRUE,ours_only
P04233,CD74,FALSE,TRUE,ours_only
Q9Y6E0,STK24,FALSE,TRUE,ours_only
Q9BVG4,PBDC1,FALSE,TRUE,ours_only
Q9UMX5,NENF,FALSE,TRUE,ours_only
Q7L576,CYFIP1,FALSE,TRUE,ours_only
Q15276,RABEP1,FALSE,TRUE,ours_only
Q9H4I9,SMDT1,FALSE,TRUE,ours_only
O75937,DNAJC8,FALSE,TRUE,ours_only
Q15036,SNX17,FALSE,TRUE,ours_only
Q96DA6,DNAJC19,FALSE,TRUE,ours_only
Q14166,TTLL12,FALSE,TRUE,ours_only
Q9BZE9,ASPSCR1,FALSE,TRUE,ours_only
Q8TB22,SPATA20,FALSE,TRUE,ours_only
Q8TD55,PLEKHO2,FALSE,TRUE,ours_only
Q6PI78,TMEM65,FALSE,TRUE,ours_only
Q8IWE2,FAM114A1,FALSE,TRUE,ours_only
Q15493,RGN,FALSE,TRUE,ours_only
Q8IVP5,FUNDC1,FALSE,TRUE,ours_only
Q9Y2Q9,MRPS28,FALSE,TRUE,ours_only
Q08J23,NSUN2,FALSE,TRUE,ours_only
P42167,TMPO,FALSE,TRUE,ours_only
Q8WUX9,CHMP7,FALSE,TRUE,ours_only
Q6ICL3,TANGO2,FALSE,TRUE,ours_only
Q9Y2H1,STK38L,FALSE,TRUE,ours_only
Q53EU6,GPAT3,FALSE,TRUE,ours_only
