module,group,gene,z
blue,H_T1,SGCB,0.6017669300626222
blue,H_T1,SGCA,0.4006224609589889
blue,H_T1,CLPP,0.5173646723191878
blue,H_T1,KYAT1,0.7551677517455855
blue,H_T1,HAGH,0.3200022405833032
blue,H_T1,PPP1R3A,0.4454509229208933
blue,H_T1,TXNRD1,0.644310451211116
blue,H_T1,IAH1,0.5155156906044778
blue,H_T1,TIMM50,0.8544548176914164
blue,H_T1,LGALSL,0.5315388294241499
blue,H_T1,FAM98B,0.6195651896829671
blue,H_T1,GPAT3,0.2813669128374642
blue,H_T1,HIKESHI,0.5259157594025471
blue,H_T1,PDLIM3,0.5607295160805064
blue,H_T1,DCAF6,0.33547494003711653
blue,H_T1,CAVIN4,0.6407548049481754
blue,H_T1,PITRM1,0.3048667307465297
blue,H_T1,PHYHD1,0.16974670649654638
blue,H_T1,CPTP,0.4668009741775762
blue,H_T1,LYPLAL1,0.25711899922348536
blue,H_T1,SYPL2,1.0672784490687985
blue,H_T1,ECPAS,0.9449037386973865
blue,H_T1,RNF123,0.4328845418514365
blue,H_T1,MAP1S,0.8245461640818437
blue,H_T1,NXN,0.6565097293809067
blue,H_T1,PTRHD1,0.7877863047559628
blue,H_T1,DHRS7B,0.919320978878225
blue,H_T1,TWF2,0.2624189809619755
blue,H_T1,RAB12,0.6856413202162849
blue,H_T1,RCSD1,0.5805484656442814
blue,H_T1,RWDD4,0.4026649166674424
blue,H_T1,LPCAT3,0.7872167532347705
blue,H_T1,TATDN1,0.16035378060585864
blue,H_T1,TMEM205,0.6893936628079546
blue,H_T1,TRIM72,0.13253506644652932
blue,H_T1,TOM1L2,0.3094079956641726
blue,H_T1,XIRP1,0.3267505318989992
blue,H_T1,UBE2R2,0.07775580236121396
blue,H_T1,COPS6,0.4047674143975941
blue,H_T1,CHMP1B,-0.12028123558999318
blue,H_T1,MYH14,1.0814509116455713
blue,H_T1,MAVS,1.2047951565795438
blue,H_T1,MYPN,-0.012044192749951305
blue,H_T1,SRL,0.6496896740640916
blue,H_T1,PRUNE1,1.0553041787620825
blue,H_T1,MDP1,-0.28440245084439875
blue,H_T1,NRAP,0.5479078938423766
blue,H_T1,VPS36,0.09401848425803008
blue,H_T1,CARM1,0.6302576902726682
blue,H_T1,NIT1,0.6529828805262489
blue,H_T1,DNAAF5,0.7124694775945228
blue,H_T1,NAXD,0.6711672510479206
blue,H_T1,UNC45B,0.47933429663970106
blue,H_T1,SIRT2,0.4205294913406126
blue,H_T1,PM20D2,0.5881445707486914
blue,H_T1,ADSS1,0.37278862772638177
blue,H_T1,NUP93,0.8724532183266192
blue,H_T1,LRRC47,0.8493011607314551
blue,H_T1,GPD1L,0.6562390377838545
blue,H_T1,EHBP1L1,0.9929409859093312
blue,H_T1,TXLNB,0.6737715840822711
blue,H_T1,JAGN1,0.7906470633108209
blue,H_T1,PTGR2,0.20455748405079016
blue,H_T1,SMYD1,0.34726541061186444
blue,H_T1,NHLRC2,0.6395351975550724
blue,H_T1,SERBP1,0.16454559933721882
blue,H_T1,NPEPL1,0.5989402919973994
blue,H_T1,ADPRHL1,0.858131797263505
blue,H_T1,ABCF1,0.6114154812175588
blue,H_T1,MCU,0.5021487409875884
blue,H_T1,ATL2,0.7589029543204904
blue,H_T1,NPLOC4,0.46584518974325145
blue,H_T1,NUBPL,0.22336081864246582
blue,H_T1,DEPTOR,0.46589630226058976
blue,H_T1,UBA3,0.178224691734247
blue,H_T1,LRRC20,0.3749344747997601
blue,H_T1,SPPL2A,0.7028849912202947
blue,H_T1,CD99L2,0.651508127406269
blue,H_T1,NEK9,1.127114903510627
blue,H_T1,NEK7,0.5344225619322079
blue,H_T1,DTD1,0.2897843362718112
blue,H_T1,SETD7,0.22119843637025402
blue,H_T1,SCFD1,0.8600931746026653
blue,H_T1,DNAJA4,0.3827364519754096
blue,H_T1,PALLD,-0.04846021694945901
blue,H_T1,PSPC1,0.831954272138862
blue,H_T1,SYNE2,0.8787029172068115
blue,H_T1,DDX1,0.2307407837805643
blue,H_T1,UBXN4,0.5102206990582555
blue,H_T1,SGCD,0.5731665841033452
blue,H_T1,RABGGTA,0.7805392843985637
blue,H_T1,ARPC1A,0.6141447107455884
blue,H_T1,CELF1,0.9345220766083795
blue,H_T1,UFD1,0.3569938312980635
blue,H_T1,COPS5,0.7530325867057754
blue,H_T1,USP9X,0.13829184492635765
blue,H_T1,USP7,0.29956711236743355
blue,H_T1,CUL5,0.7372155391808809
blue,H_T1,ATP2A3,0.7558575079050401
blue,H_T1,RPL36AL,0.6524436412211416
blue,H_T1,FUBP1,0.6808487362902844
blue,H_T1,PBXIP1,0.7532767491083481
blue,H_T1,ARL8A,0.46935216325593
blue,H_T1,PTER,0.9643280845763286
blue,H_T1,ZBTB9,0.6240959006130534
blue,H_T1,GALM,0.36850125591679356
blue,H_T1,DCPS,0.7236715992067374
blue,H_T1,ISOC1,0.991772681564995
blue,H_T1,CMBL,0.3376892776596233
blue,H_T1,MSI2,0.7261011767311472
blue,H_T1,DYNLL2,0.5496978934210437
blue,H_T1,OTUB1,0.06841598415898312
blue,H_T1,CHMP6,0.584267784913191
blue,H_T1,AHCYL2,0.5342317101719957
blue,H_T1,BTF3L4,0.7664594967078029
blue,H_T1,USP47,0.7680178694972241
blue,H_T1,SENP8,0.1374389687863597
blue,H_T1,STAC3,0.7108335646779904
blue,H_T1,JSRP1,0.8772657930540582
blue,H_T1,CLIC6,0.19326382596027863
blue,H_T1,QKI,0.6543253764803387
blue,H_T1,VPS13A,0.7646345879492411
blue,H_T1,METTL26,0.7605683439194644
blue,H_T1,CLCC1,0.2640860628750157
blue,H_T1,PLEKHF1,0.3539218173663349
blue,H_T1,TBCB,0.23661331807171782
blue,H_T1,PSMD1,0.5504667294969722
blue,H_T1,PFDN5,0.4173860032914815
blue,H_T1,PLIN2,0.42939391750208655
blue,H_T1,EIF3C,1.0392082435919296
blue,H_T1,C12orf57,0.7293569375902302
blue,H_T1,CHP1,0.6954647610318299
blue,H_T1,NAP1L4,0.48370191022457876
blue,H_T1,MGST2,0.5858614718245256
blue,H_T1,TSG101,0.5475682152253702
blue,H_T1,PRMT1,0.8436733527696584
blue,H_T1,MACROD1,0.3627334942710634
blue,H_T1,WDR77,0.40089403232586973
blue,H_T1,FYCO1,0.8965137594892537
blue,H_T1,JPH2,0.2534217350983608
blue,H_T1,PLCD4,0.38912117063324636
blue,H_T1,VPS25,0.129691722890156
blue,H_T1,PELO,0.03676223907347599
blue,H_T1,NIPSNAP3B,0.17966082542764925
blue,H_T1,UBAC1,0.345314245222496
blue,H_T1,COPS4,0.24429170136711814
blue,H_T1,AARSD1,0.5560526082632902
blue,H_T1,THTPA,-0.050520577964455325
blue,H_T1,RNF126,0.445353989232162
blue,H_T1,NUDT9,0.4497764253113166
blue,H_T1,FUNDC2,0.6996242993274029
blue,H_T1,NT5C1A,0.6366305281218512
blue,H_T1,EIF2A,0.5697993451898803
blue,H_T1,NLN,-0.042106296177863586
blue,H_T1,TRIM54,0.3886450830278338
blue,H_T1,ASPSCR1,0.009062101742224016
blue,H_T1,UBL5,0.6847110479009333
blue,H_T1,UBXN6,-0.04060631524795583
blue,H_T1,ANKRD2,0.16873143001853977
blue,H_T1,NAA50,0.8691079299491513
blue,H_T1,PAIP1,-0.17961693594877334
blue,H_T1,TOLLIP,0.5099380646680798
blue,H_T1,PCBD2,0.2931398973065821
blue,H_T1,NT5C3A,0.6618142714900508
blue,H_T1,HDHD2,-0.14748512110108347
blue,H_T1,C11orf54,0.721556651917007
blue,H_T1,TMX4,0.80767646203249
blue,H_T1,MYLK2,0.7796382508641913
blue,H_T1,SLK,0.2357212485213261
blue,H_T1,C11orf68,0.23534963519780777
blue,H_T1,RWDD1,0.8867154210281353
blue,H_T1,RBKS,0.7676424946201648
blue,H_T1,POFUT1,0.43357139470904915
blue,H_T1,TMEM38A,0.38098071118253385
blue,H_T1,SYNC,0.2580013728058468
blue,H_T1,AAMDC,0.483139144885505
blue,H_T1,MINDY3,0.2172019052404064
blue,H_T1,ARMT1,0.3785898010355509
blue,H_T1,CAB39L,0.20837264921155638
blue,H_T1,TBC1D17,0.427190580557705
blue,H_T1,PARVB,0.1765032346904642
blue,H_T1,HHATL,0.7640658438040803
blue,H_T1,PREB,0.010475061257534543
blue,H_T1,JPH1,0.3656994178074091
blue,H_T1,RAB18,0.6710330883015729
blue,H_T1,VTA1,0.29343657351173513
blue,H_T1,HINT3,0.9356786331875317
blue,H_T1,PFDN4,0.5695088171405078
blue,H_T1,XPNPEP1,0.891714537053573
blue,H_T1,EIF2B3,0.6054569755848039
blue,H_T1,SMYD2,0.1908310639586288
blue,H_T1,PHPT1,0.07053324031489168
blue,H_T1,LANCL2,0.9564027753394967
blue,H_T1,FARSB,1.2811867152801493
blue,H_T1,MAN2C1,0.6460016258708141
blue,H_T1,CUTC,0.37182338131727943
blue,H_T1,UFSP2,-0.13168281928473125
blue,H_T1,DDX19A,0.5299801521113552
blue,H_T1,PNPO,0.6507516751677017
blue,H_T1,MARCHF5,0.7606699422790314
blue,H_T1,TUBA8,0.3884082557965839
blue,H_T1,MAP3K20,0.5236853871974773
blue,H_T1,TECR,0.19101383936225372
blue,H_T1,CLIC5,0.8190236186531381
blue,H_T1,MAT2B,0.43217010417304025
blue,H_T1,MYOF,0.5307601461717262
blue,H_T1,LMCD1,0.39529432080985233
blue,H_T1,CNIH4,0.6508114648601365
blue,H_T1,RNF181,0.65994766729539
blue,H_T1,LARS1,0.9033965259902912
blue,H_T1,ATXN10,0.5920588601653922
blue,H_T1,RNF7,0.7023860096433083
blue,H_T1,EIF3K,0.598490093958127
blue,H_T1,COPS7A,0.8831545457976395
blue,H_T1,HSPB7,0.7027308437720681
blue,H_T1,CLIP2,1.079376503498133
blue,H_T1,BCAP29,0.7101397751790174
blue,H_T1,CYB5R1,0.8191375727039713
blue,H_T1,PFDN2,0.6783246837377481
blue,H_T1,ENOPH1,0.5445309335697515
blue,H_T1,TRMT112,0.5130259134839391
blue,H_T1,LCMT1,0.35861321342503816
blue,H_T1,DCTN4,0.42674992596477546
blue,H_T1,VPS28,1.0679572556744774
blue,H_T1,JPT1,0.3366164665346611
blue,H_T1,APPL1,0.2872510412023738
blue,H_T1,PACSIN3,0.49560794763758764
blue,H_T1,RAB21,0.6987964437764016
blue,H_T1,DNPEP,0.8641257091950816
blue,H_T1,UBQLN1,0.8144804183457632
blue,H_T1,NDRG2,0.08759427467478133
blue,H_T1,VPS4A,0.844798157994705
blue,H_T1,STUB1,0.81332055388597
blue,H_T1,COPS3,0.508803240381474
blue,H_T1,NSFL1C,0.2642553879968079
blue,H_T1,PLCL2,0.11228232739595416
blue,H_T1,USP24,1.1531645858062438
blue,H_T1,MAPRE3,0.9634628957799661
blue,H_T1,NEU3,1.0327930153739573
blue,H_T1,CAMK2A,0.288204607489103
blue,H_T1,APOBEC2,0.7138752661607719
blue,H_T1,PIN4,0.2066145627546332
blue,H_T1,EIF3L,0.6530923307156126
blue,H_T1,PLAA,0.6037838376596871
blue,H_T1,VDAC3,0.38191821397912756
blue,H_T1,CFL2,0.42123146503722503
blue,H_T1,FARSA,0.42498126983070444
blue,H_T1,STK38L,0.6396085732246413
blue,H_T1,PADI2,0.41071101546826017
blue,H_T1,SUGT1,-0.011156335513672944
blue,H_T1,SH3GLB1,0.30528261244456134
blue,H_T1,CAB39,0.34535613234975915
blue,H_T1,LUC7L2,-0.09793458160370433
blue,H_T1,DHRS7,0.34608847795113096
blue,H_T1,MOB4,0.5957857337015124
blue,H_T1,SBDS,0.48798589903688605
blue,H_T1,TMED5,0.8435645706312396
blue,H_T1,TPRKB,0.23495865518544967
blue,H_T1,PPIL1,0.06321380324435126
blue,H_T1,STRAP,0.4981438662987946
blue,H_T1,RTCB,0.1352243654049794
blue,H_T1,HBS1L,1.112752380890356
blue,H_T1,DTNA,0.738700130336856
blue,H_T1,ARIH1,0.8994798814068579
blue,H_T1,RNF114,0.8856944451074427
blue,H_T1,ATP6V1D,0.5569116387070678
blue,H_T1,HEBP2,0.36328282307754134
blue,H_T1,FHOD1,0.7616190676867653
blue,H_T1,SAR1B,0.35294061949050276
blue,H_T1,BZW2,0.5773160380311035
blue,H_T1,DYNC1LI1,0.9304585905559236
blue,H_T1,SESN1,0.8772055065845784
blue,H_T1,SEC23IP,0.37305286126267545
turquoise,CRE_T1,ESYT2,-0.16684014206786296
turquoise,CRE_T1,MYO1C,0.25106409619338615
turquoise,CRE_T1,AP3B1,0.019811997702198467
turquoise,CRE_T1,PGRMC1,-0.6313479549035347
turquoise,CRE_T1,CLIC1,0.12499806821234542
turquoise,CRE_T1,EEF2K,0.10033638331772975
turquoise,CRE_T1,SDCBP,0.20853114650999688
turquoise,CRE_T1,ACACB,-0.27060271201235236
turquoise,CRE_T1,PDXK,-0.08721738241148616
turquoise,CRE_T1,ISLR,0.012269532284139259
turquoise,CRE_T1,COPE,-0.6150386794303354
turquoise,CRE_T1,ADAM10,-0.06829764299392616
turquoise,CRE_T1,TPP1,0.2874454276652908
turquoise,CRE_T1,PSMA7,-0.045227554256522993
turquoise,CRE_T1,MYL12B,-0.12405821711662914
turquoise,CRE_T1,HGS,0.016310953442951668
turquoise,CRE_T1,DCLK1,-0.15615955258013078
turquoise,CRE_T1,ARPC1B,-0.1474911074981387
turquoise,CRE_T1,ARPC2,-0.3868806546195195
turquoise,CRE_T1,ARPC3,-0.0491267080312898
turquoise,CRE_T1,CLIC2,0.27181310980438994
turquoise,CRE_T1,SURF4,-0.08727785996145822
turquoise,CRE_T1,PMM2,0.5794806083138965
turquoise,CRE_T1,STX7,0.16661699058454235
turquoise,CRE_T1,ARPC5,0.2853445978475652
turquoise,CRE_T1,PHGDH,0.020276694065855718
turquoise,CRE_T1,DYNC1LI2,0.024445787272899717
turquoise,CRE_T1,HSPA12A,0.10572302496162231
turquoise,CRE_T1,HNRNPR,-0.15002518491117045
turquoise,CRE_T1,TPD52L2,-0.0467210009840885
turquoise,CRE_T1,EPB41L2,0.05677486700231242
turquoise,CRE_T1,LAMTOR5,-0.39229911503650744
turquoise,CRE_T1,BUB3,-0.021603349871261033
turquoise,CRE_T1,ACTN4,-0.12489836331488467
turquoise,CRE_T1,GMFG,-0.1907564869130343
turquoise,CRE_T1,PLIN1,0.2363061908105302
turquoise,CRE_T1,SNX3,-0.02161186167360024
turquoise,CRE_T1,SYNCRIP,-0.519179414510985
turquoise,CRE_T1,UGDH,-0.4064824653651223
turquoise,CRE_T1,SNX2,-0.039839631656000525
turquoise,CRE_T1,CILP,-0.33219983610844767
turquoise,CRE_T1,PDCD6,0.0479452756892874
turquoise,CRE_T1,TBCA,0.3029608526123651
turquoise,CRE_T1,ATP6V1G1,-0.2570060325624351
turquoise,CRE_T1,SH3BGRL,0.05482715135324602
turquoise,CRE_T1,SEC22B,-0.014804072458541841
turquoise,CRE_T1,VPS26A,-0.29615015110313775
turquoise,CRE_T1,PALM,-0.33849939646024013
turquoise,CRE_T1,CBR3,-0.0713337389005025
turquoise,CRE_T1,IDH1,0.05831629371255705
turquoise,CRE_T1,ARL6IP5,-0.404309870570095
turquoise,CRE_T1,SNCG,0.062114331579435786
turquoise,CRE_T1,ABCA8,0.15986106456109034
turquoise,CRE_T1,AP2A2,0.18554923171820703
turquoise,CRE_T1,SEC31A,0.30864611310758683
turquoise,CRE_T1,RTN3,-0.01617791092414301
turquoise,CRE_T1,ATE1,-0.12421785171486924
turquoise,CRE_T1,PGLS,0.26280263945718635
turquoise,CRE_T1,SVIL,-0.11443366390649426
turquoise,CRE_T1,AP2A1,0.012507299630531496
turquoise,CRE_T1,CAVIN2,0.3883382067182658
turquoise,CRE_T1,DDAH2,0.21389972894569262
turquoise,CRE_T1,CYB5A,0.22269380663699428
turquoise,CRE_T1,ADH1B,0.04021419776561092
turquoise,CRE_T1,ADH1C,0.2858944934086888
turquoise,CRE_T1,LDHA,-0.5280257150184474
turquoise,CRE_T1,ALDH1A1,0.3212857104050421
turquoise,CRE_T1,GLUD1,-0.18969718631697097
turquoise,CRE_T1,CYB5R3,-0.21610636210983084
turquoise,CRE_T1,GSR,0.3153815650952775
turquoise,CRE_T1,SOD1,0.30463888497380204
turquoise,CRE_T1,F13A1,0.024229674749121015
turquoise,CRE_T1,PGK1,0.4297983084464871
turquoise,CRE_T1,CFD,-0.04120387054291398
turquoise,CRE_T1,CA2,0.11166163476874183
turquoise,CRE_T1,CST3,-0.10379146267998195
turquoise,CRE_T1,CSTA,0.21318250319751403
turquoise,CRE_T1,KRAS,0.47578543102609894
turquoise,CRE_T1,JCHAIN,0.35562389795343036
turquoise,CRE_T1,HLA-B,0.4774784287259312
turquoise,CRE_T1,HLA-DRA,0.44176376746718127
turquoise,CRE_T1,COL1A1,-0.4704822034158113
turquoise,CRE_T1,COL4A1,-0.31779176139799364
turquoise,CRE_T1,CRYAB,-0.2871582308103138
turquoise,CRE_T1,KRT14,0.009031724358074074
turquoise,CRE_T1,LMNA,-0.14068618918919468
turquoise,CRE_T1,C1QA,-0.004446967903868908
turquoise,CRE_T1,LRG1,-0.019853919431786653
turquoise,CRE_T1,TTR,-0.009335750341533324
turquoise,CRE_T1,FTL,-0.7781636660752529
turquoise,CRE_T1,ANG,-0.3813875817754653
turquoise,CRE_T1,ALDOA,-0.011067934418342303
turquoise,CRE_T1,CSTB,-0.20885163933805848
turquoise,CRE_T1,ANXA1,0.0991865552015724
turquoise,CRE_T1,THY1,-0.1516786913849165
turquoise,CRE_T1,KRT1,-0.40875249950972703
turquoise,CRE_T1,S100B,0.01752885704343773
turquoise,CRE_T1,VWF,0.09756818781202095
turquoise,CRE_T1,TUBB4A,-0.3226448758253773
turquoise,CRE_T1,GAPDH,-0.06552840058676192
turquoise,CRE_T1,HLA-A,-0.22012875161019946
turquoise,CRE_T1,CAPNS1,-0.14769662815906176
turquoise,CRE_T1,HSPB1,-0.494261511227696
turquoise,CRE_T1,RPN1,-0.3464358020140228
turquoise,CRE_T1,GNAI2,-0.0023437018294885253
turquoise,CRE_T1,GYPC,-0.15326124587033108
turquoise,CRE_T1,APOD,-0.12121484086755817
turquoise,CRE_T1,ALDH2,-0.0568047433704969
turquoise,CRE_T1,SERPINA5,0.06678719434803633
turquoise,CRE_T1,MPO,-0.3335098067517868
turquoise,CRE_T1,RPLP1,-0.2090226184837181
turquoise,CRE_T1,RPLP2,-0.4303688408556017
turquoise,CRE_T1,RPLP0,-0.33194681143483995
turquoise,CRE_T1,CLEC3B,-0.0457267994677543
turquoise,CRE_T1,SSB,-0.20526921795373781
turquoise,CRE_T1,ITGB1,0.0016165048794975728
turquoise,CRE_T1,KRT8,-0.3780342713694112
turquoise,CRE_T1,GSN,-0.13391679038733223
turquoise,CRE_T1,S100A6,0.1832859659887894
turquoise,CRE_T1,ENO1,-0.12446021677224477
turquoise,CRE_T1,EPHX1,-0.02546927048255132
turquoise,CRE_T1,DBI,0.014679716114089882
turquoise,CRE_T1,LDHB,0.23652101830214992
turquoise,CRE_T1,GPX1,-0.07762648994762354
turquoise,CRE_T1,P4HB,-0.32482247260837216
turquoise,CRE_T1,CTSD,0.044881652563637485
turquoise,CRE_T1,ANXA2,0.012253054996960135
turquoise,CRE_T1,TUBB,-0.26645307883250785
turquoise,CRE_T1,DCN,-0.10883695105402098
turquoise,CRE_T1,PSAP,-0.22308123966002066
turquoise,CRE_T1,HEXB,0.04423502016052635
turquoise,CRE_T1,PFN1,-0.31021195902502735
turquoise,CRE_T1,APRT,0.24505044848139843
turquoise,CRE_T1,CTSB,-0.12645950327090377
turquoise,CRE_T1,HSP90AA1,-0.41780116597962474
turquoise,CRE_T1,HNRNPC,-0.5661173178585786
turquoise,CRE_T1,LAMB1,-0.3234491472171569
turquoise,CRE_T1,THBS1,-0.2098041664554869
turquoise,CRE_T1,COL1A2,-0.41132910022595537
turquoise,CRE_T1,ANXA6,-0.23604922234061249
turquoise,CRE_T1,RHOC,-0.45658158669225013
turquoise,CRE_T1,HSP90AB1,-0.8034149088184455
turquoise,CRE_T1,SOD3,0.24350379121672902
turquoise,CRE_T1,CTSG,-0.13927904161657537
turquoise,CRE_T1,CD14,-0.19192915007412173
turquoise,CRE_T1,COL4A2,-0.4982223140137104
turquoise,CRE_T1,SNRNP70,0.044069521002460296
turquoise,CRE_T1,VIM,-0.001870351681919862
turquoise,CRE_T1,KRT19,-0.4610740428209377
turquoise,CRE_T1,GNAI3,-0.12335130354889311
turquoise,CRE_T1,ANXA5,-0.14686884737669845
turquoise,CRE_T1,RPSA,0.22995302318572777
turquoise,CRE_T1,CD63,0.021097257326298476
turquoise,CRE_T1,GSTP1,0.13289677000035607
turquoise,CRE_T1,LGALS1,0.094308245890223
turquoise,CRE_T1,HMGB1,0.3073550972725731
turquoise,CRE_T1,SPARC,0.0014197331814656464
turquoise,CRE_T1,CLTA,0.03422923020492419
turquoise,CRE_T1,CLTB,-0.3359572119424091
turquoise,CRE_T1,ANXA4,-0.010956684198734523
turquoise,CRE_T1,CNP,-0.06131834443235654
turquoise,CRE_T1,HNRNPA1,0.2170615224259647
turquoise,CRE_T1,CTSH,-0.36406101224776755
turquoise,CRE_T1,HSPA1A,-0.23149969495476522
turquoise,CRE_T1,CALM1,-0.21577305054487145
turquoise,CRE_T1,RO60,-0.06483718047511819
turquoise,CRE_T1,RRAS,0.3556320273430109
turquoise,CRE_T1,HLA-C,-0.11941153355042436
turquoise,CRE_T1,TXN,-0.24461066997717332
turquoise,CRE_T1,MGST1,0.28165955202289855
turquoise,CRE_T1,HSPA5,-0.46898262281997677
turquoise,CRE_T1,LAMC1,-0.2725662993272892
turquoise,CRE_T1,MYH3,0.07752939973623663
turquoise,CRE_T1,HSPA8,-0.3227190635304177
turquoise,CRE_T1,RALA,-0.37540139076321977
turquoise,CRE_T1,RALB,-0.4245793707306517
turquoise,CRE_T1,LAMP1,-0.31612333345405735
turquoise,CRE_T1,G6PD,-0.11113737229778739
turquoise,CRE_T1,PC,0.04265821969528359
turquoise,CRE_T1,ADH5,-0.10121463748856765
turquoise,CRE_T1,COL6A1,-0.3090363022222405
turquoise,CRE_T1,COL6A2,-0.3474060912860003
turquoise,CRE_T1,COL6A3,-0.32844978897251237
turquoise,CRE_T1,PEPD,-0.03117802992394985
turquoise,CRE_T1,XRCC6,-0.5353216601903079
turquoise,CRE_T1,IFITM1,0.4902140444826984
turquoise,CRE_T1,LAMP2,-0.3434936212666191
turquoise,CRE_T1,RNH1,0.16633121557444447
turquoise,CRE_T1,VCAN,-0.14643460036157643
turquoise,CRE_T1,KRT10,-0.48639512696659054
turquoise,CRE_T1,KRT5,-0.008308417089650461
turquoise,CRE_T1,PDIA4,-0.222598372600195
turquoise,CRE_T1,LCP1,-0.05095512684752522
turquoise,CRE_T1,PLS3,-0.03275377435264345
turquoise,CRE_T1,CD59,-0.4116471216914996
turquoise,CRE_T1,MIF,0.10344327306279677
turquoise,CRE_T1,FOLR2,-0.6417436782103121
turquoise,CRE_T1,PRKCSH,-0.19239370193243505
turquoise,CRE_T1,HCLS1,-0.39058034422646903
turquoise,CRE_T1,NID1,-0.22801861998922862
turquoise,CRE_T1,AKR1A1,-0.07588219661861761
turquoise,CRE_T1,HSP90B1,-0.2859688004257254
turquoise,CRE_T1,HNRNPL,-0.07706466819518519
turquoise,CRE_T1,JUP,-0.46143045176534303
turquoise,CRE_T1,CPA3,-0.1774482206937163
turquoise,CRE_T1,FABP4,-0.01596239639274255
turquoise,CRE_T1,GLUL,-0.5062127257995943
turquoise,CRE_T1,NME1,0.09397184207843137
turquoise,CRE_T1,GNS,0.030361394813907004
turquoise,CRE_T1,CD44,-0.0823312991907704
turquoise,CRE_T1,CBR1,-0.0329620982419363
turquoise,CRE_T1,PECAM1,-0.1908702174656657
turquoise,CRE_T1,CD36,-0.10345914368132123
turquoise,CRE_T1,FAH,0.18750369160196417
turquoise,CRE_T1,STMN1,-0.012677548479356574
turquoise,CRE_T1,LGALS3,-0.019277693629357877
turquoise,CRE_T1,RPL35A,-0.7589951077000131
turquoise,CRE_T1,ARF4,-0.363898168579352
turquoise,CRE_T1,RPL7,-0.4422263418214289
turquoise,CRE_T1,VCL,-0.3278649512105963
turquoise,CRE_T1,PGAM1,-0.10341967700017593
turquoise,CRE_T1,CD58,0.10352982845181506
turquoise,CRE_T1,NCL,-0.23171042551649612
turquoise,CRE_T1,SRM,-0.4924451222501817
turquoise,CRE_T1,TYMP,-0.24162470571613343
turquoise,CRE_T1,ANXA7,0.4028595789824435
turquoise,CRE_T1,TPSB2,-0.051509659419393325
turquoise,CRE_T1,RAB4A,0.15496255268071663
turquoise,CRE_T1,RAB6A,-0.07346120255578785
turquoise,CRE_T1,PSMB1,-0.5179818543800987
turquoise,CRE_T1,OGN,-0.23974516104649762
turquoise,CRE_T1,PTMS,-3.06707340006211e-4
turquoise,CRE_T1,CSRP1,0.2328735710994696
turquoise,CRE_T1,FLNA,-0.03603408472979708
turquoise,CRE_T1,MAOA,0.0825428503671476
turquoise,CRE_T1,ACO1,0.3186266256262269
turquoise,CRE_T1,NT5E,-0.35650283795023585
turquoise,CRE_T1,GPD1,0.07431792209403627
turquoise,CRE_T1,BGN,-0.12536868637517987
turquoise,CRE_T1,CD9,0.08682298761504156
turquoise,CRE_T1,TNXB,-0.11173649764627307
turquoise,CRE_T1,UBA1,0.05862386048155066
turquoise,CRE_T1,GPX3,0.29042701335698806
turquoise,CRE_T1,NME2,0.06095236941061742
turquoise,CRE_T1,HNRNPA2B1,0.12276295505800232
turquoise,CRE_T1,MRC1,-0.5721944056114462
turquoise,CRE_T1,CES1,0.09728220343619329
turquoise,CRE_T1,FBLN1,0.17897398301345038
turquoise,CRE_T1,ITGA6,-0.13695994764990213
turquoise,CRE_T1,SFPQ,-0.12961641544844751
turquoise,CRE_T1,PPIB,0.022691322760705623
turquoise,CRE_T1,CFL1,-0.14203363175856912
turquoise,CRE_T1,EIF4B,0.3502527426004655
turquoise,CRE_T1,ATP2B4,-0.1665052140236623
turquoise,CRE_T1,IGFBP5,-0.34147544123616896
turquoise,CRE_T1,MYL9,-0.17313705151223083
turquoise,CRE_T1,DNAJB1,0.1130976259158444
turquoise,CRE_T1,PSMA2,0.06888560687213009
turquoise,CRE_T1,PSMA3,-0.14723236427596695
turquoise,CRE_T1,PSMA4,-0.4605966213789806
turquoise,CRE_T1,MSN,-0.07445869541889825
turquoise,CRE_T1,S100A4,0.07412760158247947
turquoise,CRE_T1,HMGB2,-0.09582709940573729
turquoise,CRE_T1,PTBP1,-0.1495112980778755
turquoise,CRE_T1,FKBP2,0.22486192808179659
turquoise,CRE_T1,YWHAQ,-0.27207590671864346
turquoise,CRE_T1,MAPK3,-0.13084435804231306
turquoise,CRE_T1,APEX1,-0.3834457511851856
turquoise,CRE_T1,CALR,-0.31877291226783766
turquoise,CRE_T1,MAP4,-0.28897819038107136
turquoise,CRE_T1,CANX,-0.3806670769620827
turquoise,CRE_T1,PSMA5,-0.09429350630091601
turquoise,CRE_T1,ACADL,-0.13989025064870034
turquoise,CRE_T1,LAP3,-0.0684556475125659
turquoise,CRE_T1,CD34,-0.38199664379116055
turquoise,CRE_T1,TKT,0.21205445444416895
turquoise,CRE_T1,MARCKS,-0.12620622400898088
turquoise,CRE_T1,GNA11,-0.43822302136614816
turquoise,CRE_T1,PRDX6,-0.14574633588034208
turquoise,CRE_T1,PRDX5,-0.04909188340760091
turquoise,CRE_T1,RPL12,-0.10502168468251016
turquoise,CRE_T1,PDIA3,-0.12277488220393983
turquoise,CRE_T1,TSPO,-0.30233540161851463
turquoise,CRE_T1,SRI,0.02131547725653482
turquoise,CRE_T1,PRKAR2B,-0.09253742071726216
turquoise,CRE_T1,YWHAB,-0.18394165915800942
