uniprot_id,module_color,module_num,gene
O15075,turquoise,1,DCLK1
O15143,turquoise,1,ARPC1B
O15144,turquoise,1,ARPC2
O15145,turquoise,1,ARPC3
O15173,grey,0,PGRMC2
O15212,blue,2,PFDN6
O15247,turquoise,1,CLIC2
O15260,turquoise,1,SURF4
O15273,green,5,TCAP
O15305,turquoise,1,PMM2
O15371,blue,2,EIF3D
O15382,brown,3,BCAT2
O15400,turquoise,1,STX7
O15427,brown,3,SLC16A3
O15498,blue,2,YKT6
O15511,turquoise,1,ARPC5
O15533,blue,2,TAPBP
O43143,grey,0,DHX15
O43169,blue,2,CYB5B
O43175,turquoise,1,PHGDH
O43181,brown,3,NDUFS4
O43237,turquoise,1,DYNC1LI2
O43242,blue,2,PSMD3
O43301,turquoise,1,HSPA12A
O43374,grey,0,RASA4
O43390,turquoise,1,HNRNPR
O43396,grey,0,TXNL1
O43399,turquoise,1,TPD52L2
O43414,blue,2,ERI3
O43464,brown,3,HTRA2
O43488,grey,0,AKR7A2
O43491,turquoise,1,EPB41L2
O43504,turquoise,1,LAMTOR5
O43583,brown,3,DENR
O43598,brown,3,DNPH1
O43615,brown,3,TIMM44
O43617,grey,0,TRAPPC3
O43633,blue,2,CHMP2A
O43674,brown,3,NDUFB5
O43676,brown,3,NDUFB3
O43678,brown,3,NDUFA2
O43684,turquoise,1,BUB3
O43707,turquoise,1,ACTN4
O43708,blue,2,GSTZ1
O43741,brown,3,PRKAB2
O43747,green,5,AP1G1
O43760,yellow,4,SYNGR2
O43765,blue,2,SGTA
O43768,blue,2,ENSA
O43772,blue,2,SLC25A20
O43776,brown,3,NARS1
O43813,blue,2,LANCL1
O43826,blue,2,SLC37A4
O43837,brown,3,IDH3B
O43847,blue,2,NRDC
O43852,grey,0,CALU
O43865,blue,2,AHCYL1
O43920,brown,3,NDUFS5
O60220,brown,3,TIMM8A
O60234,turquoise,1,GMFG
O60237,grey,0,PPP1R12B
O60240,turquoise,1,PLIN1
O60256,grey,0,PRPSAP2
O60313,brown,3,OPA1
O60318,blue,2,MCM3AP
O60343,brown,3,TBC1D4
O60488,grey,0,ACSL4
O60493,turquoise,1,SNX3
O60506,turquoise,1,SYNCRIP
O60662,green,5,KLHL41
O60664,blue,2,PLIN3
O60684,blue,2,KPNA6
O60701,turquoise,1,UGDH
O60749,turquoise,1,SNX2
O60763,blue,2,USO1
O60784,blue,2,TOM1
O60825,blue,2,PFKFB2
O60826,grey,0,CCDC22
O60841,blue,2,EIF5B
O60869,blue,2,EDF1
O60879,blue,2,DIAPH2
O60884,blue,2,DNAJA2
O60888,blue,2,CUTA
O60925,blue,2,PFDN1
O60936,blue,2,NOL3
O75027,grey,0,ABCB7
O75083,grey,0,WDR1
O75112,green,5,LDB3
O75122,blue,2,CLASP2
O75128,blue,2,COBL
O75131,grey,0,CPNE3
O75153,brown,3,CLUH
O75155,blue,2,CAND2
O75170,grey,0,PPP6R2
O75190,grey,0,DNAJB6
O75208,brown,3,COQ9
O75223,brown,3,GGCT
O75251,brown,3,NDUFS7
O75298,blue,2,RTN2
O75306,brown,3,NDUFS2
O75323,brown,3,NIPSNAP2
O75339,turquoise,1,CILP
O75340,turquoise,1,PDCD6
O75347,turquoise,1,TBCA
O75348,turquoise,1,ATP6V1G1
O75351,blue,2,VPS4B
O75368,turquoise,1,SH3BGRL
O75369,blue,2,FLNB
O75380,brown,3,NDUFS6
O75390,brown,3,CS
O75391,brown,3,SPAG7
O75396,turquoise,1,SEC22B
O75431,brown,3,MTX2
O75436,turquoise,1,VPS26A
O75438,brown,3,NDUFB1
O75439,brown,3,PMPCB
O75489,brown,3,NDUFS3
O75521,brown,3,ECI2
O75531,blue,2,BANF1
O75534,blue,2,CSDE1
O75569,blue,2,PRKRA
O75608,blue,2,LYPLA1
O75636,yellow,4,FCN3
O75663,brown,3,TIPRL
O75688,blue,2,PPM1B
O75746,brown,3,SLC25A12
O75764,grey,0,TCEA3
O75781,turquoise,1,PALM
O75821,blue,2,EIF3G
O75822,blue,2,EIF3J
O75828,turquoise,1,CBR3
O75832,grey,0,PSMD10
O75874,turquoise,1,IDH1
O75880,brown,3,SCO1
O75882,yellow,4,ATRN
O75891,brown,3,ALDH1L1
O75915,turquoise,1,ARL6IP5
O75923,blue,2,DYSF
O75935,yellow,4,DCTN3
O75937,grey,0,DNAJC8
O75947,brown,3,ATP5PD
O75955,yellow,4,FLOT1
O75964,brown,3,ATP5MG
O76003,grey,0,GLRX3
O76070,turquoise,1,SNCG
O94760,blue,2,DDAH1
O94811,blue,2,TPPP
O94826,brown,3,TOMM70
O94874,grey,0,UFL1
O94903,brown,3,PLPBP
O94905,grey,0,ERLIN2
O94911,turquoise,1,ABCA8
O94919,blue,2,ENDOD1
O94925,brown,3,GLS
O94966,grey,0,USP19
O94973,turquoise,1,AP2A2
O94979,turquoise,1,SEC31A
O95139,brown,3,NDUFB6
O95140,blue,2,MFN2
O95167,brown,3,NDUFA3
O95168,brown,3,NDUFB4
O95169,brown,3,NDUFB8
O95182,brown,3,NDUFA7
O95183,grey,0,VAMP5
O95197,turquoise,1,RTN3
O95202,brown,3,LETM1
O95210,blue,2,STBD1
O95260,turquoise,1,ATE1
O95278,brown,3,EPM2A
O95292,blue,2,VAPB
O95298,brown,3,NDUFC2
O95299,brown,3,NDUFA10
O95302,grey,0,FKBP9
O95336,turquoise,1,PGLS
O95352,grey,0,ATG7
O95359,blue,2,TACC2
O95372,blue,2,LYPLA2
O95373,blue,2,IPO7
O95376,blue,2,ARIH2
O95394,grey,0,PGM3
O95396,grey,0,MOCS3
O95425,turquoise,1,SVIL
O95433,yellow,4,AHSA1
O95445,yellow,4,APOM
O95479,blue,2,H6PD
O95487,grey,0,SEC24B
O95563,brown,3,MPC2
O95571,brown,3,ETHE1
O95573,blue,2,ACSL3
O95630,brown,3,STAMBP
O95671,grey,0,ASMTL
O95747,blue,2,OXSR1
O95749,blue,2,GGPS1
O95777,grey,0,LSM8
O95782,turquoise,1,AP2A1
O95810,turquoise,1,CAVIN2
O95817,green,5,BAG3
O95822,brown,3,MLYCD
O95831,brown,3,AIFM1
O95834,blue,2,EML2
O95861,blue,2,BPNT1
O95865,turquoise,1,DDAH2
O95870,brown,3,ABHD16A
O95881,grey,0,TXNDC12
O95989,brown,3,NUDT3
O96000,brown,3,NDUFB10
O96007,grey,0,MOCS2
O96008,grey,0,TOMM40
O96011,grey,0,PEX11B
O96033,grey,0,MOCS2
P00156,brown,3,MT-CYB
P00167,turquoise,1,CYB5A
P00325,turquoise,1,ADH1B
P00326,turquoise,1,ADH1C
P00338,turquoise,1,LDHA
P00352,turquoise,1,ALDH1A1
P00367,turquoise,1,GLUD1
P00387,turquoise,1,CYB5R3
P00390,turquoise,1,GSR
P00395,brown,3,MT-CO1
P00403,brown,3,MT-CO2
P00441,turquoise,1,SOD1
P00450,yellow,4,CP
P00488,turquoise,1,F13A1
P00491,yellow,4,PNP
P00492,yellow,4,HPRT1
P00505,brown,3,GOT2
P00558,turquoise,1,PGK1
P00568,grey,0,AK1
P00739,yellow,4,HPR
P00742,yellow,4,F10
P00746,turquoise,1,CFD
P00846,brown,3,MT-ATP6
P00918,turquoise,1,CA2
P00966,grey,0,ASS1
P01034,turquoise,1,CST3
P01040,turquoise,1,CSTA
P01112,blue,2,HRAS
P01116,turquoise,1,KRAS
P01344,yellow,4,IGF2
P01591,turquoise,1,JCHAIN
P01889,turquoise,1,HLA-B
P01903,turquoise,1,HLA-DRA
P01911,grey,0,HLA-DRB1
P02144,grey,0,MB
P02452,turquoise,1,COL1A1
P02461,grey,0,COL3A1
P02462,turquoise,1,COL4A1
P02511,turquoise,1,CRYAB
P02533,turquoise,1,KRT14
P02545,turquoise,1,LMNA
P02585,green,5,TNNC2
P02649,yellow,4,APOE
P02745,turquoise,1,C1QA
P02750,turquoise,1,LRG1
P02751,yellow,4,FN1
P02753,yellow,4,RBP4
P02766,turquoise,1,TTR
P02775,yellow,4,PPBP
P02786,blue,2,TFRC
P02788,yellow,4,LTF
P02792,turquoise,1,FTL
P02794,grey,0,FTH1
P03886,brown,3,MT-ND1
P03891,brown,3,MT-ND2
P03897,brown,3,MT-ND3
P03905,brown,3,MT-ND4
P03915,brown,3,MT-ND5
P03928,brown,3,MT-ATP8
P03950,turquoise,1,ANG
P03952,yellow,4,KLKB1
P04040,yellow,4,CAT
P04075,turquoise,1,ALDOA
P04080,turquoise,1,CSTB
P04083,turquoise,1,ANXA1
P04156,grey,0,PRNP
P04179,grey,0,SOD2
P04216,turquoise,1,THY1
P04233,grey,0,CD74
P04264,turquoise,1,KRT1
P04271,turquoise,1,S100B
P04275,turquoise,1,VWF
P04350,turquoise,1,TUBB4A
P04406,turquoise,1,GAPDH
P04439,turquoise,1,HLA-A
P04632,turquoise,1,CAPNS1
P04792,turquoise,1,HSPB1
P04843,turquoise,1,RPN1
P04844,blue,2,RPN2
P04899,turquoise,1,GNAI2
P04921,turquoise,1,GYPC
P05023,blue,2,ATP1A1
P05026,blue,2,ATP1B1
P05090,turquoise,1,APOD
P05091,turquoise,1,ALDH2
P05109,yellow,4,S100A8
P05141,brown,3,SLC25A5
P05154,turquoise,1,SERPINA5
P05155,yellow,4,SERPING1
P05164,turquoise,1,MPO
P05165,brown,3,PCCA
P05166,brown,3,PCCB
P05198,blue,2,EIF2S1
P05386,turquoise,1,RPLP1
P05387,turquoise,1,RPLP2
P05388,turquoise,1,RPLP0
P05413,blue,2,FABP3
P05452,turquoise,1,CLEC3B
P05455,turquoise,1,SSB
P05556,turquoise,1,ITGB1
P05787,turquoise,1,KRT8
P05976,green,5,MYL1
P06132,yellow,4,UROD
P06276,yellow,4,BCHE
P06396,turquoise,1,GSN
P06576,brown,3,ATP5F1B
P06702,yellow,4,S100A9
P06703,turquoise,1,S100A6
P06730,grey,0,EIF4E
P06732,grey,0,CKM
P06733,turquoise,1,ENO1
P06737,yellow,4,PYGL
P06744,brown,3,GPI
P06748,grey,0,NPM1
P06753,green,5,TPM3
P07099,turquoise,1,EPHX1
P07108,turquoise,1,DBI
P07195,turquoise,1,LDHB
P07203,turquoise,1,GPX1
P07225,yellow,4,PROS1
P07237,turquoise,1,P4HB
P07305,green,5,H1-0
P07339,turquoise,1,CTSD
P07355,turquoise,1,ANXA2
P07384,yellow,4,CAPN1
P07437,turquoise,1,TUBB
P07451,grey,0,CA3
P07585,turquoise,1,DCN
P07602,turquoise,1,PSAP
P07686,turquoise,1,HEXB
P07711,grey,0,CTSL
P07737,turquoise,1,PFN1
P07738,yellow,4,BPGM
P07741,turquoise,1,APRT
P07814,blue,2,EPRS1
P07858,turquoise,1,CTSB
P07900,turquoise,1,HSP90AA1
P07910,turquoise,1,HNRNPC
P07919,brown,3,UQCRH
P07942,turquoise,1,LAMB1
P07951,green,5,TPM2
P07954,brown,3,FH
P07996,turquoise,1,THBS1
P08123,turquoise,1,COL1A2
P08133,turquoise,1,ANXA6
P08134,turquoise,1,RHOC
P08237,blue,2,PFKM
P08238,turquoise,1,HSP90AB1
P08294,turquoise,1,SOD3
P08311,turquoise,1,CTSG
P08397,yellow,4,HMBS
P08473,grey,0,MME
P08559,brown,3,PDHA1
P08571,turquoise,1,CD14
P08572,turquoise,1,COL4A2
P08574,brown,3,CYC1
P08590,green,5,MYL3
P08621,turquoise,1,SNRNP70
P08651,blue,2,NFIC
P08670,turquoise,1,VIM
P08697,yellow,4,SERPINF2
P08708,blue,2,RPS17
P08727,turquoise,1,KRT19
P08754,turquoise,1,GNAI3
P08758,turquoise,1,ANXA5
P08865,turquoise,1,RPSA
P08962,turquoise,1,CD63
P09104,grey,0,ENO2
P09110,blue,2,ACAA1
P09211,turquoise,1,GSTP1
P09382,turquoise,1,LGALS1
P09417,grey,0,QDPR
P09429,turquoise,1,HMGB1
P09467,blue,2,FBP1
P09486,turquoise,1,SPARC
P09488,grey,0,GSTM1
P09493,green,5,TPM1
P09496,turquoise,1,CLTA
P09497,turquoise,1,CLTB
P09525,turquoise,1,ANXA4
P09543,turquoise,1,CNP
P09622,brown,3,DLD
P09651,turquoise,1,HNRNPA1
P09668,turquoise,1,CTSH
P09669,brown,3,COX6C
P09874,blue,2,PARP1
P09936,grey,0,UCHL1
P09960,grey,0,LTA4H
P09972,blue,2,ALDOC
P0CW19,brown,3,LIMS3
P0DMV8,turquoise,1,HSPA1A
P0DP23,turquoise,1,CALM1
P10109,brown,3,FDX1
P10155,turquoise,1,RO60
P10253,brown,3,GAA
P10301,turquoise,1,RRAS
P10321,turquoise,1,HLA-C
P10398,grey,0,ARAF
P10415,brown,3,BCL2
P10515,brown,3,DLAT
P10599,turquoise,1,TXN
P10606,brown,3,COX5B
P10620,turquoise,1,MGST1
P10636,blue,2,MAPT
P10644,blue,2,PRKAR1A
P10746,yellow,4,UROS
P10768,grey,0,ESD
P10809,brown,3,HSPD1
P10909,yellow,4,CLU
P10916,green,5,MYL2
P11021,turquoise,1,HSPA5
P11047,turquoise,1,LAMC1
P11055,turquoise,1,MYH3
P11142,turquoise,1,HSPA8
P11166,yellow,4,SLC2A1
P11171,yellow,4,EPB41
P11177,brown,3,PDHB
P11182,brown,3,DBT
P11216,blue,2,PYGB
P11217,blue,2,PYGM
P11233,turquoise,1,RALA
P11234,turquoise,1,RALB
P11277,yellow,4,SPTB
P11279,turquoise,1,LAMP1
P11310,brown,3,ACADM
P11413,turquoise,1,G6PD
P11498,turquoise,1,PC
P11532,blue,2,DMD
P11586,grey,0,MTHFD1
P11766,turquoise,1,ADH5
P11940,blue,2,PABPC1
P12004,brown,3,PCNA
P12081,blue,2,HARS1
P12109,turquoise,1,COL6A1
P12110,turquoise,1,COL6A2
P12111,turquoise,1,COL6A3
P12235,brown,3,SLC25A4
P12236,brown,3,SLC25A6
P12268,blue,2,IMPDH2
P12277,grey,0,CKB
P12429,brown,3,ANXA3
P12694,brown,3,BCKDHA
P12814,green,5,ACTN1
P12829,green,5,MYL4
P12882,green,5,MYH1
P12883,green,5,MYH7
P12955,turquoise,1,PEPD
P12956,turquoise,1,XRCC6
P13010,grey,0,XRCC5
P13073,brown,3,COX4I1
P13164,turquoise,1,IFITM1
P13473,turquoise,1,LAMP2
P13489,turquoise,1,RNH1
P13535,green,5,MYH8
P13611,turquoise,1,VCAN
P13639,grey,0,EEF2
P13645,turquoise,1,KRT10
P13647,turquoise,1,KRT5
P13667,turquoise,1,PDIA4
P13693,blue,2,TPT1
P13716,yellow,4,ALAD
P13796,turquoise,1,LCP1
P13797,turquoise,1,PLS3
P13798,yellow,4,APEH
P13804,brown,3,ETFA
P13805,green,5,TNNT1
P13807,brown,3,GYS1
P13861,blue,2,PRKAR2A
P13929,blue,2,ENO3
P13987,turquoise,1,CD59
P14174,turquoise,1,MIF
P14207,turquoise,1,FOLR2
P14209,brown,3,CD99
P14314,turquoise,1,PRKCSH
P14317,turquoise,1,HCLS1
P14324,yellow,4,FDPS
P14406,brown,3,COX7A2
P14543,turquoise,1,NID1
P14550,turquoise,1,AKR1A1
P14618,grey,0,PKM
P14621,blue,2,ACYP2
P14625,turquoise,1,HSP90B1
P14649,green,5,MYL6B
P14678,blue,2,SNRPB
P14735,blue,2,IDE
P14854,brown,3,COX6B1
P14866,turquoise,1,HNRNPL
P14868,blue,2,DARS1
P14923,turquoise,1,JUP
P14927,brown,3,UQCRB
P15088,turquoise,1,CPA3
P15090,turquoise,1,FABP4
P15104,turquoise,1,GLUL
P15121,blue,2,AKR1B1
P15170,blue,2,GSPT1
P15259,blue,2,PGAM2
P15311,grey,0,EZR
P15374,brown,3,UCHL3
P15531,turquoise,1,NME1
P15586,turquoise,1,GNS
P15880,blue,2,RPS2
P15927,yellow,4,RPA2
P15954,brown,3,COX7C
P16070,turquoise,1,CD44
P16083,blue,2,NQO2
P16118,brown,3,PFKFB1
P16152,turquoise,1,CBR1
P16157,yellow,4,ANK1
P16219,brown,3,ACADS
P16284,turquoise,1,PECAM1
P16298,blue,2,PPP3CB
P16333,brown,3,NCK1
P16615,blue,2,ATP2A2
P16671,turquoise,1,CD36
P16930,turquoise,1,FAH
P16949,turquoise,1,STMN1
P16989,blue,2,YBX3
P17152,brown,3,TMEM11
P17174,brown,3,GOT1
P17540,brown,3,CKMT2
P17568,brown,3,NDUFB7
P17612,blue,2,PRKACA
P17655,grey,0,CAPN2
P17661,green,5,DES
P17812,brown,3,CTPS1
P17858,blue,2,PFKL
P17931,turquoise,1,LGALS3
P17980,grey,0,PSMC3
P17987,yellow,4,TCP1
P18077,turquoise,1,RPL35A
P18085,turquoise,1,ARF4
P18124,turquoise,1,RPL7
P18206,turquoise,1,VCL
P18577,yellow,4,RHCE
P18621,grey,0,RPL17
P18669,turquoise,1,PGAM1
P18859,brown,3,ATP5PF
P19237,green,5,TNNI1
P19256,turquoise,1,CD58
P19338,turquoise,1,NCL
P19367,blue,2,HK1
P19404,brown,3,NDUFV2
P19623,turquoise,1,SRM
P19971,turquoise,1,TYMP
P20020,blue,2,ATP2B1
P20042,blue,2,EIF2S2
P20073,turquoise,1,ANXA7
P20231,turquoise,1,TPSB2
P20290,grey,0,BTF3
P20338,turquoise,1,RAB4A
P20340,turquoise,1,RAB6A
P20472,yellow,4,PVALB
P20618,turquoise,1,PSMB1
P20674,brown,3,COX5A
P20774,turquoise,1,OGN
P20807,brown,3,CAPN3
P20810,yellow,4,CAST
P20929,green,5,NEB
P20962,turquoise,1,PTMS
P21266,brown,3,GSTM3
P21281,blue,2,ATP6V1B2
P21291,turquoise,1,CSRP1
P21333,turquoise,1,FLNA
P21397,turquoise,1,MAOA
P21399,turquoise,1,ACO1
P21589,turquoise,1,NT5E
P21695,turquoise,1,GPD1
P21796,blue,2,VDAC1
P21810,turquoise,1,BGN
P21817,blue,2,RYR1
P21912,brown,3,SDHB
P21926,turquoise,1,CD9
P21953,brown,3,BCKDHB
P21964,grey,0,COMT
P21980,yellow,4,TGM2
P22033,brown,3,MMUT
P22059,blue,2,OSBP
P22061,yellow,4,PCMT1
P22087,grey,0,FBL
P22102,brown,3,GART
P22105,turquoise,1,TNXB
P22234,yellow,4,PAICS
P22307,grey,0,SCP2
P22314,turquoise,1,UBA1
P22352,turquoise,1,GPX3
P22392,turquoise,1,NME2
P22570,brown,3,FDXR
P22626,turquoise,1,HNRNPA2B1
P22695,brown,3,UQCRC2
P22748,grey,0,CA4
P22830,brown,3,FECH
P22897,turquoise,1,MRC1
P23109,blue,2,AMPD1
P23141,turquoise,1,CES1
P23142,turquoise,1,FBLN1
P23229,turquoise,1,ITGA6
P23246,turquoise,1,SFPQ
P23284,turquoise,1,PPIB
P23297,grey,0,S100A1
P23327,blue,2,HRC
P23368,brown,3,ME2
P23381,brown,3,WARS1
P23396,blue,2,RPS3
P23434,brown,3,GCSH
P23526,yellow,4,AHCY
P23528,turquoise,1,CFL1
P23588,turquoise,1,EIF4B
P23634,turquoise,1,ATP2B4
P23786,blue,2,CPT2
P24043,green,5,LAMA2
P24298,brown,3,GPT
P24310,brown,3,COX7A1
P24534,green,5,EEF1B2
P24539,brown,3,ATP5PB
P24593,turquoise,1,IGFBP5
P24666,yellow,4,ACP1
P24752,brown,3,ACAT1
P24844,turquoise,1,MYL9
P25311,yellow,4,AZGP1
P25325,yellow,4,MPST
P25398,grey,0,RPS12
P25685,turquoise,1,DNAJB1
P25686,grey,0,DNAJB2
P25705,brown,3,ATP5F1A
P25786,grey,0,PSMA1
P25787,turquoise,1,PSMA2
P25788,turquoise,1,PSMA3
P25789,turquoise,1,PSMA4
P26038,turquoise,1,MSN
P26196,blue,2,DDX6
P26368,grey,0,U2AF2
P26373,grey,0,RPL13
P26440,brown,3,IVD
P26447,turquoise,1,S100A4
P26583,turquoise,1,HMGB2
P26599,turquoise,1,PTBP1
P26639,grey,0,TARS1
P26640,blue,2,VARS1
P26641,blue,2,EEF1G
P26678,blue,2,PLN
P26885,turquoise,1,FKBP2
P27105,yellow,4,STOM
P27338,brown,3,MAOB
P27348,turquoise,1,YWHAQ
P27361,turquoise,1,MAPK3
P27487,grey,0,DPP4
P27635,grey,0,RPL10
P27694,blue,2,RPA1
P27695,turquoise,1,APEX1
P27797,turquoise,1,CALR
P27816,turquoise,1,MAP4
P27824,turquoise,1,CANX
P28066,turquoise,1,PSMA5
P28070,yellow,4,PSMB4
P28072,yellow,4,PSMB6
P28074,blue,2,PSMB5
P28161,grey,0,GSTM2
P28289,yellow,4,TMOD1
P28330,turquoise,1,ACADL
P28331,brown,3,NDUFS1
P28482,grey,0,MAPK1
P28838,turquoise,1,LAP3
P28906,turquoise,1,CD34
P28907,grey,0,CD38
P29144,brown,3,TPP2
P29218,blue,2,IMPA1
P29373,grey,0,CRABP2
P29401,turquoise,1,TKT
P29692,grey,0,EEF1D
P29966,turquoise,1,MARCKS
P29972,yellow,4,AQP1
P29992,turquoise,1,GNA11
P30038,blue,2,ALDH4A1
P30040,grey,0,ERP29
P30041,turquoise,1,PRDX6
P30043,yellow,4,BLVRB
P30044,turquoise,1,PRDX5
P30046,yellow,4,DDT
P30048,brown,3,PRDX3
P30049,brown,3,ATP5F1D
P30050,turquoise,1,RPL12
P30084,grey,0,ECHS1
P30085,yellow,4,CMPK1
P30086,grey,0,PEBP1
P30101,turquoise,1,PDIA3
P30153,grey,0,PPP2R1A
P30405,brown,3,PPIF
P30419,blue,2,NMT1
P30520,blue,2,ADSS2
P30533,grey,0,LRPAP1
P30536,turquoise,1,TSPO
P30566,brown,3,ADSL
P30622,blue,2,CLIP1
P30626,turquoise,1,SRI
P30740,grey,0,SERPINB1
P30837,brown,3,ALDH1B1
P31040,brown,3,SDHA
P31146,grey,0,CORO1A
P31150,blue,2,GDI1
P31153,blue,2,MAT2A
P31323,turquoise,1,PRKAR2B
P31415,blue,2,CASQ1
P31749,brown,3,AKT1
P31751,grey,0,AKT2
P31930,brown,3,UQCRC1
P31937,brown,3,HIBADH
P31939,yellow,4,ATIC
P31942,green,5,HNRNPH3
P31943,yellow,4,HNRNPH1
P31946,turquoise,1,YWHAB
P31948,yellow,4,STIP1
P31949,turquoise,1,S100A11
P32119,turquoise,1,PRDX2
P32455,blue,2,GBP1
P32456,grey,0,GBP2
P32969,grey,0,RPL9
P33121,turquoise,1,ACSL1
P33176,grey,0,KIF5B
P33316,turquoise,1,DUT
P34896,grey,0,SHMT1
P34897,brown,3,SHMT2
P34913,blue,2,EPHX2
P34931,blue,2,HSPA1L
P34932,grey,0,HSPA4
P34949,blue,2,MPI
P35052,blue,2,GPC1
P35080,blue,2,PFN2
P35221,turquoise,1,CTNNA1
P35237,grey,0,SERPINB6
P35241,blue,2,RDX
P35244,blue,2,RPA3
P35268,turquoise,1,RPL22
P35270,brown,3,SPR
P35443,turquoise,1,THBS4
P35542,yellow,4,SAA4
P35555,turquoise,1,FBN1
P35573,blue,2,AGL
P35579,turquoise,1,MYH9
P35580,turquoise,1,MYH10
P35606,blue,2,COPB2
P35609,green,5,ACTN2
P35611,yellow,4,ADD1
P35613,brown,3,BSG
P35637,turquoise,1,FUS
P35659,grey,0,DEK
P35749,grey,0,MYH11
P35754,blue,2,GLRX
P35813,blue,2,PPM1A
P35908,grey,0,KRT2
P35914,brown,3,HMGCL
P35998,yellow,4,PSMC2
P36269,turquoise,1,GGT5
P36404,brown,3,ARL2
P36405,turquoise,1,ARL3
P36507,blue,2,MAP2K2
P36542,brown,3,ATP5F1C
P36543,turquoise,1,ATP6V1E1
P36551,grey,0,CPOX
P36578,green,5,RPL4
P36776,blue,2,LONP1
P36871,blue,2,PGM1
P36873,turquoise,1,PPP1CC
P36955,turquoise,1,SERPINF1
P36957,brown,3,DLST
P36959,blue,2,GMPR
P36969,turquoise,1,GPX4
P37108,brown,3,SRP14
P37235,grey,0,HPCAL1
P37802,turquoise,1,TAGLN2
P37837,turquoise,1,TALDO1
P37840,yellow,4,SNCA
P38117,brown,3,ETFB
P38159,turquoise,1,RBMX
P38606,turquoise,1,ATP6V1A
P38646,brown,3,HSPA9
P39019,grey,0,RPS19
P39059,turquoise,1,COL15A1
P39060,turquoise,1,COL18A1
P39210,grey,0,MPV17
P39656,blue,2,DDOST
P39687,turquoise,1,ANP32A
P40121,turquoise,1,CAPG
P40123,blue,2,CAP2
P40227,yellow,4,CCT6A
P40261,turquoise,1,NNMT
P40429,turquoise,1,RPL13A
P40616,grey,0,ARL1
P40763,grey,0,STAT3
P40855,turquoise,1,PEX19
P40925,grey,0,MDH1
P40926,brown,3,MDH2
P40939,brown,3,HADHA
P41091,blue,2,EIF2S3
P41222,turquoise,1,PTGDS
P41227,grey,0,NAA10
P41236,blue,2,PPP1R2
P41250,blue,2,GARS1
P41252,brown,3,IARS1
P41567,blue,2,EIF1
P42126,brown,3,ECI1
P42167,grey,0,TMPO
P42224,turquoise,1,STAT1
P42330,turquoise,1,AKR1C3
P42566,turquoise,1,EPS15
P42574,turquoise,1,CASP3
P42677,grey,0,RPS27
P42704,brown,3,LRPPRC
P42765,grey,0,ACAA2
P42766,grey,0,RPL35
P43007,blue,2,SLC1A4
P43034,blue,2,PAFAH1B1
P43121,turquoise,1,MCAM
P43155,brown,3,CRAT
P43243,turquoise,1,MATR3
P43251,yellow,4,BTD
P43304,blue,2,GPD2
P43487,yellow,4,RANBP1
P43490,brown,3,NAMPT
P43686,blue,2,PSMC4
P43897,brown,3,TSFM
