contrast,value
Cancer_vs_Healthy,0.7091708591036777
Cancer_vs_Healthy,0.755700827647327
Cancer_vs_Healthy,0.5718793675040154
Cancer_vs_Healthy,0.43122945127367374
Cancer_vs_Healthy,0.9859133403674984
Cancer_vs_Healthy,0.48064202531943767
Cancer_vs_Healthy,0.18527029592018968
Cancer_vs_Healthy,0.9541599602290012
Cancer_vs_Healthy,0.8004669659170252
Cancer_vs_Healthy,0.8666033856805929
Cancer_vs_Healthy,0.05605316366700748
Cancer_vs_Healthy,2.969827507621523e-6
Cancer_vs_Healthy,0.9259519296727948
Cancer_vs_Healthy,0.9840927487770827
Cancer_vs_Healthy,0.8929795870181326
Cancer_vs_Healthy,0.0946853830809088
Cancer_vs_Healthy,0.9199414903538944
Cancer_vs_Healthy,0.3182906004080866
Cancer_vs_Healthy,0.9265852433547156
Cancer_vs_Healthy,0.6490515253137419
Cancer_vs_Healthy,0.9788480858353392
Cancer_vs_Healthy,0.6413343595216914
Cancer_vs_Healthy,0.9949346701174276
Cancer_vs_Healthy,0.9999999488397404
Cancer_vs_Healthy,0.8098547852976996
Cancer_vs_Healthy,3.746082464537187e-5
Cancer_vs_Healthy,0.9823934688582352
Cancer_vs_Healthy,0.994938953613412
Cancer_vs_Healthy,2.4167389915051283e-6
Cancer_vs_Healthy,0.9295826663247896
Cancer_vs_Healthy,0.2858681977772082
Cancer_vs_Healthy,0.9093858772633356
Cancer_vs_Healthy,0.9218918861992996
Cancer_vs_Healthy,0.6645574560775594
Cancer_vs_Healthy,0.622337283257755
Cancer_vs_Healthy,0.3813623489527205
Cancer_vs_Healthy,0.8800150018106825
Cancer_vs_Healthy,0.2076644353668131
Cancer_vs_Healthy,0.9577773949891536
Cancer_vs_Healthy,0.7211966510419051
Cancer_vs_Healthy,0.7518056689878048
Cancer_vs_Healthy,0.9798630760280774
Cancer_vs_Healthy,0.703690201541255
Cancer_vs_Healthy,0.9745467527783924
Cancer_vs_Healthy,0.6612576482589844
Cancer_vs_Healthy,0.2056263558603471
Cancer_vs_Healthy,0.7731729835871785
Cancer_vs_Healthy,0.997378853948847
Cancer_vs_Healthy,0.9872106022387022
Cancer_vs_Healthy,0.34801903902673476
Cancer_vs_Healthy,0.95008839128265
Cancer_vs_Healthy,0.7980147887524734
Cancer_vs_Healthy,0.9703604774695817
Cancer_vs_Healthy,0.6672190275875225
Cancer_vs_Healthy,0.72281120552124
Cancer_vs_Healthy,0.16625761919211646
Cancer_vs_Healthy,0.98858923748738
Cancer_vs_Healthy,0.4751536040438196
Cancer_vs_Healthy,0.8999173083825348
Cancer_vs_Healthy,0.9592203869322384
Cancer_vs_Healthy,5.472900284701848e-6
Cancer_vs_Healthy,0.9985041624577576
Cancer_vs_Healthy,0.2292531341992805
Cancer_vs_Healthy,0.9929110041382658
Cancer_vs_Healthy,0.9000665266067607
Cancer_vs_Healthy,0.2404372454537108
Cancer_vs_Healthy,0.6987559549112701
Cancer_vs_Healthy,0.8685967089592938
Cancer_vs_Healthy,0.9408352552801268
Cancer_vs_Healthy,0.32261838252483915
Cancer_vs_Healthy,0.9999999780907428
Cancer_vs_Healthy,0.00481472539240717
Cancer_vs_Healthy,0.05227233521875614
Cancer_vs_Healthy,0.23231871471070276
Cancer_vs_Healthy,2.5845673029259673e-7
Cancer_vs_Healthy,0.7058506242494107
Cancer_vs_Healthy,0.9754311275214786
Cancer_vs_Healthy,0.8949894408236396
Cancer_vs_Healthy,0.13620619118925026
Cancer_vs_Healthy,0.740117245689911
Cancer_vs_Healthy,3.856757428241703e-4
Cancer_vs_Healthy,3.301929905798762e-6
Cancer_vs_Healthy,0.4299139539472365
Cancer_vs_Healthy,9.150573814253903e-5
Cancer_vs_Healthy,0.02068953792800765
Cancer_vs_Healthy,0.5427426019753426
Cancer_vs_Healthy,0.9123654180492384
Cancer_vs_Healthy,0.6806792470189614
Cancer_vs_Healthy,0.8184753397246392
Cancer_vs_Healthy,0.6144532771091842
Cancer_vs_Healthy,0.4420581462790773
Cancer_vs_Healthy,0.9168513929842016
Cancer_vs_Healthy,0.7583396602911815
