quadrant,gene
UU,CFH
UU,SERPINA3
UU,PNP
UU,SERPING1
UU,ITIH4
UU,CP
UU,IGHV3-7
UU,APOC2
UU,FBLN1
UU,C3
UU,AGT
UU,A2M
UU,APOE
UU,CFB
UU,SERPINF2
UU,CFI
UD,IGKV3-11
UD,IGKV3-15
UD,CAT
