uniprot_id,protein,gene,description,gene_symbol,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi
P02144,MYG_HUMAN,MB,Myoglobin,"=""""",31.8650141071531,31.4189415033803,28.4708643899665,31.3626387337645,30.4116937907585,31.1822982625123,32.242846916044,31.744064216606,31.8639309779286,31.3953712689394,31.3136187295859,31.4897896209998,31.1643563363248,30.9117351664429,31.3268576790069,31.3121418831992,31.2379155140582,32.5556167774103,31.5318512383887,31.495192632568,31.4929173887222,31.3115620424294,31.188806943254,30.6574261534647,31.5194694227009,31.1366729359522,31.6613858036629,31.5540064067442,-0.165896452384313,-1.14467065741415,0.812877752645526,31.3149638157846,-0.34712633985667,-5.88192164147033,0.731081014583487,0.918057278250498,0,0,0.9493631274142892,0
P06732,KCRM_HUMAN,CKM,Creatine kinase M-type,"=""""",30.9133409536491,30.56461584825,27.9524522681308,30.8888765825346,30.7422309935382,30.9786839013191,30.499309350434,30.7832544015189,30.5167829162057,30.6100382768155,30.7170585353266,30.8518030704891,30.9494209032586,30.6675306062091,30.9209183194592,30.9838237695847,30.9343729278899,31.0107864783807,30.6358221266016,30.6037156358918,30.67057992887,30.725767449283,31.1839690889043,31.0069021087883,30.561437477546,30.5281135330758,30.6639652740692,31.1440159219059,-0.439191212857402,-1.24424656376479,0.365864138049984,30.6860567374261,-1.11727707265213,-5.35135289245883,0.273331447578605,0.715441746066439,0,0,0.5657167306021842,0
P04075,ALDOA_HUMAN,ALDOA,Fructose-bisphosphate aldolase A,"=""""",29.8494809835625,29.7939608233108,29.9775183123805,29.5508256064777,29.852114544545,29.9240211889473,30.3201303739255,29.9270225782968,29.7567501522016,29.7669306044243,29.9201105368371,29.8704794168554,29.9571310183964,29.9229506378371,29.9263376468745,30.012518640471,30.0572962765014,29.6702268736078,29.712028610638,29.8510536859921,30.0464462273258,30.2865017063863,30.0410766927808,30.0888721490839,29.6293534058591,29.6271834627951,29.8456472385335,30.0628797740514,0.134557816805312,-0.21896396774545,0.488079601356075,29.9016731846035,0.779517261655666,-5.65001539933318,0.442186815229067,0.778365501000726,0,0,0.8960113039186365,0
P04406,G3P_HUMAN,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,"=""""",29.7281543860271,29.804832129547,30.4508872081806,29.6906232467876,29.8000669039114,29.648497354702,30.3791471718558,29.9426852845363,29.5382900276192,29.6738355470151,30.0825680746644,29.7360215124404,29.7923469140729,29.7364537752833,30.0345062322465,29.9201271513309,30.1340688069715,29.5442921936863,29.8814891530673,29.8929226322945,29.9529109987039,30.2437222600015,29.5932882100113,29.8761759983098,29.5968189059699,29.6645184105289,29.3916667836254,29.6802316389054,0.213048313444464,-0.210697312681343,0.63679393957027,29.8361124611534,1.02968848835663,-5.43828908399059,0.311932173709388,0.725558480006239,0,0,0.7802079528372277,0
P12277,KCRB_HUMAN,CKB,Creatine kinase B-type,"=""""",29.2833234860347,29.38990046231,30.2599415529975,29.3389167786184,30.3738860702942,30.1998498159259,29.794461587975,29.2325835446327,29.3706472283925,29.2524899013697,29.9859753638024,29.3619806398013,29.280087714352,29.09655665305,28.9642700461962,28.9988756675999,29.1629236311821,30.082943931413,29.3175555773965,29.3115537375403,29.4202602125651,29.2469201096255,29.5437486993474,29.8088246566281,30.0225484641243,30.0376781946168,29.4917711173853,29.688079500292,0.180177004974901,-0.381444600465699,0.741798610415501,29.5470912266239,0.65703505657014,-5.73328852694006,0.516500376556849,0.811064358478086,0,0,0.8877729900013611,0
P07451,CAH3_HUMAN,CA3,Carbonic anhydrase 3,"=""""",29.4576979095199,29.4299876483364,27.4625597249668,29.781973397075,29.3291240181835,29.2703736314837,30.0649461417629,29.3578370164083,30.0631304089565,29.6145916809115,29.1712589562874,29.7128481270251,29.6358825207928,29.3770793138806,29.8274207852037,29.0666261605262,29.3204248497769,31.5551537793108,28.9519239168207,28.9243844517667,28.7343019235545,29.0519997438079,29.4534553038056,29.3628734065839,29.2166852984364,29.6305611552041,29.3130471072399,29.3989335626606,-0.0721229714067064,-0.96965395588142,0.825408013068007,29.4120386407246,-0.164572454419282,-5.92687858504403,0.870457836001944,0.951840088657657,0,0,0.9900438444666703,0
Q13642,FHL1_HUMAN,FHL1,Four and a half LIM domains protein 1,"=""""",29.1238486788748,29.0268933842527,27.6307304318829,28.9376718038131,27.8645158253553,29.0448454381446,28.5931165144778,29.0361846543528,29.2297617947179,29.0634035484224,28.4415011076693,28.9161235136687,29.187133055983,28.6802976395065,28.982618190602,28.3650859983885,28.1553662177723,28.9382995507839,28.4562419450239,28.9421311570948,28.7425454019652,28.3206834194252,28.5535812495453,29.2255169627296,28.7539849798916,28.7089485811269,29.332156343212,28.7495638550936,-0.352206513720866,-0.945187882563481,0.24077485512175,28.7500982587063,-1.21643615751177,-5.24518598098909,0.233931241403749,0.694275538455379,0,0,0.5994994147148361,0
P68133,ACTS_HUMAN,ACTA1,"Actin, alpha skeletal muscle","=""""",27.5708691942666,31.6821148292289,29.166587360599,28.0465390698953,26.7709100265856,26.2088864051277,28.8730754857781,27.299489753919,27.8980877436106,29.8597877073427,28.0588087766317,27.6831725461063,29.7537232781016,29.6876108936907,27.6080014040487,28.1180004278971,27.1733439274678,27.6709916485573,28.0643449511507,30.969516855769,27.6192843953079,27.7142646098901,27.7907072371221,27.9385469590447,28.2420736211206,28.2559144371254,28.0219434272003,28.1546901982138,-0.126224059739506,-1.75347395016007,1.50102583068106,28.2821888275285,-0.158899373751674,-5.92776121042483,0.874889786393242,0.953955666271651,0,0,0.9832707401150217,0
P06733,ENOA_HUMAN,ENO1,Alpha-enolase,"=""""",27.9981814214274,28.0288793433635,31.1716065423818,27.9537359612003,28.2049465610832,27.6891737887128,30.2559873406107,28.1680509678929,28.239638317191,28.489184247857,29.220228963052,27.8442475556038,28.0990282687689,28.2412741839609,28.1916703074579,28.747634374751,28.3146526997382,29.4893574178963,28.4870398549622,28.6078024051799,28.3303818933123,28.9662841032953,28.3283548016974,28.2454399472214,28.1162403466706,27.844342461787,28.1000090852125,28.490735509089,0.85950207524133,-0.146228680886644,1.8652328313693,28.4951467382635,1.7502423317815201,-4.54170378274212,0.0909823162112621,0.668105287528259,1,0,0.12741523849688025,0
P13929,ENOB_HUMAN,ENO3,Beta-enolase,"=""""",28.1583738629481,27.879075542968,25.5257387815946,27.7397300083379,27.9509399807946,27.775753754552,26.6435866703595,28.3637910307613,27.957773361352,27.9655865424913,27.9609650672244,28.0243850784341,28.0136454447755,27.9921455940658,27.9176180981342,27.9959963185411,28.3743277843843,27.0178225642387,28.4781638804431,28.5352483135802,28.5197059106092,28.6573515865476,27.7314375968461,27.7281646493229,27.9924319150004,28.1137518631708,28.6168656107322,27.9372567330839,-0.479904517272434,-1.2943142308096,0.334505196264735,27.9131297694748,-1.20682661223393,-5.25582915775559,0.237553607699232,0.698171997718347,0,0,0.5016781503597092,0
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1","=""""",26.642806946762,30.1506064489326,32.0418601360258,26.915386182754,26.0811753070768,25.7381186109961,30.5782808207393,26.8091336921714,27.0227924245087,28.4795525040719,29.1773862600372,26.7709745446889,28.5963161721805,28.1245322561137,26.9778089645767,28.2963263778631,27.1119694684542,29.8203103809163,27.6294973626807,29.4059783199633,27.1835667573189,28.9958382010407,27.2260852250811,27.4324171800713,26.7373410878441,26.9024169550857,26.7431111078475,28.3124228624718,1.22796959032545,-0.760143142774369,3.21608232342526,27.9251433056527,1.26526326013452,-5.18992662460264,0.216215019466147,0.680459622653566,0,0,0.15249656486881694,0
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,"=""""",27.041631092288,26.9983808553653,32.3161167536153,27.5918288664947,26.6645570347278,27.0944527798575,31.3509139400735,26.6120412103186,26.5661851359465,27.3299596478013,28.7609306490827,27.4878568995747,27.4275983964459,26.2822497689992,28.4376865636703,29.2795957212092,28.0341614317008,29.8611798359459,28.5604787408828,27.1896374518409,27.506001205082,29.1770897834748,28.3274688887401,26.9268262518988,26.7781200700644,27.146084053107302,26.491724952851,28.4220418887755,1.37853373615716,-0.529755779045056,3.28682325135937,27.9165285667798,1.47981500614427,-4.92488071567748,0.150097322386198,0.668105287528259,0,0,0.07321537961048771,0
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,"=""""",27.5967977623912,27.6587072739923,26.9240092399278,27.3586754599051,27.8533037313188,27.6431568992168,27.6445134075477,27.7415381035299,27.20052164635,27.5809222935515,27.383514611831,27.5099655401637,27.6686628339134,27.7072262346794,27.9250305303302,27.4754608534467,27.905025260011,26.865879150129,27.7227677658032,27.9357066949368,27.7138144079251,28.1075527212024,27.6455883889373,27.9930313174319,27.5220189181002,27.4002205618274,27.4006123757491,27.5038680040363,-0.104033271438031,-0.521831652378235,0.313765109502174,27.5924318567209,-0.509962789796816,-5.81504774969713,0.61405715032316,0.860181574052455,0,0,0.9505318374449525,0
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,"=""""",27.8757105790542,27.6593585870598,27.0520841493666,27.1792823865799,27.7563793235287,27.7803152159971,27.765375328241,27.8713257832563,27.4198141102022,27.0745854678025,27.3879970545516,27.370183174001,27.4351985982974,27.5316037003261,27.4881424844345,27.5702159404519,27.6306760906076,27.4172913217252,27.1971275075616,27.3476561096375,27.6160149955586,27.647302431153,27.1809352635535,27.5034169651932,27.7093503408638,27.5578106145693,27.787665971502,27.1563526506173,-0.0191872307532215,-0.411196336334352,0.372821874827909,27.4988990052033,-0.100241862912117,-5.93509456399413,0.920863599778534,0.97212929429091,0,0,0.998419390826593,0
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,"=""""",27.587241967876,27.9410386499926,28.8498396282206,27.3501599684889,28.179056168048,27.6105730632198,25.6840744297982,27.8674522655194,26.4713459202201,27.0157609198143,27.4018940901066,27.5690738316707,27.3060655304145,28.0030551618794,27.5506034146267,26.8961185562349,27.4512043424758,26.841881076931,27.700197153825,26.9408393818565,27.6030767769893,27.6575684470295,27.1266769077127,27.5666580884161,26.8503501353513,26.8772983804853,27.2700765291292,27.3643288704477,0.0421983433431556,-0.751469598780896,0.835866285467207,27.3761967734564,0.108890388728679,-5.9342220168408,0.914062765463522,0.969236225364245,0,0,0.9962154037325053,0
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,"=""""",27.21677779893,27.1993197817016,29.3788270950256,26.7639655966006,27.3546389464251,26.90860808263,28.4258241007998,27.5611846780699,27.2239905808819,27.2015545403629,28.0291552842796,27.7891704328481,27.3401988775937,27.4248208979736,27.0849606640827,27.6859564938356,27.1690689687377,27.967298523917002,27.3649111109969,27.4673441515837,27.379134763686,27.8184991038245,27.6284312253307,27.6148519610454,27.0366286598705,27.0369834448875,27.2093480942489,27.5377774030766,0.743516834676505,0.0494877040807169,1.43754596527229,27.4935439736874,2.19404783600701,-3.80745373639361,0.0366574253201868,0.668105287528259,1,0,0.08559142250057317,0
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,"=""""",27.1603569788979,27.2183584641235,NA,27.3738875702233,27.1848491357145,26.9286361953166,27.4266784667704,27.6178423548206,27.6590052158691,27.6430213926638,26.8548035516601,27.4307664606892,27.3417831186081,27.2796599257404,27.2122066972902,26.9941786610484,27.5534374132782,26.5309284584955,27.1204554086224,27.4966934171457,27.143160194571202,26.5963531862768,27.0421369845406,26.8688960596064,27.3353134546403,27.037949448349,27.4716447116866,26.8438757180255,-0.0569337007696049,-0.537649384258988,0.423781982719778,27.1987732831361,-0.242958952565322,-5.89368491386879,0.809865439415121,0.942965604227622,0,0,0.9880652044621356,0
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,"=""""",27.1894552148043,27.1124190682301,27.7912662393836,26.7689791241887,27.5288455015182,27.1529958002997,27.9956067663284,27.4840007488941,27.4547989016998,26.991570557232,27.4783724770492,27.2914449227429,27.1899721184814,27.2820820506686,27.2430814367652,27.6371417888602,27.6102186362477,27.1978180008181,27.2285519616672,27.0094306050882,27.2394875735506,27.7414013398622,27.152846413287,27.0825487477697,27.1565650040411,27.1470794892217,27.2672299182584,27.2498674146498,0.239026053516326,-0.200222990857576,0.678275097890228,27.3098242079146,1.11446748198107,-5.3542420592,0.274513792358054,0.715441746066439,0,0,0.7341794244605454,0
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,"=""""",27.1760509198324,26.9235807521495,27.5855786073109,27.4220507289673,26.042260676126,26.482110837445,28.2400387911799,27.6361194520113,27.501778392484,27.3292549221308,27.1786547811708,27.1739054613829,27.4503358282185,26.9629341459683,27.0201295117281,27.326989564819,27.2520368601525,27.4598967242149,27.2493881878378,26.9250801027721,26.6257138037242,27.7371350061763,26.8572278490012,27.4091698592486,26.5888939530272,27.154363978518,27.4926599434095,27.3375571600162,0.26941858392917,-0.33445630602969,0.87329347388803,27.1978891714651,0.913720909111503,-5.54327315988221,0.36863200957997,0.738491577965969,0,0,0.7642441298407084,0
